ID,Link,Address,Sale Type,Sale Date,Price,Page Number
36c453f5-8e39-4252-85ae-c628e04313d0,/adresse/aagesholmsvej-2-2640-hedehusene-01699726___2_______,,Ågesholmsvej 22640 Hedehusene,Tvangsauktion,08-08-2011,1
36c453f5-8e39-4252-85ae-c628e04313d0,/adresse/aagesholmsvej-2-2640-hedehusene-01699726___2_______,,Fri handel,10-01-1999,700.000,1
36c453f5-8e39-4252-85ae-c628e04313d0,/adresse/aagesholmsvej-2-2640-hedehusene-01699726___2_______,,Fri handel,27-11-1997,3.498.852,1
e83888a0-a8ef-497d-8671-796499eec218,/adresse/oestervej-34-2750-ballerup-01510379__34_______,,Østervej 342750 Ballerup,Tvangsauktion,17-05-2010,1
e83888a0-a8ef-497d-8671-796499eec218,/adresse/oestervej-34-2750-ballerup-01510379__34_______,,Fri handel,17-08-2006,3.549.000,1
68732d74-6d67-4e50-a90b-e1bbf6346ecb,/adresse/oestervang-30-2800-kongens-lyngby-01590987__30_______,,Østervang 302800 Kongens Lyngby,Tvangsauktion,09-07-2009,1
68732d74-6d67-4e50-a90b-e1bbf6346ecb,/adresse/oestervang-30-2800-kongens-lyngby-01590987__30_______,,Fri handel,23-01-2006,4.575.000,1
71e27ab7-713b-4961-a860-c7090e1efbc8,/adresse/aertemarken-119a-0-tv-2860-soeborg-01590981119a_st__tv,,"Ærtemarken 119A, st. tv.2860 Søborg",Tvangsauktion,05-08-2020,1
71e27ab7-713b-4961-a860-c7090e1efbc8,/adresse/aertemarken-119a-0-tv-2860-soeborg-01590981119a_st__tv,,Familie handel,25-06-2001,900.000,1
b1737773-3428-431e-8181-9fd58b6cfac2,/adresse/aertemarken-119a-0-th-2860-soeborg-01590981119a_st__th,,"Ærtemarken 119A, st. th.2860 Søborg",Tvangsauktion,05-08-2020,1
b1737773-3428-431e-8181-9fd58b6cfac2,/adresse/aertemarken-119a-0-th-2860-soeborg-01590981119a_st__th,,Familie handel,25-06-2001,900.000,1
5efa1097-3890-43ce-8c72-239d44804d90,/adresse/aertemarken-119a-1-2860-soeborg-01590981119a__1____,,"Ærtemarken 119A, 1.2860 Søborg",Tvangsauktion,05-08-2020,1
5efa1097-3890-43ce-8c72-239d44804d90,/adresse/aertemarken-119a-1-2860-soeborg-01590981119a__1____,,Familie handel,25-06-2001,900.000,1
7de287be-f5ff-4dae-818c-5470601e92c1,/adresse/winthersmindevej-60-2635-ishoej-01830900__60_______,,Winthersmindevej 602635 Ishøj,Tvangsauktion,14-12-2009,1
7de287be-f5ff-4dae-818c-5470601e92c1,/adresse/winthersmindevej-60-2635-ishoej-01830900__60_______,,Familie handel,17-07-2007,25.000,1
7de287be-f5ff-4dae-818c-5470601e92c1,/adresse/winthersmindevej-60-2635-ishoej-01830900__60_______,,Fri handel,01-04-2005,6.700.000,1
cd569660-ed6e-4b1d-bcd8-f9ba72802fbc,/adresse/vaarfluevej-21-2610-roedovre-01750968__21_______,,Vårfluevej 212610 Rødovre,Tvangsauktion,30-05-2023,1
cd569660-ed6e-4b1d-bcd8-f9ba72802fbc,/adresse/vaarfluevej-21-2610-roedovre-01750968__21_______,,Fri handel,06-11-2019,5.150.000,1
cd569660-ed6e-4b1d-bcd8-f9ba72802fbc,/adresse/vaarfluevej-21-2610-roedovre-01750968__21_______,,Fri handel,18-10-2017,2.850.000,1
4d8668cc-7028-4478-bae4-c1f21482380b,/adresse/vaerebrovej-65-2880-bagsvaerd-01590971__65_______,,Værebrovej 652880 Bagsværd,Tvangsauktion,15-07-2015,1
ec6c54d2-c92f-4dc9-93cf-b0ba16f2dbde,/adresse/vojensvej-49-2610-roedovre-01679409__49_______,,Vojensvej 492610 Rødovre,Tvangsauktion,29-03-2011,1
8773b60b-d13d-4330-9a25-c517e2f58fec,/adresse/virumvej-86-2830-virum-01730873__86_______,,Virumvej 862830 Virum,Tvangsauktion,30-03-2011,1
8773b60b-d13d-4330-9a25-c517e2f58fec,/adresse/virumvej-86-2830-virum-01730873__86_______,,Fri handel,04-09-2008,4.700.000,1
8773b60b-d13d-4330-9a25-c517e2f58fec,/adresse/virumvej-86-2830-virum-01730873__86_______,,Fri handel,14-11-2005,2.300.000,1
1f9228c2-c3a3-4c6b-9ce4-9bb98259312c,/adresse/virumvej-28-0-5-2830-virum-01730873__28_st___5,,"Virumvej 28, st. 5.2830 Virum",Tvangsauktion,26-10-2011,1
ff38b465-a55a-422a-8d81-3c1f0b889173,/adresse/virumvej-28-0-4-2830-virum-01730873__28_st___4,,"Virumvej 28, st. 4.2830 Virum",Tvangsauktion,26-10-2011,1
41b4df9a-9696-4ae3-82c2-b055d481b90d,/adresse/virumvej-28-0-1-2830-virum-01730873__28_st___1,,"Virumvej 28, st. 1.2830 Virum",Tvangsauktion,26-10-2011,1
46e25908-62c4-4df2-a745-5fb0b8c4c499,/adresse/virumvej-28-1-2-2830-virum-01730873__28__1___2,,"Virumvej 28, 1. 2.2830 Virum",Tvangsauktion,26-10-2011,1
c9a1c293-1dec-4c64-88d8-5e9c3ffe0e37,/adresse/virum-stationsvej-141b-1-tv-2830-virum-01730869141b__1__tv,,"Virum Stationsvej 141B, 1. tv.2830 Virum",Tvangsauktion,05-07-2013,1
c9a1c293-1dec-4c64-88d8-5e9c3ffe0e37,/adresse/virum-stationsvej-141b-1-tv-2830-virum-01730869141b__1__tv,,Fri handel,07-08-2002,675.000,1
c9a1c293-1dec-4c64-88d8-5e9c3ffe0e37,/adresse/virum-stationsvej-141b-1-tv-2830-virum-01730869141b__1__tv,,Fri handel,17-10-1999,485.000,1
80459473-1c72-40a3-8240-c075b326d02e,/adresse/virum-overdrevsvej-26-2830-virum-01730868__26_______,,Virum Overdrevsvej 262830 Virum,Tvangsauktion,05-03-2024,1
80459473-1c72-40a3-8240-c075b326d02e,/adresse/virum-overdrevsvej-26-2830-virum-01730868__26_______,,Fri handel,26-05-2021,3.100.000,1
80459473-1c72-40a3-8240-c075b326d02e,/adresse/virum-overdrevsvej-26-2830-virum-01730868__26_______,,Familie handel,05-03-2004,2.350.000,1
a7d5cc76-41b2-494c-8c42-a896f4a5e176,/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,,Vilvordeparken 172920 Charlottenlund,Tvangsauktion,16-08-2010,1
a7d5cc76-41b2-494c-8c42-a896f4a5e176,/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,,Fri handel,01-09-2001,3.670.000,1
a7d5cc76-41b2-494c-8c42-a896f4a5e176,/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,,Fri handel,15-03-2000,3.600.000,1
b359cfe6-f623-464f-bb0f-60b5d6d4d474,/adresse/vildtbaneparken-75-2635-ishoej-01830889__75_______,,Vildtbaneparken 752635 Ishøj,Tvangsauktion,07-02-2012,1
b359cfe6-f623-464f-bb0f-60b5d6d4d474,/adresse/vildtbaneparken-75-2635-ishoej-01830889__75_______,,Fri handel,30-01-2008,2.100.000,1
b359cfe6-f623-464f-bb0f-60b5d6d4d474,/adresse/vildtbaneparken-75-2635-ishoej-01830889__75_______,,Fri handel,09-08-1995,827.600,1
ca20f297-67ee-4ce1-a1b5-bd96779ca9ff,/adresse/vildtbaneparken-112c-2635-ishoej-01830889112c_______,,Vildtbaneparken 112C2635 Ishøj,Tvangsauktion,31-01-1994,1
f2a4f32c-8832-46ef-9941-345516ed206a,/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,,Viggo Rothes Vej 132920 Charlottenlund,Tvangsauktion,09-01-2018,2
f2a4f32c-8832-46ef-9941-345516ed206a,/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,,Fri handel,08-02-2016,23.000,2
f2a4f32c-8832-46ef-9941-345516ed206a,/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,,Fri handel,08-02-2016,23.000,2
731b13a6-38b7-4b49-b702-d5b548e6b5c6,/adresse/vigerslev-alle-362-2650-hvidovre-01679379_362_______,,Vigerslev Alle 3622650 Hvidovre,Tvangsauktion,21-09-2011,2
731b13a6-38b7-4b49-b702-d5b548e6b5c6,/adresse/vigerslev-alle-362-2650-hvidovre-01679379_362_______,,Fri handel,09-09-1996,675.000,2
c1c6c1b3-5755-4964-a3ea-51b626c899fa,/adresse/viemosebro-30-2610-roedovre-01750957__30_______,,Viemosebro 302610 Rødovre,Tvangsauktion,18-12-1995,2
309a1da0-5275-4f3a-abac-52f184c3ea05,/adresse/vibeholms-vaenge-93-2635-ishoej-01830878__93_______,,Vibeholms Vænge 932635 Ishøj,Tvangsauktion,02-11-2009,2
309a1da0-5275-4f3a-abac-52f184c3ea05,/adresse/vibeholms-vaenge-93-2635-ishoej-01830878__93_______,,Fri handel,04-04-2001,1.695.000,2
52f91919-9c3d-4e89-99aa-323f8cbb3b25,/adresse/vibeholms-vaenge-9-2635-ishoej-01830878___9_______,,Vibeholms Vænge 92635 Ishøj,Tvangsauktion,23-07-2012,2
e67678ea-1850-485b-a203-98b9e0468a17,/adresse/vibeholms-vaenge-56-2635-ishoej-01830878__56_______,,Vibeholms Vænge 562635 Ishøj,Tvangsauktion,04-05-2009,2
e67678ea-1850-485b-a203-98b9e0468a17,/adresse/vibeholms-vaenge-56-2635-ishoej-01830878__56_______,,Fri handel,11-08-2005,2.695.000,2
e67678ea-1850-485b-a203-98b9e0468a17,/adresse/vibeholms-vaenge-56-2635-ishoej-01830878__56_______,,Fri handel,02-08-2000,1.580.000,2
ab1a816a-f200-4206-b30d-a8fb38a96502,/adresse/vibeholms-alle-14-2605-broendby-01530791__14_______,,Vibeholms Allé 142605 Brøndby,Tvangsauktion,21-05-2012,2
ab1a816a-f200-4206-b30d-a8fb38a96502,/adresse/vibeholms-alle-14-2605-broendby-01530791__14_______,,Fri handel,12-09-2006,8.800.000,2
ab1a816a-f200-4206-b30d-a8fb38a96502,/adresse/vibeholms-alle-14-2605-broendby-01530791__14_______,,Fri handel,10-05-1996,1.400.000,2
6b4daa8d-5f97-4bf2-9c52-4ba98c7988e8,/adresse/vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,,"Vesterkøb 45, 1. 4.2640 Hedehusene",Tvangsauktion,01-12-2014,2
6b4daa8d-5f97-4bf2-9c52-4ba98c7988e8,/adresse/vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,,Fri handel,25-10-2005,1.125.000,2
6b4daa8d-5f97-4bf2-9c52-4ba98c7988e8,/adresse/vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,,Fri handel,20-01-2004,870.000,2
5264cfd0-a2e8-451d-be70-5d643b65752d,/adresse/vesterkoeb-40-2-9-2640-hedehusene-01699339__40__2___9,,"Vesterkøb 40, 2. 9.2640 Hedehusene",Tvangsauktion,03-11-2009,2
5264cfd0-a2e8-451d-be70-5d643b65752d,/adresse/vesterkoeb-40-2-9-2640-hedehusene-01699339__40__2___9,,Andet,26-11-1998,150.000,2
f19f0f23-c036-452c-8672-233df97da6b2,/adresse/vesterkoeb-40-2-16-2640-hedehusene-01699339__40__2__16,,"Vesterkøb 40, 2. 16.2640 Hedehusene",Tvangsauktion,03-11-2009,2
f19f0f23-c036-452c-8672-233df97da6b2,/adresse/vesterkoeb-40-2-16-2640-hedehusene-01699339__40__2__16,,Andet,26-11-1998,170.000,2
c6c41464-3a00-4e4a-81dd-7f5fdf16b33c,/adresse/vesterkoeb-40-2-15-2640-hedehusene-01699339__40__2__15,,"Vesterkøb 40, 2. 15.2640 Hedehusene",Tvangsauktion,03-11-2009,2
c6c41464-3a00-4e4a-81dd-7f5fdf16b33c,/adresse/vesterkoeb-40-2-15-2640-hedehusene-01699339__40__2__15,,Fri handel,26-11-1998,140.000,2
71fc1d30-6075-42d8-abac-50e609f72a0b,/adresse/vesterkoeb-40-2-12-2640-hedehusene-01699339__40__2__12,,"Vesterkøb 40, 2. 12.2640 Hedehusene",Tvangsauktion,03-11-2009,2
71fc1d30-6075-42d8-abac-50e609f72a0b,/adresse/vesterkoeb-40-2-12-2640-hedehusene-01699339__40__2__12,,Andet,26-11-1998,160.000,2
d0946d72-0d7f-4ccc-a020-d89aa0b47b67,/adresse/vesterkoeb-40-2-11-2640-hedehusene-01699339__40__2__11,,"Vesterkøb 40, 2. 11.2640 Hedehusene",Tvangsauktion,03-11-2009,2
d0946d72-0d7f-4ccc-a020-d89aa0b47b67,/adresse/vesterkoeb-40-2-11-2640-hedehusene-01699339__40__2__11,,Andet,26-11-1998,140.000,2
351e4d2c-300f-4f5b-8b2a-aafca10caefd,/adresse/vesterkoeb-40-1-7-2640-hedehusene-01699339__40__1___7,,"Vesterkøb 40, 1. 7.2640 Hedehusene",Tvangsauktion,03-11-2009,2
351e4d2c-300f-4f5b-8b2a-aafca10caefd,/adresse/vesterkoeb-40-1-7-2640-hedehusene-01699339__40__1___7,,Andet,26-11-1998,140.000,2
a2c84069-a206-4875-a721-44cf5a68f409,/adresse/vesterkoeb-40-1-5-2640-hedehusene-01699339__40__1___5,,"Vesterkøb 40, 1. 5.2640 Hedehusene",Tvangsauktion,03-11-2009,2
a2c84069-a206-4875-a721-44cf5a68f409,/adresse/vesterkoeb-40-1-5-2640-hedehusene-01699339__40__1___5,,Andet,26-11-1998,160.000,2
c8b29c84-5d33-4da5-b114-5ef5afd57e3b,/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,,"Vejlegårdsparken 66, 2. th.2665 Vallensbæk Strand",Tvangsauktion,10-10-2011,2
c8b29c84-5d33-4da5-b114-5ef5afd57e3b,/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,,Fri handel,10-10-2008,1.375.000,2
c8b29c84-5d33-4da5-b114-5ef5afd57e3b,/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,,Fri handel,06-03-2006,1.710.000,2
f0bbfb18-405d-415f-83b9-63bd4884259d,/adresse/vejlegaardsparken-60-2-23-2665-vallensbaek-strand-01879267__60__2__23,,"Vejlegårdsparken 60, 2. 23.2665 Vallensbæk Strand",Tvangsauktion,18-07-2014,2
f0bbfb18-405d-415f-83b9-63bd4884259d,/adresse/vejlegaardsparken-60-2-23-2665-vallensbaek-strand-01879267__60__2__23,,Fri handel,17-01-2008,1.380.000,2
848f890e-74c9-4065-992d-f334c344cff7,/adresse/vejlegaardsparken-50-0-4-2665-vallensbaek-strand-01879267__50_st___4,,"Vejlegårdsparken 50, st. 4.2665 Vallensbæk Strand",Tvangsauktion,10-07-2012,2
848f890e-74c9-4065-992d-f334c344cff7,/adresse/vejlegaardsparken-50-0-4-2665-vallensbaek-strand-01879267__50_st___4,,Fri handel,19-10-1999,447.000,2
848f890e-74c9-4065-992d-f334c344cff7,/adresse/vejlegaardsparken-50-0-4-2665-vallensbaek-strand-01879267__50_st___4,,Fri handel,16-03-1994,236.000,2
cad1ca9e-a4b1-4e37-b219-2db74337a409,/adresse/vejlegaardsparken-50-2-26-2665-vallensbaek-strand-01879267__50__2__26,,"Vejlegårdsparken 50, 2. 26.2665 Vallensbæk Strand",Tvangsauktion,18-05-1998,2
09220e74-a39e-4e90-823a-75f034cc4449,/adresse/vejlegaardsparken-40-0-2-2665-vallensbaek-strand-01879267__40_st___2,,"Vejlegårdsparken 40, st. 2.2665 Vallensbæk Strand",Tvangsauktion,14-06-2011,2
09220e74-a39e-4e90-823a-75f034cc4449,/adresse/vejlegaardsparken-40-0-2-2665-vallensbaek-strand-01879267__40_st___2,,Fri handel,14-09-1998,378.860,2
09220e74-a39e-4e90-823a-75f034cc4449,/adresse/vejlegaardsparken-40-0-2-2665-vallensbaek-strand-01879267__40_st___2,,Fri handel,06-06-1994,220.000,2
ec693cac-cb34-4e31-8612-4d0f6b903770,/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,,"Vejlegårdsparken 24, st. 1.2665 Vallensbæk Strand",Tvangsauktion,13-09-2010,3
ec693cac-cb34-4e31-8612-4d0f6b903770,/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,,Fri handel,16-05-2007,650.000,3
ec693cac-cb34-4e31-8612-4d0f6b903770,/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,,Fri handel,01-08-2005,564.000,3
385c28d5-9285-43ed-bf8b-ee0394a56cd1,/adresse/vejlegaardsparken-22-1-16-2665-vallensbaek-strand-01879267__22__1__16,,"Vejlegårdsparken 22, 1. 16.2665 Vallensbæk Strand",Tvangsauktion,25-06-2003,3
385c28d5-9285-43ed-bf8b-ee0394a56cd1,/adresse/vejlegaardsparken-22-1-16-2665-vallensbaek-strand-01879267__22__1__16,,Fri handel,02-11-2000,495.686,3
385c28d5-9285-43ed-bf8b-ee0394a56cd1,/adresse/vejlegaardsparken-22-1-16-2665-vallensbaek-strand-01879267__22__1__16,,Fri handel,20-08-1999,363.000,3
6983be34-b97e-4634-8952-6648f09c211f,/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,,"Vejlegårdsparken 2, st. 8.2665 Vallensbæk Strand",Tvangsauktion,20-09-2011,3
6983be34-b97e-4634-8952-6648f09c211f,/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,,Fri handel,29-05-1996,356.000,3
6983be34-b97e-4634-8952-6648f09c211f,/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,,Fri handel,08-02-1996,326.193,3
6e562b06-ab15-4eb0-812b-e1a302bdca55,/adresse/vejlegaardsparken-2-0-2-2665-vallensbaek-strand-01879267___2_st___2,,"Vejlegårdsparken 2, st. 2.2665 Vallensbæk Strand",Tvangsauktion,15-01-2014,3
6e562b06-ab15-4eb0-812b-e1a302bdca55,/adresse/vejlegaardsparken-2-0-2-2665-vallensbaek-strand-01879267___2_st___2,,Fri handel,30-06-1996,406.000,3
6e562b06-ab15-4eb0-812b-e1a302bdca55,/adresse/vejlegaardsparken-2-0-2-2665-vallensbaek-strand-01879267___2_st___2,,Fri handel,28-12-1993,365.000,3
88e0a8e2-50ff-4b7f-8cbd-39fc47c0d07e,/adresse/vejlegaardsparken-2-4-43-2665-vallensbaek-strand-01879267___2__4__43,,"Vejlegårdsparken 2, 4. 43.2665 Vallensbæk Strand",Tvangsauktion,13-12-2011,3
88e0a8e2-50ff-4b7f-8cbd-39fc47c0d07e,/adresse/vejlegaardsparken-2-4-43-2665-vallensbaek-strand-01879267___2__4__43,,Fri handel,03-07-2002,725.000,3
88e0a8e2-50ff-4b7f-8cbd-39fc47c0d07e,/adresse/vejlegaardsparken-2-4-43-2665-vallensbaek-strand-01879267___2__4__43,,Fri handel,30-08-2000,504.124,3
7833666e-259b-4817-ac3c-83b86d6ff621,/adresse/vejlegaardsparken-2-3-37-2665-vallensbaek-strand-01879267___2__3__37,,"Vejlegårdsparken 2, 3. 37.2665 Vallensbæk Strand",Tvangsauktion,25-04-2012,3
7833666e-259b-4817-ac3c-83b86d6ff621,/adresse/vejlegaardsparken-2-3-37-2665-vallensbaek-strand-01879267___2__3__37,,Fri handel,10-12-2005,925.000,3
7833666e-259b-4817-ac3c-83b86d6ff621,/adresse/vejlegaardsparken-2-3-37-2665-vallensbaek-strand-01879267___2__3__37,,Fri handel,09-09-2001,615.000,3
00a14680-1ba3-4f0d-91bd-ebef54b38d9b,/adresse/vejlegaardsparken-2-1-16-2665-vallensbaek-strand-01879267___2__1__16,,"Vejlegårdsparken 2, 1. 16.2665 Vallensbæk Strand",Tvangsauktion,26-01-1994,3
ef7a86dd-e88e-43c8-9cf8-37bb72d00f75,/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,,"Vejlegårdsparken 14, 3. 34.2665 Vallensbæk Strand",Tvangsauktion,07-11-2011,3
ef7a86dd-e88e-43c8-9cf8-37bb72d00f75,/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,,Fri handel,05-01-2006,1.595.000,3
ef7a86dd-e88e-43c8-9cf8-37bb72d00f75,/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,,Fri handel,23-02-2004,1.095.000,3
bdd31265-87f0-4cff-a4c5-5baf2451a228,/adresse/vejlegaardsparken-12-2-27-2665-vallensbaek-strand-01879267__12__2__27,,"Vejlegårdsparken 12, 2. 27.2665 Vallensbæk Strand",Tvangsauktion,19-10-2023,3
bdd31265-87f0-4cff-a4c5-5baf2451a228,/adresse/vejlegaardsparken-12-2-27-2665-vallensbaek-strand-01879267__12__2__27,,Fri handel,28-01-2022,2.000.000,3
bdd31265-87f0-4cff-a4c5-5baf2451a228,/adresse/vejlegaardsparken-12-2-27-2665-vallensbaek-strand-01879267__12__2__27,,Fri handel,16-01-2019,1.630.000,3
719e09c6-2953-4498-ac61-6e385bc7d2f9,/adresse/vejlegaardsparken-12-1-16-2665-vallensbaek-strand-01879267__12__1__16,,"Vejlegårdsparken 12, 1. 16.2665 Vallensbæk Strand",Tvangsauktion,23-01-2012,3
719e09c6-2953-4498-ac61-6e385bc7d2f9,/adresse/vejlegaardsparken-12-1-16-2665-vallensbaek-strand-01879267__12__1__16,,Fri handel,31-01-2006,949.000,3
719e09c6-2953-4498-ac61-6e385bc7d2f9,/adresse/vejlegaardsparken-12-1-16-2665-vallensbaek-strand-01879267__12__1__16,,Fri handel,03-01-2000,437.077,3
78cd4a71-3ab8-45dd-bfa0-7ebbc01354f8,/adresse/vejledalen-80-0-mf-2635-ishoej-01830854__80_st__mf,,"Vejledalen 80, st. mf.2635 Ishøj",Tvangsauktion,18-02-2014,3
78cd4a71-3ab8-45dd-bfa0-7ebbc01354f8,/adresse/vejledalen-80-0-mf-2635-ishoej-01830854__80_st__mf,,Fri handel,15-07-2000,477.316,3
78cd4a71-3ab8-45dd-bfa0-7ebbc01354f8,/adresse/vejledalen-80-0-mf-2635-ishoej-01830854__80_st__mf,,Fri handel,03-03-1997,265.000,3
566dd491-c5b9-49d5-a1dc-1f7a04804283,/adresse/vejledalen-80-1-th-2635-ishoej-01830854__80__1__th,,"Vejledalen 80, 1. th.2635 Ishøj",Tvangsauktion,04-07-2011,3
566dd491-c5b9-49d5-a1dc-1f7a04804283,/adresse/vejledalen-80-1-th-2635-ishoej-01830854__80__1__th,,Fri handel,05-09-2005,1.355.000,3
566dd491-c5b9-49d5-a1dc-1f7a04804283,/adresse/vejledalen-80-1-th-2635-ishoej-01830854__80__1__th,,Fri handel,23-06-1993,365.000,3
6ebe1674-0b4a-448b-8fa2-27776d4d982c,/adresse/vejledalen-78-1-th-2635-ishoej-01830854__78__1__th,,"Vejledalen 78, 1. th.2635 Ishøj",Tvangsauktion,02-09-2014,3
6ebe1674-0b4a-448b-8fa2-27776d4d982c,/adresse/vejledalen-78-1-th-2635-ishoej-01830854__78__1__th,,Fri handel,16-04-2003,863.816,3
6ebe1674-0b4a-448b-8fa2-27776d4d982c,/adresse/vejledalen-78-1-th-2635-ishoej-01830854__78__1__th,,Fri handel,09-05-1999,566.180,3
8eb4d0ec-fcc8-42f4-9539-bf64bdf64f4e,/adresse/vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,,"Vejledalen 76, st. th.2635 Ishøj",Tvangsauktion,03-08-2009,3
8eb4d0ec-fcc8-42f4-9539-bf64bdf64f4e,/adresse/vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,,Fri handel,03-05-2001,681.013,3
b91347d9-d7ba-4d42-a44b-ba0c495750e0,/adresse/vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,,"Vejledalen 74, st. tv.2635 Ishøj",Tvangsauktion,12-01-2009,3
b91347d9-d7ba-4d42-a44b-ba0c495750e0,/adresse/vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,,Andet,15-06-2008,897.500,3
b91347d9-d7ba-4d42-a44b-ba0c495750e0,/adresse/vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,,Andet,15-06-2008,897.500,3
ed78244b-b16d-4ce8-9cee-703b3129f28e,/adresse/vejledalen-60-3-tv-2635-ishoej-01830854__60__3__tv,,"Vejledalen 60, 3. tv.2635 Ishøj",Tvangsauktion,17-06-2014,3
ed78244b-b16d-4ce8-9cee-703b3129f28e,/adresse/vejledalen-60-3-tv-2635-ishoej-01830854__60__3__tv,,Fri handel,20-08-2006,1.667.341,3
ed78244b-b16d-4ce8-9cee-703b3129f28e,/adresse/vejledalen-60-3-tv-2635-ishoej-01830854__60__3__tv,,Fri handel,24-03-2004,831.000,3
b2de146a-09f0-45b5-b219-910033dff7f7,/adresse/vejledalen-362-2635-ishoej-01830854_362_______,,Vejledalen 3622635 Ishøj,Tvangsauktion,10-05-2016,3
b2de146a-09f0-45b5-b219-910033dff7f7,/adresse/vejledalen-362-2635-ishoej-01830854_362_______,,Fri handel,18-12-1994,405.000,3
b2de146a-09f0-45b5-b219-910033dff7f7,/adresse/vejledalen-362-2635-ishoej-01830854_362_______,,Tvangsauktion,29-03-1993,195.000,3
9adb38f1-b6cd-4a73-8e66-ec22145b1eb5,/adresse/vejledalen-258-2635-ishoej-01830854_258_______,,Vejledalen 2582635 Ishøj,Tvangsauktion,16-03-2009,3
9adb38f1-b6cd-4a73-8e66-ec22145b1eb5,/adresse/vejledalen-258-2635-ishoej-01830854_258_______,,Fri handel,25-04-2005,1.328.000,3
9adb38f1-b6cd-4a73-8e66-ec22145b1eb5,/adresse/vejledalen-258-2635-ishoej-01830854_258_______,,Fri handel,28-11-2003,1.068.000,3
f97e9d97-c0ac-480e-a090-5c16de50899a,/adresse/vejlebrovej-95-3-49-2635-ishoej-01830850__95__3__49,,"Vejlebrovej 95, 3. 49.2635 Ishøj",Tvangsauktion,20-10-2020,3
f97e9d97-c0ac-480e-a090-5c16de50899a,/adresse/vejlebrovej-95-3-49-2635-ishoej-01830850__95__3__49,,Fri handel,01-10-2007,1.320.000,3
f97e9d97-c0ac-480e-a090-5c16de50899a,/adresse/vejlebrovej-95-3-49-2635-ishoej-01830850__95__3__49,,Fri handel,01-10-2007,1.320.000,3
84dd3571-ae47-4c84-8452-fd3629d4264d,/adresse/vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,,"Vejlebrovej 87, 2. 95.2635 Ishøj",Tvangsauktion,10-10-2008,3
84dd3571-ae47-4c84-8452-fd3629d4264d,/adresse/vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,,Fri handel,17-03-2006,1.372.000,3
84dd3571-ae47-4c84-8452-fd3629d4264d,/adresse/vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,,Fri handel,08-08-2005,1.046.777,3
e1e79c02-9d74-48a2-bc8d-2a5694bde795,/adresse/vejlebrovej-86-2-2-2635-ishoej-01830850__86__2___2,,"Vejlebrovej 86, 2. 2.2635 Ishøj",Tvangsauktion,04-04-2012,4
3ca17b79-363d-4f35-878b-268e06d6a9cd,/adresse/vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,,"Vejlebrovej 85, 2. 146.2635 Ishøj",Tvangsauktion,10-08-2015,4
3ca17b79-363d-4f35-878b-268e06d6a9cd,/adresse/vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,,Fri handel,05-10-2006,1.517.743,4
3ca17b79-363d-4f35-878b-268e06d6a9cd,/adresse/vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,,Fri handel,07-09-2005,1.102.295,4
2abcb2f2-3dce-491c-ad1a-47034e0dda39,/adresse/vejlebrovej-85-1-140-2635-ishoej-01830850__85__1_140,,"Vejlebrovej 85, 1. 140.2635 Ishøj",Tvangsauktion,16-09-2013,4
