Property ID,Address,Postal_Code,Property_Type,Sale Type,Sale Date,Price,Total Sales,City,Floor_Count,Heating_Type,Link,Living_Area,Roof_Type,Rooms,URL,Wall_Material,Weighted_Area
strandvejen-262a-1-2920-charlottenlund-01570802262a__1____,"Strandvejen 262A, 1.",2920,Villalejlighed,Tvangsauktion,31-03-2014,3250000.0,3,Charlottenlund,1,Ovn til fast og flydende brændsel,/adresse/strandvejen-262a-1-2920-charlottenlund-01570802262a__1____,89.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/strandvejen-262a-1-2920-charlottenlund-01570802262a__1____,Mursten,Ikke oplyst
ved-kagsaa-2b-2860-soeborg-01590956__2b_______,Ved Kagså 2B,2860,Ejerlejlighed,Tvangsauktion,26-03-2014,710000.0,3,Søborg,1.0,Centralvarme med én fyringsenhed,/adresse/ved-kagsaa-2b-2860-soeborg-01590956__2b_______,45.0,Fibercement herunder asbest,1.0,https://www.boligsiden.dk/adresse/ved-kagsaa-2b-2860-soeborg-01590956__2b_______,Betonelementer,Ikke oplyst
mosevej-12-2635-ishoej-01830480__12_______,Mosevej 12,2635,Villa,Tvangsauktion,20-03-2014,3500000.0,2,Ishøj,1.0,Centralvarme med én fyringsenhed,/adresse/mosevej-12-2635-ishoej-01830480__12_______,150.0,Tegl,4.0,https://www.boligsiden.dk/adresse/mosevej-12-2635-ishoej-01830480__12_______,Mursten,158.25
tvaervej-22-1-tv-2640-hedehusene-01698878__22__1__tv,"Tværvej 22, 1. tv.",2640,Ejerlejlighed,Tvangsauktion,11-03-2014,3700000.0,3,Hedehusene,1,Fjernvarme/blokvarme,/adresse/tvaervej-22-1-tv-2640-hedehusene-01698878__22__1__tv,95.0,Tagpap med stor hældning,3.0,https://www.boligsiden.dk/adresse/tvaervej-22-1-tv-2640-hedehusene-01698878__22__1__tv,Mursten,Ikke oplyst
tvaervej-22-1-tv-2640-hedehusene-01698878__22__1__tv,"Tværvej 22, 1. tv.",2640,Ejerlejlighed,Tvangsauktion,01-06-2010,5150000.0,3,Hedehusene,1,Fjernvarme/blokvarme,/adresse/tvaervej-22-1-tv-2640-hedehusene-01698878__22__1__tv,95.0,Tagpap med stor hældning,3.0,https://www.boligsiden.dk/adresse/tvaervej-22-1-tv-2640-hedehusene-01698878__22__1__tv,Mursten,Ikke oplyst
tvaervej-22-1-th-2640-hedehusene-01698878__22__1__th,"Tværvej 22, 1. th.",2640,Ejerlejlighed,Tvangsauktion,11-03-2014,3700000.0,3,Hedehusene,1,Fjernvarme/blokvarme,/adresse/tvaervej-22-1-th-2640-hedehusene-01698878__22__1__th,95.0,Tagpap med stor hældning,3.0,https://www.boligsiden.dk/adresse/tvaervej-22-1-th-2640-hedehusene-01698878__22__1__th,Mursten,Ikke oplyst
tvaervej-22-1-th-2640-hedehusene-01698878__22__1__th,"Tværvej 22, 1. th.",2640,Ejerlejlighed,Tvangsauktion,01-06-2010,5150000.0,3,Hedehusene,1,Fjernvarme/blokvarme,/adresse/tvaervej-22-1-th-2640-hedehusene-01698878__22__1__th,95.0,Tagpap med stor hældning,3.0,https://www.boligsiden.dk/adresse/tvaervej-22-1-th-2640-hedehusene-01698878__22__1__th,Mursten,Ikke oplyst
spaden-c-4-0-3-2630-taastrup-01697428___4_st___3,"Spaden C 4, st. 3.",2630,Ejerlejlighed,Tvangsauktion,04-03-2014,445000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/spaden-c-4-0-3-2630-taastrup-01697428___4_st___3,57.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/spaden-c-4-0-3-2630-taastrup-01697428___4_st___3,Betonelementer,Ikke oplyst
greve-alle-57-2650-hvidovre-01672957__57_______,Greve Alle 57,2650,Villa,Tvangsauktion,25-02-2014,2870000.0,3,Hvidovre,1.0,Fjernvarme/blokvarme,/adresse/greve-alle-57-2650-hvidovre-01672957__57_______,117.0,Tegl,5.0,https://www.boligsiden.dk/adresse/greve-alle-57-2650-hvidovre-01672957__57_______,Mursten,151.3
egholmsvej-5f-2830-virum-01730187__5f_______,Egholmsvej 5F,2830,Rækkehus,Tvangsauktion,21-02-2014,4786000.0,2,Virum,2.0,Varmepumpe,/adresse/egholmsvej-5f-2830-virum-01730187__5f_______,212.0,Tegl,5.0,https://www.boligsiden.dk/adresse/egholmsvej-5f-2830-virum-01730187__5f_______,Mursten,Ikke oplyst
vejledalen-80-0-mf-2635-ishoej-01830854__80_st__mf,"Vejledalen 80, st. mf.",2635,Ejerlejlighed,Tvangsauktion,18-02-2014,325100.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejledalen-80-0-mf-2635-ishoej-01830854__80_st__mf,44.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/vejledalen-80-0-mf-2635-ishoej-01830854__80_st__mf,Betonelementer,Ikke oplyst
smedeengen-8-2635-ishoej-01830600___8_______,Smedeengen 8,2635,Rækkehus,Tvangsauktion,18-02-2014,1401000.0,1,Ishøj,1.0,Elvarme,/adresse/smedeengen-8-2635-ishoej-01830600___8_______,103.0,Tegl,4.0,https://www.boligsiden.dk/adresse/smedeengen-8-2635-ishoej-01830600___8_______,Mursten,105
smakkegaardsvej-161-1-th-2820-gentofte-01570753_161__1__th,"Smakkegårdsvej 161, 1. th.",2820,Ejerlejlighed,Tvangsauktion,15-01-2014,1116000.0,3,Gentofte,1,Fjernvarme/blokvarme,/adresse/smakkegaardsvej-161-1-th-2820-gentofte-01570753_161__1__th,67.0,Tagpap med stor hældning,2.0,https://www.boligsiden.dk/adresse/smakkegaardsvej-161-1-th-2820-gentofte-01570753_161__1__th,Mursten,Ikke oplyst
vejlegaardsparken-2-0-2-2665-vallensbaek-strand-01879267___2_st___2,"Vejlegårdsparken 2, st. 2.",2665,Ejerlejlighed,Tvangsauktion,15-01-2014,811211.0,3,Vallensbæk Strand,1,Fjernvarme/blokvarme,/adresse/vejlegaardsparken-2-0-2-2665-vallensbaek-strand-01879267___2_st___2,88.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/vejlegaardsparken-2-0-2-2665-vallensbaek-strand-01879267___2_st___2,Betonelementer,Ikke oplyst
holmelins-tvaervej-8c-1-tv-2800-kongens-lyngby-01730347__8c__1__tv,"Holmelins Tværvej 8C, 1. tv.",2800,Ejerlejlighed,Tvangsauktion,10-01-2014,601200.0,3,Kongens Lyngby,1,Fjernvarme/blokvarme,/adresse/holmelins-tvaervej-8c-1-tv-2800-kongens-lyngby-01730347__8c__1__tv,52.0,Tegl,2.0,https://www.boligsiden.dk/adresse/holmelins-tvaervej-8c-1-tv-2800-kongens-lyngby-01730347__8c__1__tv,Mursten,Ikke oplyst
espensstraede-10-2620-albertslund-01650095__10_______,Espensstræde 10,2620,Ejerlejlighed,Tvangsauktion,06-01-2014,1977000.0,3,Albertslund,1.0,Fjernvarme/blokvarme,/adresse/espensstraede-10-2620-albertslund-01650095__10_______,136.0,Fibercement herunder asbest,3.0,https://www.boligsiden.dk/adresse/espensstraede-10-2620-albertslund-01650095__10_______,Mursten,Ikke oplyst
reerslevvej-11-2640-hedehusene-01696118__11_______,Reerslevvej 11,2640,Villa,Tvangsauktion,28-11-2013,1950000.0,3,,,,,,,,,,
reerslevvej-11-2640-hedehusene-01696118__11_______,Reerslevvej 11,2640,Villa,Tvangsauktion,28-11-2013,1950000.0,3,,,,,,,,,,
gammelgaards-alle-7-0-3-2665-vallensbaek-strand-01871704___7_st___3,"Gammelgårds Alle 7, st. 3.",2665,Ejerlejlighed,Tvangsauktion,09-11-2013,462000.0,3,Vallensbæk Strand,1,Fjernvarme/blokvarme,/adresse/gammelgaards-alle-7-0-3-2665-vallensbaek-strand-01871704___7_st___3,49.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/gammelgaards-alle-7-0-3-2665-vallensbaek-strand-01871704___7_st___3,Betonelementer,Ikke oplyst
molndalsparken-24-2620-albertslund-01650328__24_______,Mölndalsparken 24,2620,Ejerlejlighed,Tvangsauktion,05-11-2013,1100000.0,3,Albertslund,2.0,Fjernvarme/blokvarme,/adresse/molndalsparken-24-2620-albertslund-01650328__24_______,61.0,Betontagsten,2.0,https://www.boligsiden.dk/adresse/molndalsparken-24-2620-albertslund-01650328__24_______,Mursten,Ikke oplyst
selma-lagerloefs-alle-7-1-tv-2860-soeborg-01590734___7__1__tv,"Selma Lagerløfs Alle 7, 1. tv.",2860,Ejerlejlighed,Tvangsauktion,28-10-2013,470000.0,3,Søborg,1,Fjernvarme/blokvarme,/adresse/selma-lagerloefs-alle-7-1-tv-2860-soeborg-01590734___7__1__tv,38.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/selma-lagerloefs-alle-7-1-tv-2860-soeborg-01590734___7__1__tv,Mursten,Ikke oplyst
leen-b-2-3-2-2630-taastrup-01694316___2__3___2,"Leen B 2, 3. 2.",2630,Ejerlejlighed,Tvangsauktion,22-10-2013,1180000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/leen-b-2-3-2-2630-taastrup-01694316___2__3___2,98.0,Tagpap med lille hældning,4.0,https://www.boligsiden.dk/adresse/leen-b-2-3-2-2630-taastrup-01694316___2__3___2,Betonelementer,Ikke oplyst
marbaek-park-2-1-3-2750-ballerup-01510622___2__1___3,"Marbæk Park 2, 1. 3.",2750,Ejerlejlighed,Tvangsauktion,16-10-2013,1600000.0,2,Ballerup,1,Fjernvarme/blokvarme,/adresse/marbaek-park-2-1-3-2750-ballerup-01510622___2__1___3,77.0,Tagpap med stor hældning,2.0,https://www.boligsiden.dk/adresse/marbaek-park-2-1-3-2750-ballerup-01510622___2__1___3,Mursten,Ikke oplyst
stroemsvej-14-2630-taastrup-01697754__14_______,Strømsvej 14,2630,Fritidsbolig,Tvangsauktion,30-09-2013,520000.0,3,Taastrup,1.0,Elvarme,/adresse/stroemsvej-14-2630-taastrup-01697754__14_______,105.0,Tagpap med stor hældning,3.0,https://www.boligsiden.dk/adresse/stroemsvej-14-2630-taastrup-01697754__14_______,Træ,118.65
buddingevej-297-0-tv-2860-soeborg-01590088_297_st__tv,"Buddingevej 297, st. tv.",2860,Ejerlejlighed,Tvangsauktion,30-09-2013,880000.0,3,,,,,,,,,,
leen-a-3-2-1-2630-taastrup-01694314___3__2___1,"Leen A 3, 2. 1.",2630,Ejerlejlighed,Tvangsauktion,30-09-2013,546500.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/leen-a-3-2-1-2630-taastrup-01694314___3__2___1,57.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/leen-a-3-2-1-2630-taastrup-01694314___3__2___1,Betonelementer,Ikke oplyst
roedvig-alle-6a-2650-hvidovre-01677019__6a_______,Rødvig Alle 6A,2650,Rækkehus,Tvangsauktion,23-09-2013,2695000.0,2,Hvidovre,1.0,Centralvarme med én fyringsenhed,/adresse/roedvig-alle-6a-2650-hvidovre-01677019__6a_______,74.0,Tagpap med stor hældning,3.0,https://www.boligsiden.dk/adresse/roedvig-alle-6a-2650-hvidovre-01677019__6a_______,Mursten,103.6
vejlebrovej-85-1-140-2635-ishoej-01830850__85__1_140,"Vejlebrovej 85, 1. 140.",2635,Ejerlejlighed,Tvangsauktion,16-09-2013,1218000.0,1,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-85-1-140-2635-ishoej-01830850__85__1_140,105.0,Tagpap med lille hældning,4.0,https://www.boligsiden.dk/adresse/vejlebrovej-85-1-140-2635-ishoej-01830850__85__1_140,Mursten,Ikke oplyst
hammeren-31-2-185-2630-taastrup-01692530__31__2_185,"Hammeren 31, 2. 185.",2630,Ejerlejlighed,Tvangsauktion,26-08-2013,895000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/hammeren-31-2-185-2630-taastrup-01692530__31__2_185,71.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/hammeren-31-2-185-2630-taastrup-01692530__31__2_185,Betonelementer,Ikke oplyst
kratvaenget-21-2920-charlottenlund-01570486__21_______,Kratvænget 21,2920,Villa,Tvangsauktion,07-08-2013,7595073.0,3,Charlottenlund,2.0,Fjernvarme/blokvarme,/adresse/kratvaenget-21-2920-charlottenlund-01570486__21_______,227.0,Tagpap med stor hældning,7.0,https://www.boligsiden.dk/adresse/kratvaenget-21-2920-charlottenlund-01570486__21_______,Mursten,276.6
vejlebrovej-62-3-mf-2635-ishoej-01830850__62__3__mf,"Vejlebrovej 62, 3. mf.",2635,Ejerlejlighed,Tvangsauktion,05-08-2013,373500.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-62-3-mf-2635-ishoej-01830850__62__3__mf,36.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/vejlebrovej-62-3-mf-2635-ishoej-01830850__62__3__mf,Betonelementer,Ikke oplyst
augustvej-50-2860-soeborg-01590033__50_______,Augustvej 50,2860,Villa,Tvangsauktion,29-07-2013,2000000.0,2,Søborg,1.0,Centralvarme med én fyringsenhed,/adresse/augustvej-50-2860-soeborg-01590033__50_______,74.0,Tegl,3.0,https://www.boligsiden.dk/adresse/augustvej-50-2860-soeborg-01590033__50_______,Mursten,78.5
refmosevej-8-2640-hedehusene-01696199___8_______,Refmosevej 8,2640,Villa,Tvangsauktion,09-07-2013,1900000.0,3,Hedehusene,1.0,Fjernvarme/blokvarme,/adresse/refmosevej-8-2640-hedehusene-01696199___8_______,118.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/refmosevej-8-2640-hedehusene-01696199___8_______,Mursten,169.15
virum-stationsvej-141b-1-tv-2830-virum-01730869141b__1__tv,"Virum Stationsvej 141B, 1. tv.",2830,Ejerlejlighed,Tvangsauktion,05-07-2013,279000.0,3,Virum,1,Centralvarme med én fyringsenhed,/adresse/virum-stationsvej-141b-1-tv-2830-virum-01730869141b__1__tv,50.0,Fibercement herunder asbest,1.0,https://www.boligsiden.dk/adresse/virum-stationsvej-141b-1-tv-2830-virum-01730869141b__1__tv,Mursten,Ikke oplyst
mandholmen-12-2650-hvidovre-01675645__12_______,Mandholmen 12,2650,Rækkehus,Tvangsauktion,03-07-2013,1678642.0,2,Hvidovre,1.0,Centralvarme med én fyringsenhed,/adresse/mandholmen-12-2650-hvidovre-01675645__12_______,121.0,Tegl,5.0,https://www.boligsiden.dk/adresse/mandholmen-12-2650-hvidovre-01675645__12_______,Mursten,149.4
roskildevej-378-0-1-2630-taastrup-01696362_378_st___1,"Roskildevej 378, st. 1.",2630,Ejerlejlighed,Tvangsauktion,02-07-2013,442758.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/roskildevej-378-0-1-2630-taastrup-01696362_378_st___1,49.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/roskildevej-378-0-1-2630-taastrup-01696362_378_st___1,Mursten,Ikke oplyst
lyngevej-16-2640-hedehusene-01694683__16_______,Lyngevej 16,2640,Villa,Tvangsauktion,19-06-2013,2000000.0,1,,,,,,,,,,
slotsvej-79-2920-charlottenlund-01570750__79_______,Slotsvej 79,2920,Villa,Tvangsauktion,19-06-2013,4850000.0,1,Charlottenlund,1.0,Centralvarme med én fyringsenhed,/adresse/slotsvej-79-2920-charlottenlund-01570750__79_______,183.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/slotsvej-79-2920-charlottenlund-01570750__79_______,Træ,192.8
daglykkevej-6-2650-hvidovre-01671523___6_______,Daglykkevej 6,2650,Villa,Tvangsauktion,18-06-2013,4000000.0,2,Hvidovre,1.0,Centralvarme med én fyringsenhed,/adresse/daglykkevej-6-2650-hvidovre-01671523___6_______,116.0,Fibercement herunder asbest,6.0,https://www.boligsiden.dk/adresse/daglykkevej-6-2650-hvidovre-01671523___6_______,Mursten,142.65
taastrup-have-30-0-th-2630-taastrup-01698960__30_st__th,"Taastrup Have 30, st. th.",2630,Ejerlejlighed,Tvangsauktion,12-06-2013,455000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/taastrup-have-30-0-th-2630-taastrup-01698960__30_st__th,57.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/taastrup-have-30-0-th-2630-taastrup-01698960__30_st__th,Mursten,Ikke oplyst
saksen-c-4-2-4-2630-taastrup-01696640___4__2___4,"Saksen C 4, 2. 4.",2630,Ejerlejlighed,Tvangsauktion,12-06-2013,745000.0,2,Taastrup,1,Fjernvarme/blokvarme,/adresse/saksen-c-4-2-4-2630-taastrup-01696640___4__2___4,57.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/saksen-c-4-2-4-2630-taastrup-01696640___4__2___4,Betonelementer,Ikke oplyst
koegevej-200-2635-ishoej-01830380_200_______,Køgevej 200,2635,Villa,Tvangsauktion,04-06-2013,420000.0,2,,,,,,,,,,
vandmestervej-32b-2630-taastrup-01699122_32b_______,Vandmestervej 32B,2630,Villa,Tvangsauktion,22-04-2013,4100000.0,2,,,,,,,,,,
bueparken-12-2750-ballerup-01510054__12_______,Bueparken 12,2750,Villa,Tvangsauktion,17-04-2013,2171033.0,3,Ballerup,1.0,Centralvarme med én fyringsenhed,/adresse/bueparken-12-2750-ballerup-01510054__12_______,160.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/bueparken-12-2750-ballerup-01510054__12_______,Mursten,199.15
lindevang-12-2660-broendby-strand-01530386__12_______,Lindevang 12,2660,Villa,Tvangsauktion,16-04-2013,2150000.0,3,Brøndby Strand,1.0,Varmepumpe,/adresse/lindevang-12-2660-broendby-strand-01530386__12_______,250.0,Tegl,8.0,https://www.boligsiden.dk/adresse/lindevang-12-2660-broendby-strand-01530386__12_______,Letbetonsten,254.5
soeborg-hovedgade-14-0-tv-2870-dyssegaard-01570821__14_st__tv,"Søborg Hovedgade 14, st. tv.",2870,Ejerlejlighed,Tvangsauktion,10-04-2013,1250000.0,2,Dyssegård,1,Fjernvarme/blokvarme,/adresse/soeborg-hovedgade-14-0-tv-2870-dyssegaard-01570821__14_st__tv,40.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/soeborg-hovedgade-14-0-tv-2870-dyssegaard-01570821__14_st__tv,Mursten,Ikke oplyst
gammel-koege-landevej-516-2650-hvidovre-01672807_516_______,Gammel Køge Landevej 516,2650,Villa,Tvangsauktion,09-04-2013,2000000.0,3,Hvidovre,1.0,Centralvarme med én fyringsenhed,/adresse/gammel-koege-landevej-516-2650-hvidovre-01672807_516_______,124.0,Betontagsten,4.0,https://www.boligsiden.dk/adresse/gammel-koege-landevej-516-2650-hvidovre-01672807_516_______,Mursten,126.3
ishoej-bygade-90-2635-ishoej-01830290__90_______,Ishøj Bygade 90,2635,Villa,Tvangsauktion,08-04-2013,500000.0,1,Ishøj,1.0,Varmepumpe,/adresse/ishoej-bygade-90-2635-ishoej-01830290__90_______,120.0,Tegl,4.0,https://www.boligsiden.dk/adresse/ishoej-bygade-90-2635-ishoej-01830290__90_______,Mursten,133.8
kraghave-parkvej-10-2630-taastrup-01694060__10_______,Kraghave Parkvej 10,2630,Villa,Tvangsauktion,20-03-2013,2750000.0,3,Taastrup,1.0,Centralvarme med én fyringsenhed,/adresse/kraghave-parkvej-10-2630-taastrup-01694060__10_______,176.0,Betontagsten,5.0,https://www.boligsiden.dk/adresse/kraghave-parkvej-10-2630-taastrup-01694060__10_______,Mursten,183
leen-c-1-0-2-2630-taastrup-01694318___1_st___2,"Leen C 1, st. 2.",2630,Ejerlejlighed,Tvangsauktion,11-03-2013,162500.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/leen-c-1-0-2-2630-taastrup-01694318___1_st___2,36.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/leen-c-1-0-2-2630-taastrup-01694318___1_st___2,Betonelementer,Ikke oplyst
vejlebrovej-114-2-tv-2635-ishoej-01830850_114__2__tv,"Vejlebrovej 114, 2. tv.",2635,Ejerlejlighed,Tvangsauktion,06-03-2013,630000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-114-2-tv-2635-ishoej-01830850_114__2__tv,76.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/vejlebrovej-114-2-tv-2635-ishoej-01830850_114__2__tv,Betonelementer,Ikke oplyst
kratkrogen-3-2920-charlottenlund-01570485___3_______,Kratkrogen 3,2920,Villa,Tvangsauktion,05-03-2013,8267300.0,3,Charlottenlund,1.0,Centralvarme med én fyringsenhed,/adresse/kratkrogen-3-2920-charlottenlund-01570485___3_______,200.0,Betontagsten,5.0,https://www.boligsiden.dk/adresse/kratkrogen-3-2920-charlottenlund-01570485___3_______,Mursten,253.45
saven-a-2-2-1-2630-taastrup-01696690___2__2___1,"Saven A 2, 2. 1.",2630,Ejerlejlighed,Tvangsauktion,04-03-2013,640000.0,2,Taastrup,1,Fjernvarme/blokvarme,/adresse/saven-a-2-2-1-2630-taastrup-01696690___2__2___1,57.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/saven-a-2-2-1-2630-taastrup-01696690___2__2___1,Betonelementer,Ikke oplyst
tavlebakkevej-4-2605-broendby-01530691___4_______,Tavlebakkevej 4,2605,Villa,Tvangsauktion,26-02-2013,1859000.0,3,Brøndby,1.0,Fjernvarme/blokvarme,/adresse/tavlebakkevej-4-2605-broendby-01530691___4_______,141.0,Tegl,5.0,https://www.boligsiden.dk/adresse/tavlebakkevej-4-2605-broendby-01530691___4_______,Mursten,139.5
nordre-ringvej-5-2-th-2600-glostrup-01610358___5__2__th,"Nordre Ringvej 5, 2. th.",2600,Ejerlejlighed,Tvangsauktion,25-02-2013,450000.0,2,Glostrup,1,Fjernvarme/blokvarme,/adresse/nordre-ringvej-5-2-th-2600-glostrup-01610358___5__2__th,68.0,Tegl,3.0,https://www.boligsiden.dk/adresse/nordre-ringvej-5-2-th-2600-glostrup-01610358___5__2__th,Mursten,Ikke oplyst
jernbane-alle-51a-2630-taastrup-01693546_51a_______,Jernbane Alle 51A,2630,Villa,Tvangsauktion,28-01-2013,1065141.0,2,Taastrup,1.0,Fjernvarme/blokvarme,/adresse/jernbane-alle-51a-2630-taastrup-01693546_51a_______,145.0,Betontagsten,5.0,https://www.boligsiden.dk/adresse/jernbane-alle-51a-2630-taastrup-01693546_51a_______,Træ,148.25
topperne-28-0-4-2620-albertslund-01650532__28_st___4,"Topperne 28, st. 4.",2620,Ejerlejlighed,Tvangsauktion,22-01-2013,486800.0,3,Albertslund,1,Fjernvarme/blokvarme,/adresse/topperne-28-0-4-2620-albertslund-01650532__28_st___4,49.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/topperne-28-0-4-2620-albertslund-01650532__28_st___4,Betonelementer,Ikke oplyst
merlegaardsvej-6-2635-ishoej-01830460___6_______,Merlegårdsvej 6,2635,Villa,Tvangsauktion,15-01-2013,2125000.0,3,Ishøj,1.0,Varmepumpe,/adresse/merlegaardsvej-6-2635-ishoej-01830460___6_______,265.0,Betontagsten,6.0,https://www.boligsiden.dk/adresse/merlegaardsvej-6-2635-ishoej-01830460___6_______,Mursten,284.5
gjoerdingvej-10-2760-maaloev-01510736__10_______,Gjørdingvej 10,2760,Villa,Tvangsauktion,08-01-2013,2350000.0,3,Måløv,1.0,Centralvarme med én fyringsenhed,/adresse/gjoerdingvej-10-2760-maaloev-01510736__10_______,160.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/gjoerdingvej-10-2760-maaloev-01510736__10_______,Mursten,167.4
ejgaardsvej-22--1-th-2920-charlottenlund-01570175__22_kl__th,"Ejgårdsvej 22, kl. th.",2920,Ejerlejlighed,Tvangsauktion,08-01-2013,650000.0,2,Charlottenlund,1,Fjernvarme/blokvarme,/adresse/ejgaardsvej-22--1-th-2920-charlottenlund-01570175__22_kl__th,61.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/ejgaardsvej-22--1-th-2920-charlottenlund-01570175__22_kl__th,Mursten,Ikke oplyst
hyldemorsvej-40a-2730-herlev-01633397_40a_______,Hyldemorsvej 40A,2730,Villa,Tvangsauktion,07-01-2013,1112800.0,2,Herlev,1.0,Centralvarme med én fyringsenhed,/adresse/hyldemorsvej-40a-2730-herlev-01633397_40a_______,84.0,Fibercement herunder asbest,3.0,https://www.boligsiden.dk/adresse/hyldemorsvej-40a-2730-herlev-01633397_40a_______,Mursten,123.6
broendbyvestervej-60a-1-2-2605-broendby-01530071_60a__1___2,"Brøndbyvestervej 60A, 1. 2.",2605,Ejerlejlighed,Tvangsauktion,18-12-2012,448447.0,3,Brøndby,1,Fjernvarme/blokvarme,/adresse/broendbyvestervej-60a-1-2-2605-broendby-01530071_60a__1___2,46.0,Metal,1.0,https://www.boligsiden.dk/adresse/broendbyvestervej-60a-1-2-2605-broendby-01530071_60a__1___2,Mursten,Ikke oplyst
lille-bygade-11-2635-ishoej-01830400__11_______,Lille Bygade 11,2635,Villa,Tvangsauktion,18-12-2012,1055000.0,3,Ishøj,1.0,Centralvarme med én fyringsenhed,/adresse/lille-bygade-11-2635-ishoej-01830400__11_______,95.0,Metal,4.0,https://www.boligsiden.dk/adresse/lille-bygade-11-2635-ishoej-01830400__11_______,Mursten,106.5
parcelvej-111-2830-virum-01730640_111_______,Parcelvej 111,2830,Villa,Tvangsauktion,12-12-2012,5405000.0,3,Virum,1.0,Centralvarme med to fyringsenheder,/adresse/parcelvej-111-2830-virum-01730640_111_______,199.0,Betontagsten,6.0,https://www.boligsiden.dk/adresse/parcelvej-111-2830-virum-01730640_111_______,Træ,256.5
plantevej-23-2-th-2870-dyssegaard-01570631__23__2__th,"Plantevej 23, 2. th.",2870,Ejerlejlighed,Tvangsauktion,12-12-2012,590000.0,3,Dyssegård,1,Fjernvarme/blokvarme,/adresse/plantevej-23-2-th-2870-dyssegaard-01570631__23__2__th,57.0,Tagpap med stor hældning,2.0,https://www.boligsiden.dk/adresse/plantevej-23-2-th-2870-dyssegaard-01570631__23__2__th,Mursten,Ikke oplyst
natsvaermervej-50-2610-roedovre-01750017__50_______,Natsværmervej 50,2610,Villa,Tvangsauktion,12-12-2012,2300000.0,3,Rødovre,1.0,Centralvarme med én fyringsenhed,/adresse/natsvaermervej-50-2610-roedovre-01750017__50_______,70.0,Tegl,3.0,https://www.boligsiden.dk/adresse/natsvaermervej-50-2610-roedovre-01750017__50_______,Mursten,72.75
roskildevej-346-2630-taastrup-01696362_346_______,Roskildevej 346,2630,Rækkehus,Tvangsauktion,11-12-2012,1044331.0,3,Taastrup,1.0,Centralvarme med én fyringsenhed,/adresse/roskildevej-346-2630-taastrup-01696362_346_______,131.0,Tegl,3.0,https://www.boligsiden.dk/adresse/roskildevej-346-2630-taastrup-01696362_346_______,Mursten,133.5
leen-b-1-3-1-2630-taastrup-01694316___1__3___1,"Leen B 1, 3. 1.",2630,Ejerlejlighed,Tvangsauktion,05-12-2012,315000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/leen-b-1-3-1-2630-taastrup-01694316___1__3___1,35.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/leen-b-1-3-1-2630-taastrup-01694316___1__3___1,Betonelementer,Ikke oplyst
rybjerg-alle-84-2860-soeborg-01590702__84_______,Rybjerg Alle 84,2860,Villa,Tvangsauktion,04-12-2012,2200000.0,3,Søborg,1.0,Fjernvarme/blokvarme,/adresse/rybjerg-alle-84-2860-soeborg-01590702__84_______,124.0,Tegl,3.0,https://www.boligsiden.dk/adresse/rybjerg-alle-84-2860-soeborg-01590702__84_______,Mursten,129
