Property ID,Address,Postal_Code,Property_Type,Sale Type,Sale Date,Price,Total Sales,City,Floor_Count,Heating_Type,Link,Living_Area,Roof_Type,Rooms,URL,Wall_Material,Weighted_Area
hyttekrogen-20-2665-vallensbaek-strand-01872876__20_______,Hyttekrogen 20,2665,Villa,Tvangsauktion,04-11-2009,1924000.0,3,,,,,,,,,,
hyttekrogen-20-2665-vallensbaek-strand-01872876__20_______,Hyttekrogen 20,2665,Villa,Tvangsauktion,04-11-2009,1924000.0,3,,,,,,,,,,
lyngby-hovedgade-50a-2-tv-2800-kongens-lyngby-01730535_50a__2__tv,"Lyngby Hovedgade 50A, 2. tv.",2800,Ejerlejlighed,Tvangsauktion,04-11-2009,11500000.0,1,Kongens Lyngby,1,Centralvarme med én fyringsenhed,/adresse/lyngby-hovedgade-50a-2-tv-2800-kongens-lyngby-01730535_50a__2__tv,52.0,Tegl,2.0,https://www.boligsiden.dk/adresse/lyngby-hovedgade-50a-2-tv-2800-kongens-lyngby-01730535_50a__2__tv,Mursten,Ikke oplyst
lyngby-hovedgade-50a-1-th-2800-kongens-lyngby-01730535_50a__1__th,"Lyngby Hovedgade 50A, 1. th.",2800,Ejerlejlighed,Tvangsauktion,04-11-2009,11500000.0,1,,,,,,,,,,
lyngby-hovedgade-50a-1-tv-2800-kongens-lyngby-01730535_50a__1__tv,"Lyngby Hovedgade 50A, 1. tv.",2800,Ejerlejlighed,Tvangsauktion,04-11-2009,11500000.0,1,,,,,,,,,,
vesterkoeb-40-2-12-2640-hedehusene-01699339__40__2__12,"Vesterkøb 40, 2. 12.",2640,Ejerlejlighed,Tvangsauktion,03-11-2009,10200000.0,2,Hedehusene,1,Fjernvarme/blokvarme,/adresse/vesterkoeb-40-2-12-2640-hedehusene-01699339__40__2__12,54.0,Tegl,2.0,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-12-2640-hedehusene-01699339__40__2__12,Mursten,Ikke oplyst
vesterkoeb-40-1-7-2640-hedehusene-01699339__40__1___7,"Vesterkøb 40, 1. 7.",2640,Ejerlejlighed,Tvangsauktion,03-11-2009,10200000.0,2,Hedehusene,1,Fjernvarme/blokvarme,/adresse/vesterkoeb-40-1-7-2640-hedehusene-01699339__40__1___7,46.0,Tegl,1.0,https://www.boligsiden.dk/adresse/vesterkoeb-40-1-7-2640-hedehusene-01699339__40__1___7,Mursten,Ikke oplyst
vesterkoeb-40-2-15-2640-hedehusene-01699339__40__2__15,"Vesterkøb 40, 2. 15.",2640,Ejerlejlighed,Tvangsauktion,03-11-2009,10200000.0,2,Hedehusene,1,Fjernvarme/blokvarme,/adresse/vesterkoeb-40-2-15-2640-hedehusene-01699339__40__2__15,46.0,Tegl,1.0,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-15-2640-hedehusene-01699339__40__2__15,Mursten,Ikke oplyst
vesterkoeb-40-2-11-2640-hedehusene-01699339__40__2__11,"Vesterkøb 40, 2. 11.",2640,Ejerlejlighed,Tvangsauktion,03-11-2009,10200000.0,2,Hedehusene,1,Fjernvarme/blokvarme,/adresse/vesterkoeb-40-2-11-2640-hedehusene-01699339__40__2__11,46.0,Tegl,2.0,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-11-2640-hedehusene-01699339__40__2__11,Mursten,Ikke oplyst
vesterkoeb-40-1-5-2640-hedehusene-01699339__40__1___5,"Vesterkøb 40, 1. 5.",2640,Ejerlejlighed,Tvangsauktion,03-11-2009,10200000.0,2,Hedehusene,1,Fjernvarme/blokvarme,/adresse/vesterkoeb-40-1-5-2640-hedehusene-01699339__40__1___5,54.0,Tegl,2.0,https://www.boligsiden.dk/adresse/vesterkoeb-40-1-5-2640-hedehusene-01699339__40__1___5,Mursten,Ikke oplyst
vesterkoeb-40-2-9-2640-hedehusene-01699339__40__2___9,"Vesterkøb 40, 2. 9.",2640,Ejerlejlighed,Tvangsauktion,03-11-2009,10200000.0,2,Hedehusene,1,Fjernvarme/blokvarme,/adresse/vesterkoeb-40-2-9-2640-hedehusene-01699339__40__2___9,48.0,Tegl,2.0,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-9-2640-hedehusene-01699339__40__2___9,Mursten,Ikke oplyst
vesterkoeb-40-2-16-2640-hedehusene-01699339__40__2__16,"Vesterkøb 40, 2. 16.",2640,Ejerlejlighed,Tvangsauktion,03-11-2009,10200000.0,2,Hedehusene,1,Fjernvarme/blokvarme,/adresse/vesterkoeb-40-2-16-2640-hedehusene-01699339__40__2__16,58.0,Tegl,2.0,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-16-2640-hedehusene-01699339__40__2__16,Mursten,Ikke oplyst
flakhaven-16-2750-ballerup-01510109__16_______,Flakhaven 16,2750,Villa,Tvangsauktion,02-11-2009,1480000.0,3,Ballerup,1.0,Centralvarme med én fyringsenhed,/adresse/flakhaven-16-2750-ballerup-01510109__16_______,157.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/flakhaven-16-2750-ballerup-01510109__16_______,Letbetonsten,199
vibeholms-vaenge-93-2635-ishoej-01830878__93_______,Vibeholms Vænge 93,2635,Villa,Tvangsauktion,02-11-2009,2200000.0,2,Ishøj,1.0,Centralvarme med én fyringsenhed,/adresse/vibeholms-vaenge-93-2635-ishoej-01830878__93_______,158.0,Fibercement uden asbest,5.0,https://www.boligsiden.dk/adresse/vibeholms-vaenge-93-2635-ishoej-01830878__93_______,Mursten,161.8
symfonivej-20-2730-herlev-01637976__20_______,Symfonivej 20,2730,Villa,Tvangsauktion,26-10-2009,3200000.0,2,,,,,,,,,,
ejbyvej-133-2610-roedovre-01750177_133_______,Ejbyvej 133,2610,Villa,Tvangsauktion,26-10-2009,2950000.0,3,Rødovre,1.0,Centralvarme med én fyringsenhed,/adresse/ejbyvej-133-2610-roedovre-01750177_133_______,164.0,Betontagsten,5.0,https://www.boligsiden.dk/adresse/ejbyvej-133-2610-roedovre-01750177_133_______,Mursten,183.7
dalstroeget-78-0-2870-dyssegaard-01570133__78_st____,"Dalstrøget 78, st.",2870,Ejerlejlighed,Tvangsauktion,19-10-2009,200000.0,3,Dyssegård,1,Fjernvarme/blokvarme,/adresse/dalstroeget-78-0-2870-dyssegaard-01570133__78_st____,49.0,Andet materiale,1.0,https://www.boligsiden.dk/adresse/dalstroeget-78-0-2870-dyssegaard-01570133__78_st____,Mursten,Ikke oplyst
resedavej-3-2820-gentofte-01570647___3_______,Resedavej 3,2820,Villa,Tvangsauktion,19-10-2009,1790000.0,3,Gentofte,1.0,Fjernvarme/blokvarme,/adresse/resedavej-3-2820-gentofte-01570647___3_______,96.0,Tagpap med stor hældning,4.0,https://www.boligsiden.dk/adresse/resedavej-3-2820-gentofte-01570647___3_______,Mursten,139.65
tvaerbommen-55-0-th-2820-gentofte-01570895__55_st__th,"Tværbommen 55, st. th.",2820,Ejerlejlighed,Tvangsauktion,19-10-2009,420000.0,3,Gentofte,1,Fjernvarme/blokvarme,/adresse/tvaerbommen-55-0-th-2820-gentofte-01570895__55_st__th,90.0,Tegl,3.0,https://www.boligsiden.dk/adresse/tvaerbommen-55-0-th-2820-gentofte-01570895__55_st__th,Mursten,Ikke oplyst
vejlebrovej-80-3-mf-2635-ishoej-01830850__80__3__mf,"Vejlebrovej 80, 3. mf.",2635,Ejerlejlighed,Tvangsauktion,12-10-2009,300000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-80-3-mf-2635-ishoej-01830850__80__3__mf,35.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/vejlebrovej-80-3-mf-2635-ishoej-01830850__80__3__mf,Betonelementer,Ikke oplyst
hovedgaden-361-2640-hedehusene-01692896_361_______,Hovedgaden 361,2640,Rækkehus,Tvangsauktion,23-09-2009,1250000.0,2,Hedehusene,1.0,Fjernvarme/blokvarme,/adresse/hovedgaden-361-2640-hedehusene-01692896_361_______,75.0,Fibercement herunder asbest,3.0,https://www.boligsiden.dk/adresse/hovedgaden-361-2640-hedehusene-01692896_361_______,Letbetonsten,80.85
langemarksvej-35-2860-soeborg-01590493__35_______,Langemarksvej 35,2860,Villa,Tvangsauktion,22-09-2009,1270000.0,2,Søborg,1.0,Varmepumpe,/adresse/langemarksvej-35-2860-soeborg-01590493__35_______,151.0,Tagpap med stor hældning,6.0,https://www.boligsiden.dk/adresse/langemarksvej-35-2860-soeborg-01590493__35_______,Træ,161.75
vangede-bygade-74-0-4-2820-gentofte-01570903__74_st___4,"Vangede Bygade 74, st. 4.",2820,Ejerlejlighed,Tvangsauktion,21-09-2009,400000.0,3,Gentofte,1,Fjernvarme/blokvarme,/adresse/vangede-bygade-74-0-4-2820-gentofte-01570903__74_st___4,37.0,Tagpap med stor hældning,1.0,https://www.boligsiden.dk/adresse/vangede-bygade-74-0-4-2820-gentofte-01570903__74_st___4,Mursten,Ikke oplyst
tranevaenget-10-2-th-2900-hellerup-01570883__10__2__th,"Tranevænget 10, 2. th.",2900,Ejerlejlighed,Tvangsauktion,21-09-2009,2000000.0,2,Hellerup,1,Fjernvarme/blokvarme,/adresse/tranevaenget-10-2-th-2900-hellerup-01570883__10__2__th,132.0,Tegl,4.0,https://www.boligsiden.dk/adresse/tranevaenget-10-2-th-2900-hellerup-01570883__10__2__th,Mursten,Ikke oplyst
hedekaeret-43-1-tv-2640-hedehusene-01692652__43__1__tv,"Hedekæret 43, 1. tv.",2640,Ejerlejlighed,Tvangsauktion,13-08-2009,850000.0,2,Hedehusene,1,Fjernvarme/blokvarme,/adresse/hedekaeret-43-1-tv-2640-hedehusene-01692652__43__1__tv,77.0,Fibercement herunder asbest,3.0,https://www.boligsiden.dk/adresse/hedekaeret-43-1-tv-2640-hedehusene-01692652__43__1__tv,Mursten,Ikke oplyst
bagsvaerdvej-147a-2800-kongens-lyngby-01590045147a_______,Bagsværdvej 147A,2800,Villa,Tvangsauktion,03-08-2009,1904000.0,2,Kongens Lyngby,1,Centralvarme med én fyringsenhed,/adresse/bagsvaerdvej-147a-2800-kongens-lyngby-01590045147a_______,112.0,Tegl,5.0,https://www.boligsiden.dk/adresse/bagsvaerdvej-147a-2800-kongens-lyngby-01590045147a_______,Mursten,130
vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,"Vejledalen 76, st. th.",2635,Ejerlejlighed,Tvangsauktion,03-08-2009,738000.0,2,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,70.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,Betonelementer,Ikke oplyst
oestervang-30-2800-kongens-lyngby-01590987__30_______,Østervang 30,2800,Villa,Tvangsauktion,09-07-2009,3480000.0,2,Kongens Lyngby,1,Centralvarme med én fyringsenhed,/adresse/oestervang-30-2800-kongens-lyngby-01590987__30_______,157.0,Tegl,5.0,https://www.boligsiden.dk/adresse/oestervang-30-2800-kongens-lyngby-01590987__30_______,Mursten,190.8
bredesvinget-13-2830-virum-01730093__13_______,Bredesvinget 13,2830,Rækkehus,Tvangsauktion,08-07-2009,3500000.0,3,Virum,1.0,Centralvarme med én fyringsenhed,/adresse/bredesvinget-13-2830-virum-01730093__13_______,125.0,Tegl,5.0,https://www.boligsiden.dk/adresse/bredesvinget-13-2830-virum-01730093__13_______,Mursten,138.9
strandvejen-132a-3-tv-2900-hellerup-01570802132a__3__tv,"Strandvejen 132A, 3. tv.",2900,Ejerlejlighed,Tvangsauktion,06-07-2009,3500000.0,3,Hellerup,1,Fjernvarme/blokvarme,/adresse/strandvejen-132a-3-tv-2900-hellerup-01570802132a__3__tv,143.0,Tegl,5.0,https://www.boligsiden.dk/adresse/strandvejen-132a-3-tv-2900-hellerup-01570802132a__3__tv,Mursten,Ikke oplyst
christoffers-alle-94-2800-kongens-lyngby-01590111__94_______,Christoffers Alle 94,2800,Villa,Tvangsauktion,01-07-2009,2150000.0,2,Kongens Lyngby,1.0,Centralvarme med én fyringsenhed,/adresse/christoffers-alle-94-2800-kongens-lyngby-01590111__94_______,89.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/christoffers-alle-94-2800-kongens-lyngby-01590111__94_______,Mursten,128.5
bredekaers-vaenge-33-2635-ishoej-01830082__33_______,Bredekærs Vænge 33,2635,Rækkehus,Tvangsauktion,25-06-2009,1345000.0,3,Ishøj,2.0,Elvarme,/adresse/bredekaers-vaenge-33-2635-ishoej-01830082__33_______,112.0,Tagpap med lille hældning,4.0,https://www.boligsiden.dk/adresse/bredekaers-vaenge-33-2635-ishoej-01830082__33_______,Fibercement herunder asbest,115.8
jonstrupvej-117-2750-ballerup-01510166_117_______,Jonstrupvej 117,2750,Villa,Tvangsauktion,22-06-2009,450000.0,3,,,,,,,,,,
vejlebrovej-68-3-2-2635-ishoej-01830850__68__3___2,"Vejlebrovej 68, 3. 2.",2635,Ejerlejlighed,Tvangsauktion,17-06-2009,380000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-68-3-2-2635-ishoej-01830850__68__3___2,33.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/vejlebrovej-68-3-2-2635-ishoej-01830850__68__3___2,Betonelementer,Ikke oplyst
emilievej-3-0-2920-charlottenlund-01570192___3_st____,"Emilievej 3, st.",2920,Ejerlejlighed,Tvangsauktion,17-06-2009,4500000.0,3,Charlottenlund,1,Fjernvarme/blokvarme,/adresse/emilievej-3-0-2920-charlottenlund-01570192___3_st____,250.0,Tegl,4.0,https://www.boligsiden.dk/adresse/emilievej-3-0-2920-charlottenlund-01570192___3_st____,Mursten,Ikke oplyst
lindevangshusene-76-2-mf-2630-taastrup-01694520__76__2__mf,"Lindevangshusene 76, 2. mf.",2630,Ejerlejlighed,Tvangsauktion,12-06-2009,510000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/lindevangshusene-76-2-mf-2630-taastrup-01694520__76__2__mf,46.0,Betontagsten,1.0,https://www.boligsiden.dk/adresse/lindevangshusene-76-2-mf-2630-taastrup-01694520__76__2__mf,Mursten,Ikke oplyst
giesegaardsvej-18a-2650-hvidovre-01672777_18a_______,Giesegårdsvej 18A,2650,Rækkehus,Tvangsauktion,10-06-2009,910000.0,3,Hvidovre,1.0,Fjernvarme/blokvarme,/adresse/giesegaardsvej-18a-2650-hvidovre-01672777_18a_______,71.0,Tagpap med stor hældning,2.0,https://www.boligsiden.dk/adresse/giesegaardsvej-18a-2650-hvidovre-01672777_18a_______,Mursten,101.6
hallandsparken-66-2630-taastrup-01692520__66_______,Hallandsparken 66,2630,Rækkehus,Tvangsauktion,09-06-2009,1750000.0,3,Taastrup,2.0,Fjernvarme/blokvarme,/adresse/hallandsparken-66-2630-taastrup-01692520__66_______,116.0,Betontagsten,5.0,https://www.boligsiden.dk/adresse/hallandsparken-66-2630-taastrup-01692520__66_______,Mursten,117.25
tagesmindevej-1-2820-gentofte-01570852___1_______,Tagesmindevej 1,2820,Villa,Tvangsauktion,29-05-2009,7250000.0,3,Gentofte,2.0,Varmepumpe,/adresse/tagesmindevej-1-2820-gentofte-01570852___1_______,298.0,Tegl,6.0,https://www.boligsiden.dk/adresse/tagesmindevej-1-2820-gentofte-01570852___1_______,Mursten,373.9
vibeholms-vaenge-56-2635-ishoej-01830878__56_______,Vibeholms Vænge 56,2635,Villa,Tvangsauktion,04-05-2009,2500000.0,3,Ishøj,1.0,Centralvarme med én fyringsenhed,/adresse/vibeholms-vaenge-56-2635-ishoej-01830878__56_______,136.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/vibeholms-vaenge-56-2635-ishoej-01830878__56_______,Mursten,171.4
bagsvaerd-hovedgade-33-2880-bagsvaerd-01590039__33_______,Bagsværd Hovedgade 33,2880,Villa,Tvangsauktion,27-04-2009,2830000.0,3,Bagsværd,1.0,Varmepumpe,/adresse/bagsvaerd-hovedgade-33-2880-bagsvaerd-01590039__33_______,203.0,Tegl,8.0,https://www.boligsiden.dk/adresse/bagsvaerd-hovedgade-33-2880-bagsvaerd-01590039__33_______,Mursten,248.05
vejledalen-258-2635-ishoej-01830854_258_______,Vejledalen 258,2635,Rækkehus,Tvangsauktion,16-03-2009,905000.0,3,Ishøj,2.0,Fjernvarme/blokvarme,/adresse/vejledalen-258-2635-ishoej-01830854_258_______,62.0,Betontagsten,3.0,https://www.boligsiden.dk/adresse/vejledalen-258-2635-ishoej-01830854_258_______,Træ,62
vejlebrovej-120-3-th-2635-ishoej-01830850_120__3__th,"Vejlebrovej 120, 3. th.",2635,Ejerlejlighed,Tvangsauktion,11-03-2009,1000000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-120-3-th-2635-ishoej-01830850_120__3__th,92.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/vejlebrovej-120-3-th-2635-ishoej-01830850_120__3__th,Betonelementer,Ikke oplyst
ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,"Ordrupvej 98A, 2. tv.",2920,Ejerlejlighed,Tvangsauktion,09-02-2009,1000000.0,3,Charlottenlund,1,Fjernvarme/blokvarme,/adresse/ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,58.0,Tegl,2.0,https://www.boligsiden.dk/adresse/ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,Mursten,Ikke oplyst
ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,"Ordrupvej 98A, 2. tv.",2920,Ejerlejlighed,Tvangsauktion,02-01-1995,295000.0,3,Charlottenlund,1,Fjernvarme/blokvarme,/adresse/ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,58.0,Tegl,2.0,https://www.boligsiden.dk/adresse/ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,Mursten,Ikke oplyst
soebakken-29-2920-charlottenlund-01570817__29_______,Søbakken 29,2920,Villa,Tvangsauktion,26-01-2009,7410000.0,3,Charlottenlund,1.0,Centralvarme med én fyringsenhed,/adresse/soebakken-29-2920-charlottenlund-01570817__29_______,177.0,Fibercement herunder asbest,7.0,https://www.boligsiden.dk/adresse/soebakken-29-2920-charlottenlund-01570817__29_______,Mursten,231.9
vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,"Vejledalen 74, st. tv.",2635,Ejerlejlighed,Tvangsauktion,12-01-2009,1100000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,101.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,Betonelementer,Ikke oplyst
noerregaardsvej-59-2610-roedovre-01750614__59_______,Nørregårdsvej 59,2610,Villa,Tvangsauktion,07-01-2009,2150000.0,2,Rødovre,1.0,Centralvarme med én fyringsenhed,/adresse/noerregaardsvej-59-2610-roedovre-01750614__59_______,120.0,Tegl,4.0,https://www.boligsiden.dk/adresse/noerregaardsvej-59-2610-roedovre-01750614__59_______,Mursten,174.5
byskovvej-26-2730-herlev-01630738__26_______,Byskovvej 26,2730,Villa,Tvangsauktion,03-12-2008,1800000.0,1,Herlev,1.0,Centralvarme med én fyringsenhed,/adresse/byskovvej-26-2730-herlev-01630738__26_______,191.0,Tegl,5.0,https://www.boligsiden.dk/adresse/byskovvej-26-2730-herlev-01630738__26_______,Mursten,203.4
roskildevej-382-1-44-2610-roedovre-01750690_382__1__44,"Roskildevej 382, 1. 44.",2610,Ejerlejlighed,Tvangsauktion,31-10-2008,860000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roskildevej-382-1-44-2610-roedovre-01750690_382__1__44,56.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/roskildevej-382-1-44-2610-roedovre-01750690_382__1__44,Andet materiale,Ikke oplyst
vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,"Vejlebrovej 87, 2. 95.",2635,Ejerlejlighed,Tvangsauktion,10-10-2008,600000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,51.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,Mursten,Ikke oplyst
havevej-20-2-th-2860-soeborg-01590291__20__2__th,"Havevej 20, 2. th.",2860,Ejerlejlighed,Tvangsauktion,10-09-2008,700000.0,3,Søborg,1,Centralvarme med én fyringsenhed,/adresse/havevej-20-2-th-2860-soeborg-01590291__20__2__th,53.0,Tegl,2.0,https://www.boligsiden.dk/adresse/havevej-20-2-th-2860-soeborg-01590291__20__2__th,Mursten,Ikke oplyst
roedovrevej-319-1-mf-2610-roedovre-01750705_319__1__mf,"Rødovrevej 319, 1. mf.",2610,Ejerlejlighed,Tvangsauktion,11-09-2007,855000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedovrevej-319-1-mf-2610-roedovre-01750705_319__1__mf,45.0,Fibercement uden asbest,1.0,https://www.boligsiden.dk/adresse/roedovrevej-319-1-mf-2610-roedovre-01750705_319__1__mf,Mursten,Ikke oplyst
brunevang-88-0-2610-roedovre-01750108__88_st____,"Brunevang 88, st.",2610,Ejerlejlighed,Tvangsauktion,07-05-2007,1207100.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/brunevang-88-0-2610-roedovre-01750108__88_st____,63.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/brunevang-88-0-2610-roedovre-01750108__88_st____,Mursten,Ikke oplyst
slotsherrensvej-302-2610-roedovre-01750780_302_______,Slotsherrensvej 302,2610,Villa,Tvangsauktion,15-12-2006,2600000.0,2,Rødovre,1.0,Centralvarme med én fyringsenhed,/adresse/slotsherrensvej-302-2610-roedovre-01750780_302_______,145.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/slotsherrensvej-302-2610-roedovre-01750780_302_______,Mursten,148.85
topperne-22-2-21-2620-albertslund-01650532__22__2__21,"Topperne 22, 2. 21.",2620,Ejerlejlighed,Tvangsauktion,23-10-2006,1332000.0,3,Albertslund,1,Fjernvarme/blokvarme,/adresse/topperne-22-2-21-2620-albertslund-01650532__22__2__21,97.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/topperne-22-2-21-2620-albertslund-01650532__22__2__21,Betonelementer,Ikke oplyst
topperne-22-2-21-2620-albertslund-01650532__22__2__21,"Topperne 22, 2. 21.",2620,Ejerlejlighed,Tvangsauktion,01-11-1993,231000.0,3,Albertslund,1,Fjernvarme/blokvarme,/adresse/topperne-22-2-21-2620-albertslund-01650532__22__2__21,97.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/topperne-22-2-21-2620-albertslund-01650532__22__2__21,Betonelementer,Ikke oplyst
hold-an-vej-61-0-2750-ballerup-01510152__61_st____,"Hold-An Vej 61, st.",2750,Ejerlejlighed,Tvangsauktion,23-03-2006,594000.0,1,Ballerup,1.0,Varmepumpe,/adresse/hold-an-vej-61-0-2750-ballerup-01510152__61_st____,131.0,Tegl,2.0,https://www.boligsiden.dk/adresse/hold-an-vej-61-0-2750-ballerup-01510152__61_st____,Mursten,Ikke oplyst
groennemarksvej-2b-2610-roedovre-01750280__2b_______,Grønnemarksvej 2B,2610,Rækkehus,Tvangsauktion,10-02-2006,2845000.0,2,Rødovre,1.0,Centralvarme med én fyringsenhed,/adresse/groennemarksvej-2b-2610-roedovre-01750280__2b_______,100.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/groennemarksvej-2b-2610-roedovre-01750280__2b_______,Mursten,110.15
forsvarsvej-15-2860-soeborg-01590180__15_______,Forsvarsvej 15,2860,Villa,Tvangsauktion,30-01-2006,2115000.0,3,Søborg,1.0,Varmepumpe,/adresse/forsvarsvej-15-2860-soeborg-01590180__15_______,134.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/forsvarsvej-15-2860-soeborg-01590180__15_______,Mursten,161.8
lindevang-26-2660-broendby-strand-01530386__26_______,Lindevang 26,2660,Villa,Tvangsauktion,28-09-2005,2175000.0,2,Brøndby Strand,1.0,Centralvarme med én fyringsenhed,/adresse/lindevang-26-2660-broendby-strand-01530386__26_______,123.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/lindevang-26-2660-broendby-strand-01530386__26_______,Mursten,123
skjoldagervej-80-2-tv-2820-gentofte-01570705__80__2__tv,"Skjoldagervej 80, 2. tv.",2820,Ejerlejlighed,Tvangsauktion,23-05-2005,927310.0,3,Gentofte,1,Fjernvarme/blokvarme,/adresse/skjoldagervej-80-2-tv-2820-gentofte-01570705__80__2__tv,62.0,Andet materiale,2.0,https://www.boligsiden.dk/adresse/skjoldagervej-80-2-tv-2820-gentofte-01570705__80__2__tv,Mursten,Ikke oplyst
hoejdevej-20a-2830-virum-01730364_20a_______,Højdevej 20A,2830,Villa,Tvangsauktion,12-04-2005,3915000.0,1,Virum,1.0,Centralvarme med én fyringsenhed,/adresse/hoejdevej-20a-2830-virum-01730364_20a_______,193.0,Fibercement herunder asbest,7.0,https://www.boligsiden.dk/adresse/hoejdevej-20a-2830-virum-01730364_20a_______,Mursten,195.9
roedager-alle-71-1-1-2610-roedovre-01750699__71__1___1,"Rødager Alle 71, 1. 1.",2610,Ejerlejlighed,Tvangsauktion,10-01-2005,638000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedager-alle-71-1-1-2610-roedovre-01750699__71__1___1,36.0,Fibercement herunder asbest,1.0,https://www.boligsiden.dk/adresse/roedager-alle-71-1-1-2610-roedovre-01750699__71__1___1,Mursten,Ikke oplyst
roedovre-parkvej-183-0-th-2610-roedovre-01750702_183_st__th,"Rødovre Parkvej 183, st. th.",2610,Ejerlejlighed,Tvangsauktion,29-12-2004,990000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedovre-parkvej-183-0-th-2610-roedovre-01750702_183_st__th,76.0,Tagpap med stor hældning,3.0,https://www.boligsiden.dk/adresse/roedovre-parkvej-183-0-th-2610-roedovre-01750702_183_st__th,Mursten,Ikke oplyst
brobyvej-38-2650-hvidovre-01671135__38_______,Brobyvej 38,2650,Villa,Tvangsauktion,22-11-2004,1630000.0,2,Hvidovre,1.0,Centralvarme med én fyringsenhed,/adresse/brobyvej-38-2650-hvidovre-01671135__38_______,150.0,Tegl,5.0,https://www.boligsiden.dk/adresse/brobyvej-38-2650-hvidovre-01671135__38_______,Mursten,146.3
gladsaxevej-101-2860-soeborg-01590215_101_______,Gladsaxevej 101,2860,Villa,Tvangsauktion,21-09-2004,2150000.0,3,Søborg,1.0,Fjernvarme/blokvarme,/adresse/gladsaxevej-101-2860-soeborg-01590215_101_______,129.0,Tegl,5.0,https://www.boligsiden.dk/adresse/gladsaxevej-101-2860-soeborg-01590215_101_______,Mursten,152.1
lunagervej-12-2650-hvidovre-01675496__12_______,Lunagervej 12,2650,Villa,Tvangsauktion,23-01-2004,1275000.0,2,Hvidovre,1.0,Varmepumpe,/adresse/lunagervej-12-2650-hvidovre-01675496__12_______,204.0,Betontagsten,5.0,https://www.boligsiden.dk/adresse/lunagervej-12-2650-hvidovre-01675496__12_______,Træ,204.95
broendbyvestervej-68b-0-3-2605-broendby-01530071_68b_st___3,"Brøndbyvestervej 68B, st. 3.",2605,Ejerlejlighed,Tvangsauktion,14-11-2003,535000.0,3,Brøndby,1,Fjernvarme/blokvarme,/adresse/broendbyvestervej-68b-0-3-2605-broendby-01530071_68b_st___3,46.0,Metal,1.0,https://www.boligsiden.dk/adresse/broendbyvestervej-68b-0-3-2605-broendby-01530071_68b_st___3,Mursten,Ikke oplyst
