Property_ID,Property Type,Sale Type,Sale Date,Raw Sale Type,Raw Sale Date,Raw Price,Total Sales,Address,City,floor_count,Heating_Type,Link,Living_Area,Postal_Code,Roof_Type,Rooms,Source_Site,URL,Wall_Material,Weighted_Area
hovedgaden-460-2640-hedehusene-01692896_460_______,Villa,Free Sale,20-04-2025,Fri handel,20-04-2025,4.050.000,3,Hovedgaden 460,Hedehusene,1,Fjernvarme/blokvarme,/adresse/hovedgaden-460-2640-hedehusene-01692896_460_______,139.0,2640.0,Tegl,5.0,boligsiden,https://www.boligsiden.dk/adresse/hovedgaden-460-2640-hedehusene-01692896_460_______,Mursten,147.8
hovedgaden-460-2640-hedehusene-01692896_460_______,Villa,Free Sale,02-09-2020,Fri handel,02-09-2020,3.495.000,3,Hovedgaden 460,Hedehusene,1,Fjernvarme/blokvarme,/adresse/hovedgaden-460-2640-hedehusene-01692896_460_______,139.0,2640.0,Tegl,5.0,boligsiden,https://www.boligsiden.dk/adresse/hovedgaden-460-2640-hedehusene-01692896_460_______,Mursten,147.8
hovedgaden-460-2640-hedehusene-01692896_460_______,Villa,Free Sale,16-09-2014,Fri handel,16-09-2014,2.825.000,3,Hovedgaden 460,Hedehusene,1,Fjernvarme/blokvarme,/adresse/hovedgaden-460-2640-hedehusene-01692896_460_______,139.0,2640.0,Tegl,5.0,boligsiden,https://www.boligsiden.dk/adresse/hovedgaden-460-2640-hedehusene-01692896_460_______,Mursten,147.8
kvaedevej-33-2830-virum-01730480__33_______,Rækkehus,Free Sale,17-04-2025,Fri handel,17-04-2025,5.675.000,3,Kvædevej 33,Virum,1,Centralvarme med én fyringsenhed,/adresse/kvaedevej-33-2830-virum-01730480__33_______,92.0,2830.0,Tegl,3.0,boligsiden,https://www.boligsiden.dk/adresse/kvaedevej-33-2830-virum-01730480__33_______,Mursten,100.5
kvaedevej-33-2830-virum-01730480__33_______,Rækkehus,Free Sale,09-04-2018,Fri handel,09-04-2018,3.565.000,3,Kvædevej 33,Virum,1,Centralvarme med én fyringsenhed,/adresse/kvaedevej-33-2830-virum-01730480__33_______,92.0,2830.0,Tegl,3.0,boligsiden,https://www.boligsiden.dk/adresse/kvaedevej-33-2830-virum-01730480__33_______,Mursten,100.5
kvaedevej-33-2830-virum-01730480__33_______,Rækkehus,Free Sale,06-11-2014,Fri handel,06-11-2014,2.700.000,3,Kvædevej 33,Virum,1,Centralvarme med én fyringsenhed,/adresse/kvaedevej-33-2830-virum-01730480__33_______,92.0,2830.0,Tegl,3.0,boligsiden,https://www.boligsiden.dk/adresse/kvaedevej-33-2830-virum-01730480__33_______,Mursten,100.5
ingeborgvej-51b-2900-hellerup-01570400_51b_______,Villa,Free Sale,16-04-2025,Fri handel,16-04-2025,9.103.000,3,,,,,,,,,,,,,
ingeborgvej-51b-2900-hellerup-01570400_51b_______,Villa,Free Sale,26-06-2020,Fri handel,26-06-2020,9.100.000,3,,,,,,,,,,,,,
ingeborgvej-51b-2900-hellerup-01570400_51b_______,Villa,Free Sale,03-06-2015,Fri handel,03-06-2015,8.225.000,3,,,,,,,,,,,,,
hyrdeengen-361-2625-vallensbaek-01872556_361_______,Rækkehus,Free Sale,16-04-2025,Fri handel,16-04-2025,3.155.000,3,Hyrdeengen 361,Vallensbæk,1,Fjernvarme/blokvarme,/adresse/hyrdeengen-361-2625-vallensbaek-01872556_361_______,130.0,2625.0,Tagpap med lille hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/hyrdeengen-361-2625-vallensbaek-01872556_361_______,Træ,128.75
hyrdeengen-361-2625-vallensbaek-01872556_361_______,Rækkehus,Family Sale,19-03-2023,Familie handel,19-03-2023,1.425.000,3,Hyrdeengen 361,Vallensbæk,1,Fjernvarme/blokvarme,/adresse/hyrdeengen-361-2625-vallensbaek-01872556_361_______,130.0,2625.0,Tagpap med lille hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/hyrdeengen-361-2625-vallensbaek-01872556_361_______,Træ,128.75
hyrdeengen-361-2625-vallensbaek-01872556_361_______,Rækkehus,Free Sale,10-07-2017,Fri handel,10-07-2017,2.450.000,3,Hyrdeengen 361,Vallensbæk,1,Fjernvarme/blokvarme,/adresse/hyrdeengen-361-2625-vallensbaek-01872556_361_______,130.0,2625.0,Tagpap med lille hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/hyrdeengen-361-2625-vallensbaek-01872556_361_______,Træ,128.75
kavsbjerglund-8-2740-skovlunde-01510606___8_______,Villa,Family Sale,16-04-2025,Familie handel,16-04-2025,600.000,3,Kavsbjerglund 8,Skovlunde,1,Centralvarme med én fyringsenhed,/adresse/kavsbjerglund-8-2740-skovlunde-01510606___8_______,142.0,2740.0,Betontagsten,5.0,boligsiden,https://www.boligsiden.dk/adresse/kavsbjerglund-8-2740-skovlunde-01510606___8_______,Mursten,141.75
kavsbjerglund-8-2740-skovlunde-01510606___8_______,Villa,Free Sale,18-05-2017,Fri handel,18-05-2017,3.350.000,3,Kavsbjerglund 8,Skovlunde,1,Centralvarme med én fyringsenhed,/adresse/kavsbjerglund-8-2740-skovlunde-01510606___8_______,142.0,2740.0,Betontagsten,5.0,boligsiden,https://www.boligsiden.dk/adresse/kavsbjerglund-8-2740-skovlunde-01510606___8_______,Mursten,141.75
kavsbjerglund-8-2740-skovlunde-01510606___8_______,Villa,Free Sale,13-06-1993,Fri handel,13-06-1993,544.968,3,Kavsbjerglund 8,Skovlunde,1,Centralvarme med én fyringsenhed,/adresse/kavsbjerglund-8-2740-skovlunde-01510606___8_______,142.0,2740.0,Betontagsten,5.0,boligsiden,https://www.boligsiden.dk/adresse/kavsbjerglund-8-2740-skovlunde-01510606___8_______,Mursten,141.75
ved-fortunen-13-2800-kongens-lyngby-01730843__13_______,Villa,Free Sale,14-04-2025,Fri handel,14-04-2025,12.000.000,2,Ved Fortunen 13,Kongens Lyngby,1,Centralvarme med én fyringsenhed,/adresse/ved-fortunen-13-2800-kongens-lyngby-01730843__13_______,211.0,2800.0,Tegl,5.0,boligsiden,https://www.boligsiden.dk/adresse/ved-fortunen-13-2800-kongens-lyngby-01730843__13_______,Mursten,212.55
ved-fortunen-13-2800-kongens-lyngby-01730843__13_______,Villa,Free Sale,24-02-2012,Fri handel,24-02-2012,3.500.000,2,Ved Fortunen 13,Kongens Lyngby,1,Centralvarme med én fyringsenhed,/adresse/ved-fortunen-13-2800-kongens-lyngby-01730843__13_______,211.0,2800.0,Tegl,5.0,boligsiden,https://www.boligsiden.dk/adresse/ved-fortunen-13-2800-kongens-lyngby-01730843__13_______,Mursten,212.55
i.h.mundts-vej-21-1-th-2830-virum-01730375__21__1__th,Ejerlejlighed,Free Sale,14-04-2025,Fri handel,14-04-2025,3.795.000,2,"I.H.Mundts Vej 21, 1. th.",Virum,1,Centralvarme med én fyringsenhed,/adresse/i.h.mundts-vej-21-1-th-2830-virum-01730375__21__1__th,83.0,2830.0,Tagpap med stor hældning,3.0,boligsiden,https://www.boligsiden.dk/adresse/i.h.mundts-vej-21-1-th-2830-virum-01730375__21__1__th,Mursten,Ikke oplyst
i.h.mundts-vej-21-1-th-2830-virum-01730375__21__1__th,Ejerlejlighed,Free Sale,08-07-2020,Fri handel,08-07-2020,2.650.000,2,"I.H.Mundts Vej 21, 1. th.",Virum,1,Centralvarme med én fyringsenhed,/adresse/i.h.mundts-vej-21-1-th-2830-virum-01730375__21__1__th,83.0,2830.0,Tagpap med stor hældning,3.0,boligsiden,https://www.boligsiden.dk/adresse/i.h.mundts-vej-21-1-th-2830-virum-01730375__21__1__th,Mursten,Ikke oplyst
anlaegsvej-29-2860-soeborg-01590021__29_______,Rækkehus,Free Sale,14-04-2025,Fri handel,14-04-2025,5.600.000,2,Anlægsvej 29,Søborg,1,Fjernvarme/blokvarme,/adresse/anlaegsvej-29-2860-soeborg-01590021__29_______,91.0,2860.0,Tegl,4.0,boligsiden,https://www.boligsiden.dk/adresse/anlaegsvej-29-2860-soeborg-01590021__29_______,Mursten,109.35
anlaegsvej-29-2860-soeborg-01590021__29_______,Rækkehus,Free Sale,30-06-2014,Fri handel,30-06-2014,2.000.000,2,Anlægsvej 29,Søborg,1,Fjernvarme/blokvarme,/adresse/anlaegsvej-29-2860-soeborg-01590021__29_______,91.0,2860.0,Tegl,4.0,boligsiden,https://www.boligsiden.dk/adresse/anlaegsvej-29-2860-soeborg-01590021__29_______,Mursten,109.35
toftekaersvej-71-2820-gentofte-01570871__71_______,Villa,Free Sale,14-04-2025,Fri handel,14-04-2025,5.760.000,3,Toftekærsvej 71,Gentofte,1,Ingen varmeinstallation,/adresse/toftekaersvej-71-2820-gentofte-01570871__71_______,77.0,2820.0,Tegl,2.0,boligsiden,https://www.boligsiden.dk/adresse/toftekaersvej-71-2820-gentofte-01570871__71_______,Mursten,107.8
toftekaersvej-71-2820-gentofte-01570871__71_______,Villa,Free Sale,12-12-1995,Fri handel,12-12-1995,490.000,3,Toftekærsvej 71,Gentofte,1,Ingen varmeinstallation,/adresse/toftekaersvej-71-2820-gentofte-01570871__71_______,77.0,2820.0,Tegl,2.0,boligsiden,https://www.boligsiden.dk/adresse/toftekaersvej-71-2820-gentofte-01570871__71_______,Mursten,107.8
toftekaersvej-71-2820-gentofte-01570871__71_______,Villa,Free Sale,25-07-1993,Fri handel,25-07-1993,885.000,3,Toftekærsvej 71,Gentofte,1,Ingen varmeinstallation,/adresse/toftekaersvej-71-2820-gentofte-01570871__71_______,77.0,2820.0,Tegl,2.0,boligsiden,https://www.boligsiden.dk/adresse/toftekaersvej-71-2820-gentofte-01570871__71_______,Mursten,107.8
skyttehusene-62-2620-albertslund-01650445__62_______,Rækkehus,Family Sale,14-04-2025,Familie handel,14-04-2025,1.452.500,3,Skyttehusene 62,Albertslund,2,Fjernvarme/blokvarme,/adresse/skyttehusene-62-2620-albertslund-01650445__62_______,106.0,2620.0,Tagpap med lille hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/skyttehusene-62-2620-albertslund-01650445__62_______,Betonelementer,128.2
skyttehusene-62-2620-albertslund-01650445__62_______,Rækkehus,Free Sale,30-06-2015,Fri handel,30-06-2015,2.195.000,3,Skyttehusene 62,Albertslund,2,Fjernvarme/blokvarme,/adresse/skyttehusene-62-2620-albertslund-01650445__62_______,106.0,2620.0,Tagpap med lille hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/skyttehusene-62-2620-albertslund-01650445__62_______,Betonelementer,128.2
skyttehusene-62-2620-albertslund-01650445__62_______,Rækkehus,Free Sale,18-07-2011,Fri handel,18-07-2011,1.850.000,3,Skyttehusene 62,Albertslund,2,Fjernvarme/blokvarme,/adresse/skyttehusene-62-2620-albertslund-01650445__62_______,106.0,2620.0,Tagpap med lille hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/skyttehusene-62-2620-albertslund-01650445__62_______,Betonelementer,128.2
cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,Ejerlejlighed,Free Sale,14-04-2025,Fri handel,14-04-2025,2.295.000,3,"Cikoriegade 1, st. tv.",Hedehusene,1,Fjernvarme/blokvarme,/adresse/cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,75.0,2640.0,Tagpap med lille hældning,3.0,boligsiden,https://www.boligsiden.dk/adresse/cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,Betonelementer,Ikke oplyst
cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,Ejerlejlighed,Free Sale,10-02-2023,Fri handel,10-02-2023,2.110.000,3,"Cikoriegade 1, st. tv.",Hedehusene,1,Fjernvarme/blokvarme,/adresse/cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,75.0,2640.0,Tagpap med lille hældning,3.0,boligsiden,https://www.boligsiden.dk/adresse/cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,Betonelementer,Ikke oplyst
cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,Ejerlejlighed,Free Sale,10-10-2021,Fri handel,10-10-2021,2.295.000,3,"Cikoriegade 1, st. tv.",Hedehusene,1,Fjernvarme/blokvarme,/adresse/cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,75.0,2640.0,Tagpap med lille hældning,3.0,boligsiden,https://www.boligsiden.dk/adresse/cikoriegade-1-0-tv-2640-hedehusene-01690018___1_st__tv,Betonelementer,Ikke oplyst
ved-gershoej-54-2760-maaloev-01510810__54_______,Rækkehus,Family Sale,14-04-2025,Familie handel,14-04-2025,850.000,2,Ved Gershøj 54,Måløv,1,Fjernvarme/blokvarme,/adresse/ved-gershoej-54-2760-maaloev-01510810__54_______,98.0,2760.0,Tegl,3.0,boligsiden,https://www.boligsiden.dk/adresse/ved-gershoej-54-2760-maaloev-01510810__54_______,Mursten,99.25
ved-gershoej-54-2760-maaloev-01510810__54_______,Rækkehus,Free Sale,02-02-1998,Fri handel,02-02-1998,1.339.606,2,Ved Gershøj 54,Måløv,1,Fjernvarme/blokvarme,/adresse/ved-gershoej-54-2760-maaloev-01510810__54_______,98.0,2760.0,Tegl,3.0,boligsiden,https://www.boligsiden.dk/adresse/ved-gershoej-54-2760-maaloev-01510810__54_______,Mursten,99.25
lundemarken-15-2740-skovlunde-01510617__15_______,Rækkehus,Other,14-04-2025,Andet,14-04-2025,1.400.000,1,Lundemarken 15,Skovlunde,1,Centralvarme med én fyringsenhed,/adresse/lundemarken-15-2740-skovlunde-01510617__15_______,111.0,2740.0,Tagpap med lille hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/lundemarken-15-2740-skovlunde-01510617__15_______,Mursten,111
gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,Ejerlejlighed,Free Sale,14-04-2025,Fri handel,14-04-2025,2.233.333,3,"Gentoftegade 44, 3. th.",Gentofte,1,Fjernvarme/blokvarme,/adresse/gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,112.0,2820.0,Tagpap med stor hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,Mursten,Ikke oplyst
gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,Ejerlejlighed,Free Sale,03-07-2014,Fri handel,03-07-2014,4.900.000,3,"Gentoftegade 44, 3. th.",Gentofte,1,Fjernvarme/blokvarme,/adresse/gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,112.0,2820.0,Tagpap med stor hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,Mursten,Ikke oplyst
gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,Ejerlejlighed,Free Sale,21-12-2012,Fri handel,21-12-2012,4.600.000,3,"Gentoftegade 44, 3. th.",Gentofte,1,Fjernvarme/blokvarme,/adresse/gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,112.0,2820.0,Tagpap med stor hældning,4.0,boligsiden,https://www.boligsiden.dk/adresse/gentoftegade-44-3-th-2820-gentofte-01570278__44__3__th,Mursten,Ikke oplyst
soebakkevej-45-2640-hedehusene-01690041__45_______,Rækkehus,Free Sale,14-04-2025,Fri handel,14-04-2025,3.720.000,3,,,,,,,,,,,,,
soebakkevej-45-2640-hedehusene-01690041__45_______,Rækkehus,Free Sale,09-01-2023,Fri handel,09-01-2023,3.600.000,3,,,,,,,,,,,,,
soebakkevej-45-2640-hedehusene-01690041__45_______,Rækkehus,Free Sale,24-02-2021,Fri handel,24-02-2021,3.495.000,3,,,,,,,,,,,,,
taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,Ejerlejlighed,Free Sale,14-04-2025,Fri handel,14-04-2025,1.500.000,3,"Taastrup Have 33, st. tv.",Taastrup,1,Fjernvarme/blokvarme,/adresse/taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,56.0,2630.0,Fibercement herunder asbest,2.0,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,Mursten,Ikke oplyst
taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,Ejerlejlighed,Free Sale,02-01-2021,Fri handel,02-01-2021,1.385.000,3,"Taastrup Have 33, st. tv.",Taastrup,1,Fjernvarme/blokvarme,/adresse/taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,56.0,2630.0,Fibercement herunder asbest,2.0,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,Mursten,Ikke oplyst
taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,Ejerlejlighed,Free Sale,17-11-2016,Fri handel,17-11-2016,1.040.000,3,"Taastrup Have 33, st. tv.",Taastrup,1,Fjernvarme/blokvarme,/adresse/taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,56.0,2630.0,Fibercement herunder asbest,2.0,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-33-0-tv-2630-taastrup-01698960__33_st__tv,Mursten,Ikke oplyst
h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,Rækkehus,Free Sale,14-04-2025,Fri handel,14-04-2025,2.100.000,3,H P Olsens Vænge 71,Taastrup,1,Fjernvarme/blokvarme,/adresse/h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,80.0,2630.0,Fibercement herunder asbest,4.0,boligsiden,https://www.boligsiden.dk/adresse/h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,Mursten,85.3
h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,Rækkehus,Free Sale,01-11-2023,Fri handel,01-11-2023,2.100.000,3,H P Olsens Vænge 71,Taastrup,1,Fjernvarme/blokvarme,/adresse/h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,80.0,2630.0,Fibercement herunder asbest,4.0,boligsiden,https://www.boligsiden.dk/adresse/h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,Mursten,85.3
h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,Rækkehus,Free Sale,11-12-2003,Fri handel,11-12-2003,1.417.600,3,H P Olsens Vænge 71,Taastrup,1,Fjernvarme/blokvarme,/adresse/h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,80.0,2630.0,Fibercement herunder asbest,4.0,boligsiden,https://www.boligsiden.dk/adresse/h-p-olsens-vaenge-71-2630-taastrup-01692950__71_______,Mursten,85.3
bydammen-31-2-tv-2750-ballerup-01510055__31__2__tv,Ejerlejlighed,Family Sale,14-04-2025,Familie handel,14-04-2025,2.995.000,2,"Bydammen 31, 2. tv.",Ballerup,1,Fjernvarme/blokvarme,/adresse/bydammen-31-2-tv-2750-ballerup-01510055__31__2__tv,92.0,2750.0,Tagpap med lille hældning,2.0,boligsiden,https://www.boligsiden.dk/adresse/bydammen-31-2-tv-2750-ballerup-01510055__31__2__tv,Mursten,Ikke oplyst
bydammen-31-2-tv-2750-ballerup-01510055__31__2__tv,Ejerlejlighed,Free Sale,06-12-2021,Fri handel,06-12-2021,2.995.000,2,"Bydammen 31, 2. tv.",Ballerup,1,Fjernvarme/blokvarme,/adresse/bydammen-31-2-tv-2750-ballerup-01510055__31__2__tv,92.0,2750.0,Tagpap med lille hældning,2.0,boligsiden,https://www.boligsiden.dk/adresse/bydammen-31-2-tv-2750-ballerup-01510055__31__2__tv,Mursten,Ikke oplyst
oktobervej-129-2860-soeborg-01590633_129_______,Villa,Free Sale,14-04-2025,Fri handel,14-04-2025,1.600.000,1,Oktobervej 129,Søborg,1,Fjernvarme/blokvarme,/adresse/oktobervej-129-2860-soeborg-01590633_129_______,103.0,2860.0,Fibercement herunder asbest,4.0,boligsiden,https://www.boligsiden.dk/adresse/oktobervej-129-2860-soeborg-01590633_129_______,Mursten,103
bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,Ejerlejlighed,Free Sale,12-04-2025,Fri handel,12-04-2025,1.715.000,3,"Bagsværd Hovedgade 81C, 3.",Bagsværd,1,Fjernvarme/blokvarme,/adresse/bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,52.0,2880.0,Tagpap med lille hældning,1.0,boligsiden,https://www.boligsiden.dk/adresse/bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,Mursten,Ikke oplyst
bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,Ejerlejlighed,Free Sale,19-07-2018,Fri handel,19-07-2018,1.345.000,3,"Bagsværd Hovedgade 81C, 3.",Bagsværd,1,Fjernvarme/blokvarme,/adresse/bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,52.0,2880.0,Tagpap med lille hældning,1.0,boligsiden,https://www.boligsiden.dk/adresse/bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,Mursten,Ikke oplyst
bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,Ejerlejlighed,Free Sale,15-08-2017,Fri handel,15-08-2017,1.200.000,3,"Bagsværd Hovedgade 81C, 3.",Bagsværd,1,Fjernvarme/blokvarme,/adresse/bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,52.0,2880.0,Tagpap med lille hældning,1.0,boligsiden,https://www.boligsiden.dk/adresse/bagsvaerd-hovedgade-81c-3-2880-bagsvaerd-01590039_81c__3____,Mursten,Ikke oplyst
kollerupparken-7-2665-vallensbaek-strand-01874154___7_______,Villa,Free Sale,11-04-2025,Fri handel,11-04-2025,5.200.000,2,Kollerupparken 7,Vallensbæk Strand,1,Centralvarme med én fyringsenhed,/adresse/kollerupparken-7-2665-vallensbaek-strand-01874154___7_______,178.0,2665.0,Tegl,6.0,boligsiden,https://www.boligsiden.dk/adresse/kollerupparken-7-2665-vallensbaek-strand-01874154___7_______,Letbetonsten,178.55
kollerupparken-7-2665-vallensbaek-strand-01874154___7_______,Villa,Free Sale,05-07-2021,Fri handel,05-07-2021,4.250.000,2,Kollerupparken 7,Vallensbæk Strand,1,Centralvarme med én fyringsenhed,/adresse/kollerupparken-7-2665-vallensbaek-strand-01874154___7_______,178.0,2665.0,Tegl,6.0,boligsiden,https://www.boligsiden.dk/adresse/kollerupparken-7-2665-vallensbaek-strand-01874154___7_______,Letbetonsten,178.55
strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,Ejerlejlighed,Free Sale,10-04-2025,Fri handel,10-04-2025,6.025.000,3,"Strandvejen 211B, 2. tv.",Hellerup,1,Fjernvarme/blokvarme,/adresse/strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,90.0,2900.0,Fibercement herunder asbest,3.0,boligsiden,https://www.boligsiden.dk/adresse/strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,Mursten,Ikke oplyst
strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,Ejerlejlighed,Family Sale,08-05-2018,Familie handel,08-05-2018,2.713.750,3,"Strandvejen 211B, 2. tv.",Hellerup,1,Fjernvarme/blokvarme,/adresse/strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,90.0,2900.0,Fibercement herunder asbest,3.0,boligsiden,https://www.boligsiden.dk/adresse/strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,Mursten,Ikke oplyst
strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,Ejerlejlighed,Free Sale,21-07-2005,Fri handel,21-07-2005,3.600.000,3,"Strandvejen 211B, 2. tv.",Hellerup,1,Fjernvarme/blokvarme,/adresse/strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,90.0,2900.0,Fibercement herunder asbest,3.0,boligsiden,https://www.boligsiden.dk/adresse/strandvejen-211b-2-tv-2900-hellerup-01570802211b__2__tv,Mursten,Ikke oplyst
bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,Ejerlejlighed,Free Sale,10-04-2025,Fri handel,10-04-2025,2.375.000,3,"Bredebovej 29, 3. mf.",Kongens Lyngby,1,Fjernvarme/blokvarme,/adresse/bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,56.0,2800.0,Tagpap med lille hældning,2.0,boligsiden,https://www.boligsiden.dk/adresse/bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,Mursten,Ikke oplyst
bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,Ejerlejlighed,Free Sale,07-05-2018,Fri handel,07-05-2018,1.925.000,3,"Bredebovej 29, 3. mf.",Kongens Lyngby,1,Fjernvarme/blokvarme,/adresse/bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,56.0,2800.0,Tagpap med lille hældning,2.0,boligsiden,https://www.boligsiden.dk/adresse/bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,Mursten,Ikke oplyst
bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,Ejerlejlighed,Free Sale,28-08-2012,Fri handel,28-08-2012,1.050.000,3,"Bredebovej 29, 3. mf.",Kongens Lyngby,1,Fjernvarme/blokvarme,/adresse/bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,56.0,2800.0,Tagpap med lille hældning,2.0,boligsiden,https://www.boligsiden.dk/adresse/bredebovej-29-3-mf-2800-kongens-lyngby-01730092__29__3__mf,Mursten,Ikke oplyst
vandkarsevej-13-2880-bagsvaerd-01590944__13_______,Villa,Family Sale,10-04-2025,Familie handel,10-04-2025,2.750.000,3,Vandkarsevej 13,Bagsværd,1,Varmepumpe,/adresse/vandkarsevej-13-2880-bagsvaerd-01590944__13_______,168.0,2880.0,Glas,5.0,boligsiden,https://www.boligsiden.dk/adresse/vandkarsevej-13-2880-bagsvaerd-01590944__13_______,Glas,187.65
vandkarsevej-13-2880-bagsvaerd-01590944__13_______,Villa,Free Sale,10-10-2014,Fri handel,10-10-2014,3.500.000,3,Vandkarsevej 13,Bagsværd,1,Varmepumpe,/adresse/vandkarsevej-13-2880-bagsvaerd-01590944__13_______,168.0,2880.0,Glas,5.0,boligsiden,https://www.boligsiden.dk/adresse/vandkarsevej-13-2880-bagsvaerd-01590944__13_______,Glas,187.65
vandkarsevej-13-2880-bagsvaerd-01590944__13_______,Villa,Free Sale,15-08-1994,Fri handel,15-08-1994,1.210.000,3,Vandkarsevej 13,Bagsværd,1,Varmepumpe,/adresse/vandkarsevej-13-2880-bagsvaerd-01590944__13_______,168.0,2880.0,Glas,5.0,boligsiden,https://www.boligsiden.dk/adresse/vandkarsevej-13-2880-bagsvaerd-01590944__13_______,Glas,187.65
hybenvej-9-2605-broendby-01530256___9_______,Villa,Free Sale,10-04-2025,Fri handel,10-04-2025,6.700.000,3,Hybenvej 9,Brøndby,1,Fjernvarme/blokvarme,/adresse/hybenvej-9-2605-broendby-01530256___9_______,199.0,2605.0,Metal,5.0,boligsiden,https://www.boligsiden.dk/adresse/hybenvej-9-2605-broendby-01530256___9_______,Letbetonsten,207
hybenvej-9-2605-broendby-01530256___9_______,Villa,Free Sale,11-06-2020,Fri handel,11-06-2020,2.710.000,3,Hybenvej 9,Brøndby,1,Fjernvarme/blokvarme,/adresse/hybenvej-9-2605-broendby-01530256___9_______,199.0,2605.0,Metal,5.0,boligsiden,https://www.boligsiden.dk/adresse/hybenvej-9-2605-broendby-01530256___9_______,Letbetonsten,207
hybenvej-9-2605-broendby-01530256___9_______,Villa,Free Sale,28-03-2004,Fri handel,28-03-2004,1.775.000,3,Hybenvej 9,Brøndby,1,Fjernvarme/blokvarme,/adresse/hybenvej-9-2605-broendby-01530256___9_______,199.0,2605.0,Metal,5.0,boligsiden,https://www.boligsiden.dk/adresse/hybenvej-9-2605-broendby-01530256___9_______,Letbetonsten,207
