ID,Link,Address,Property Type,Sale Type,Sale Date,Price,Page Number,Is Auction
a6ec60d6-3859-4dc1-a380-75fe32f1acaa,/adresse/skyttehusene-31-2620-albertslund-01650445__31_______,,Rækkehus,Fri handel,28-01-2004,490.000,2,False
938b3972-e9cb-463c-9163-bf12e3e77c17,/adresse/holmekrogen-63-2830-virum-01730346__63_______,,Rækkehus,Holmekrogen 632830 Virum,Familie handel,14-02-2025,2,False
fb79ad21-e74f-4805-be45-9cdad2efd49a,/adresse/soemoseparken-46-2750-ballerup-01510338__46_______,,Rækkehus,Sømoseparken 462750 Ballerup,Familie handel,13-02-2025,2,False
fb79ad21-e74f-4805-be45-9cdad2efd49a,/adresse/soemoseparken-46-2750-ballerup-01510338__46_______,,Rækkehus,Fri handel,27-07-2015,3.150.000,2,False
fb79ad21-e74f-4805-be45-9cdad2efd49a,/adresse/soemoseparken-46-2750-ballerup-01510338__46_______,,Rækkehus,Fri handel,29-03-2007,3.075.000,2,False
5dc4e7ce-b519-4ab0-bda0-937f513e7c9d,/adresse/jaegerhusene-47-2620-albertslund-01650248__47_______,,Rækkehus,Jægerhusene 472620 Albertslund,Fri handel,13-02-2025,2,False
5dc4e7ce-b519-4ab0-bda0-937f513e7c9d,/adresse/jaegerhusene-47-2620-albertslund-01650248__47_______,,Rækkehus,Fri handel,25-03-2022,2.900.000,2,False
5dc4e7ce-b519-4ab0-bda0-937f513e7c9d,/adresse/jaegerhusene-47-2620-albertslund-01650248__47_______,,Rækkehus,Familie handel,08-08-2017,350.625,2,False
b823e92d-726b-4752-b573-287d71bccaf5,/adresse/ved-lindelund-77-2605-broendby-01530763__77_______,,Rækkehus,Ved Lindelund 772605 Brøndby,Fri handel,12-02-2025,2,False
b823e92d-726b-4752-b573-287d71bccaf5,/adresse/ved-lindelund-77-2605-broendby-01530763__77_______,,Rækkehus,Fri handel,25-06-2007,2.995.000,2,False
bf3ee643-80ea-42dd-a01e-555cd0b53120,/adresse/falkehusene-16-2620-albertslund-01650101__16_______,,Rækkehus,Falkehusene 162620 Albertslund,Fri handel,12-02-2025,2,False
bf3ee643-80ea-42dd-a01e-555cd0b53120,/adresse/falkehusene-16-2620-albertslund-01650101__16_______,,Rækkehus,Fri handel,10-06-1992,660.000,2,False
4b262971-320d-4c95-8154-6ef44301e91d,/adresse/klovtoftegade-22-2630-taastrup-01693843__22_______,,Rækkehus,Klovtoftegade 222630 Taastrup,Fri handel,12-02-2025,2,False
4b262971-320d-4c95-8154-6ef44301e91d,/adresse/klovtoftegade-22-2630-taastrup-01693843__22_______,,Rækkehus,Fri handel,15-12-2020,2.195.000,2,False
4b262971-320d-4c95-8154-6ef44301e91d,/adresse/klovtoftegade-22-2630-taastrup-01693843__22_______,,Rækkehus,Fri handel,20-12-2016,1.550.000,2,False
01a84440-079e-4d55-bc9d-07b3e234f261,/adresse/praestehusene-95-2620-albertslund-01650367__95_______,,Rækkehus,Præstehusene 952620 Albertslund,Fri handel,11-02-2025,2,False
01a84440-079e-4d55-bc9d-07b3e234f261,/adresse/praestehusene-95-2620-albertslund-01650367__95_______,,Rækkehus,Fri handel,07-04-2015,2.295.000,2,False
cdbd5522-f8ef-4e98-a347-6b0f59d87f20,/adresse/rytterdammen-45-2605-broendby-01530573__45_______,,Rækkehus,Rytterdammen 452605 Brøndby,Familie handel,11-02-2025,2,False
cdbd5522-f8ef-4e98-a347-6b0f59d87f20,/adresse/rytterdammen-45-2605-broendby-01530573__45_______,,Rækkehus,Fri handel,15-04-1998,1.132.000,2,False
b6ff2ef2-0c98-4b74-88bb-74bf93186c8c,/adresse/agernvej-35-2830-virum-01730011__35_______,,Rækkehus,Agernvej 352830 Virum,Fri handel,11-02-2025,2,False
b6ff2ef2-0c98-4b74-88bb-74bf93186c8c,/adresse/agernvej-35-2830-virum-01730011__35_______,,Rækkehus,Fri handel,27-11-2006,3.495.000,2,False
b6ff2ef2-0c98-4b74-88bb-74bf93186c8c,/adresse/agernvej-35-2830-virum-01730011__35_______,,Rækkehus,Fri handel,14-06-1994,735.000,2,False
e8d3b9e3-19fd-46f6-9bf0-704fe31f727a,/adresse/aabrinken-25-2830-virum-01730890__25_______,,Rækkehus,Åbrinken 252830 Virum,Fri handel,09-02-2025,2,False
e8d3b9e3-19fd-46f6-9bf0-704fe31f727a,/adresse/aabrinken-25-2830-virum-01730890__25_______,,Rækkehus,Fri handel,21-07-2007,4.395.000,2,False
e8d3b9e3-19fd-46f6-9bf0-704fe31f727a,/adresse/aabrinken-25-2830-virum-01730890__25_______,,Rækkehus,Fri handel,13-12-1999,2.545.340,2,False
a7c10137-2cd6-48c1-870a-3c1126f0f35b,/adresse/sognekaeret-10-2630-taastrup-01697200__10_______,,Rækkehus,Sognekæret 102630 Taastrup,Fri handel,08-02-2025,2,False
a7c10137-2cd6-48c1-870a-3c1126f0f35b,/adresse/sognekaeret-10-2630-taastrup-01697200__10_______,,Rækkehus,Fri handel,03-10-2022,4.000.000,2,False
a7c10137-2cd6-48c1-870a-3c1126f0f35b,/adresse/sognekaeret-10-2630-taastrup-01697200__10_______,,Rækkehus,Fri handel,12-08-2005,950.000,2,False
1edc7434-b671-4c92-81d4-f35da9a7b645,/adresse/macgregor-alle-18-2750-ballerup-01510134__18_______,,Rækkehus,MacGregor Alle 182750 Ballerup,Fri handel,08-02-2025,2,False
1edc7434-b671-4c92-81d4-f35da9a7b645,/adresse/macgregor-alle-18-2750-ballerup-01510134__18_______,,Rækkehus,Fri handel,27-02-2002,1.625.944,2,False
1edc7434-b671-4c92-81d4-f35da9a7b645,/adresse/macgregor-alle-18-2750-ballerup-01510134__18_______,,Rækkehus,Fri handel,24-01-1994,762.060,2,False
6c914949-842a-413f-8b11-f7e8375795ed,/adresse/baunevej-134-2630-taastrup-01690324_134_______,,Rækkehus,Baunevej 1342630 Taastrup,Fri handel,07-02-2025,2,False
6c914949-842a-413f-8b11-f7e8375795ed,/adresse/baunevej-134-2630-taastrup-01690324_134_______,,Rækkehus,Fri handel,01-11-2005,2.350.000,2,False
6c914949-842a-413f-8b11-f7e8375795ed,/adresse/baunevej-134-2630-taastrup-01690324_134_______,,Rækkehus,Fri handel,09-10-1993,731.000,2,False
1a2a9d56-344d-4811-9d4e-e5b6172342b4,/adresse/baneparken-4-2630-taastrup-01690189___4_______,,Rækkehus,Baneparken 42630 Taastrup,Fri handel,06-02-2025,2,False
410a5268-a17e-4c26-a4f2-90eca5290f33,/adresse/hedekaeret-12-1-th-2640-hedehusene-01692652__12__1__th,,Ejerlejlighed,"Hedekæret 12, 1. th.2640 Hedehusene",Fri handel,14-03-2025,1,False
410a5268-a17e-4c26-a4f2-90eca5290f33,/adresse/hedekaeret-12-1-th-2640-hedehusene-01692652__12__1__th,,Ejerlejlighed,Familie handel,09-08-2021,450.000,1,False
410a5268-a17e-4c26-a4f2-90eca5290f33,/adresse/hedekaeret-12-1-th-2640-hedehusene-01692652__12__1__th,,Ejerlejlighed,Fri handel,26-02-2018,1.490.000,1,False
1adbb2e8-e36f-4b52-8740-bb1569ff46b9,/adresse/sofielundsvej-14-0-th-2600-glostrup-01610427__14_st__th,,Ejerlejlighed,"Sofielundsvej 14, st. th.2600 Glostrup",Fri handel,13-03-2025,1,False
1adbb2e8-e36f-4b52-8740-bb1569ff46b9,/adresse/sofielundsvej-14-0-th-2600-glostrup-01610427__14_st__th,,Ejerlejlighed,Fri handel,09-05-2019,1.525.000,1,False
1adbb2e8-e36f-4b52-8740-bb1569ff46b9,/adresse/sofielundsvej-14-0-th-2600-glostrup-01610427__14_st__th,,Ejerlejlighed,Fri handel,23-12-2017,1.650.000,1,False
303238c2-2cce-421b-85d3-a60c6ec74006,/adresse/buddingevej-190-2-206-2860-soeborg-01590088_190__2_206,,Ejerlejlighed,"Buddingevej 190, 2. 206.2860 Søborg",Familie handel,05-03-2025,1,False
303238c2-2cce-421b-85d3-a60c6ec74006,/adresse/buddingevej-190-2-206-2860-soeborg-01590088_190__2_206,,Ejerlejlighed,Fri handel,04-06-2021,1.425.000,1,False
7e288f45-0c15-444c-bac7-4387abeef31b,/adresse/vangede-bygade-48-2-3-2820-gentofte-01570903__48__2___3,,Ejerlejlighed,"Vangede Bygade 48, 2. 3.2820 Gentofte",Familie handel,05-03-2025,1,False
7e288f45-0c15-444c-bac7-4387abeef31b,/adresse/vangede-bygade-48-2-3-2820-gentofte-01570903__48__2___3,,Ejerlejlighed,Fri handel,20-03-2018,1.615.000,1,False
7e288f45-0c15-444c-bac7-4387abeef31b,/adresse/vangede-bygade-48-2-3-2820-gentofte-01570903__48__2___3,,Ejerlejlighed,Fri handel,07-01-2014,975.000,1,False
13f98d67-2c91-4774-a3a2-bcc1348f9910,/adresse/callisensvej-14-3-tv-2900-hellerup-01570103__14__3__tv,,Ejerlejlighed,"Callisensvej 14, 3. tv.2900 Hellerup",Fri handel,28-02-2025,1,False
13f98d67-2c91-4774-a3a2-bcc1348f9910,/adresse/callisensvej-14-3-tv-2900-hellerup-01570103__14__3__tv,,Ejerlejlighed,Fri handel,31-01-2019,4.650.000,1,False
13f98d67-2c91-4774-a3a2-bcc1348f9910,/adresse/callisensvej-14-3-tv-2900-hellerup-01570103__14__3__tv,,Ejerlejlighed,Fri handel,05-01-2005,2.798.000,1,False
2150ba8c-d656-438a-bb39-963a6cb0893a,/adresse/pilegaardsvej-48-0-th-2860-soeborg-01590651__48_st__th,,Ejerlejlighed,"Pilegårdsvej 48, st. th.2860 Søborg",Fri handel,28-02-2025,1,False
2150ba8c-d656-438a-bb39-963a6cb0893a,/adresse/pilegaardsvej-48-0-th-2860-soeborg-01590651__48_st__th,,Ejerlejlighed,Fri handel,21-02-2018,1.385.000,1,False
2150ba8c-d656-438a-bb39-963a6cb0893a,/adresse/pilegaardsvej-48-0-th-2860-soeborg-01590651__48_st__th,,Ejerlejlighed,Fri handel,15-11-2004,955.000,1,False
13a35694-7fdd-4711-9547-8961a90d5f9a,/adresse/vejlebrovej-103-2-th-2635-ishoej-01830850_103__2__th,,Ejerlejlighed,"Vejlebrovej 103, 2. th.2635 Ishøj",Andet,28-02-2025,1,False
13a35694-7fdd-4711-9547-8961a90d5f9a,/adresse/vejlebrovej-103-2-th-2635-ishoej-01830850_103__2__th,,Ejerlejlighed,Fri handel,09-02-2022,2.650.000,1,False
13a35694-7fdd-4711-9547-8961a90d5f9a,/adresse/vejlebrovej-103-2-th-2635-ishoej-01830850_103__2__th,,Ejerlejlighed,Fri handel,26-02-2002,1.490.000,1,False
30a219e5-d9ce-4330-8163-536af7c4e40e,/adresse/lehwaldsvej-5-4-l-2800-kongens-lyngby-01730505___5__4___l,,Ejerlejlighed,"Lehwaldsvej 5, 4. l.2800 Kongens Lyngby",Fri handel,28-02-2025,1,False
fba15774-ffb4-484d-9ff5-ffb27ee3227d,/adresse/ericavej-163-2-307-2820-gentofte-01570203_163__2_307,,Ejerlejlighed,"Ericavej 163, 2. 307.2820 Gentofte",Fri handel,28-02-2025,1,False
fba15774-ffb4-484d-9ff5-ffb27ee3227d,/adresse/ericavej-163-2-307-2820-gentofte-01570203_163__2_307,,Ejerlejlighed,Fri handel,02-01-2020,1.520.000,1,False
fba15774-ffb4-484d-9ff5-ffb27ee3227d,/adresse/ericavej-163-2-307-2820-gentofte-01570203_163__2_307,,Ejerlejlighed,Fri handel,30-05-2016,1.175.000,1,False
c575b78b-cd7e-4805-a761-87de0470eefa,/adresse/lauggaards-alle-4-2-tv-2860-soeborg-01590498___4__2__tv,,Ejerlejlighed,"Lauggårds Alle 4, 2. tv.2860 Søborg",Fri handel,28-02-2025,1,False
c575b78b-cd7e-4805-a761-87de0470eefa,/adresse/lauggaards-alle-4-2-tv-2860-soeborg-01590498___4__2__tv,,Ejerlejlighed,Fri handel,15-03-2012,1.080.000,1,False
447bdbcb-7627-46fe-bf27-225d38afe19f,/adresse/dalstroeget-127-0-mf-2870-dyssegaard-01570133_127_st__mf,,Ejerlejlighed,"Dalstrøget 127, st. mf.2870 Dyssegård",Fri handel,28-02-2025,1,False
447bdbcb-7627-46fe-bf27-225d38afe19f,/adresse/dalstroeget-127-0-mf-2870-dyssegaard-01570133_127_st__mf,,Ejerlejlighed,Fri handel,24-11-2023,1.395.000,1,False
447bdbcb-7627-46fe-bf27-225d38afe19f,/adresse/dalstroeget-127-0-mf-2870-dyssegaard-01570133_127_st__mf,,Ejerlejlighed,Fri handel,15-10-2019,1.100.000,1,False
b6008dc0-df20-4d25-b9fb-5187ba8b7f87,/adresse/roedovre-parkvej-319-2-2610-roedovre-01750702_319__2____,,Ejerlejlighed,"Rødovre Parkvej 319, 2.2610 Rødovre",Familie handel,28-02-2025,1,False
b6008dc0-df20-4d25-b9fb-5187ba8b7f87,/adresse/roedovre-parkvej-319-2-2610-roedovre-01750702_319__2____,,Ejerlejlighed,Fri handel,22-09-2021,2.930.000,1,False
b6008dc0-df20-4d25-b9fb-5187ba8b7f87,/adresse/roedovre-parkvej-319-2-2610-roedovre-01750702_319__2____,,Ejerlejlighed,Fri handel,08-10-2018,2.495.000,1,False
1d554c12-2fd0-4466-a9a3-d83c405ee146,/adresse/slettebjergvej-4-1-th-2750-ballerup-01510313___4__1__th,,Ejerlejlighed,"Slettebjergvej 4, 1. th.2750 Ballerup",Fri handel,28-02-2025,1,False
1d554c12-2fd0-4466-a9a3-d83c405ee146,/adresse/slettebjergvej-4-1-th-2750-ballerup-01510313___4__1__th,,Ejerlejlighed,Fri handel,07-05-2021,1.995.000,1,False
1d554c12-2fd0-4466-a9a3-d83c405ee146,/adresse/slettebjergvej-4-1-th-2750-ballerup-01510313___4__1__th,,Ejerlejlighed,Fri handel,26-09-2016,1.380.000,1,False
80e129f9-ba62-40e9-a4db-6de31daef5ed,/adresse/novembervej-11-0-tv-2860-soeborg-01590623__11_st__tv,,Ejerlejlighed,"Novembervej 11, st. tv.2860 Søborg",Fri handel,28-02-2025,1,False
80e129f9-ba62-40e9-a4db-6de31daef5ed,/adresse/novembervej-11-0-tv-2860-soeborg-01590623__11_st__tv,,Ejerlejlighed,Fri handel,05-04-2022,1.780.000,1,False
80e129f9-ba62-40e9-a4db-6de31daef5ed,/adresse/novembervej-11-0-tv-2860-soeborg-01590623__11_st__tv,,Ejerlejlighed,Fri handel,29-09-2013,825.000,1,False
e2584ab6-c3bf-4af5-8fda-b69b6b5224ee,/adresse/stengaards-alle-208-1-2860-soeborg-01590810_208__1____,,Ejerlejlighed,"Stengårds Alle 208, 1.2860 Søborg",Fri handel,28-02-2025,1,False
e2584ab6-c3bf-4af5-8fda-b69b6b5224ee,/adresse/stengaards-alle-208-1-2860-soeborg-01590810_208__1____,,Ejerlejlighed,Fri handel,26-04-2022,2.475.000,1,False
7a62ede2-732a-4a5a-93d1-97d71f780bc9,/adresse/kirkebjerg-parkvej-2a-3-tv-2600-glostrup-01610245__2a__3__tv,,Ejerlejlighed,"Kirkebjerg Parkvej 2A, 3. tv.2600 Glostrup",Familie handel,28-02-2025,1,False
7a62ede2-732a-4a5a-93d1-97d71f780bc9,/adresse/kirkebjerg-parkvej-2a-3-tv-2600-glostrup-01610245__2a__3__tv,,Ejerlejlighed,Fri handel,08-04-2020,3.045.000,1,False
b40afe22-c544-4f68-92ed-e381ed1fcc10,/adresse/roedovrevej-38-0-tv-2610-roedovre-01750705__38_st__tv,,Ejerlejlighed,"Rødovrevej 38, st. tv.2610 Rødovre",Familie handel,28-02-2025,1,False
b40afe22-c544-4f68-92ed-e381ed1fcc10,/adresse/roedovrevej-38-0-tv-2610-roedovre-01750705__38_st__tv,,Ejerlejlighed,Fri handel,22-03-2020,1.400.000,1,False
b40afe22-c544-4f68-92ed-e381ed1fcc10,/adresse/roedovrevej-38-0-tv-2610-roedovre-01750705__38_st__tv,,Ejerlejlighed,Familie handel,18-01-2015,920.000,1,False
a778bb24-5839-4b7a-b932-2c6854a1eb1d,/adresse/taastrup-hovedgade-105-2-2630-taastrup-01694250_105__2____,,Ejerlejlighed,"Taastrup Hovedgade 105, 2.2630 Taastrup",Andet,28-02-2025,1,False
a778bb24-5839-4b7a-b932-2c6854a1eb1d,/adresse/taastrup-hovedgade-105-2-2630-taastrup-01694250_105__2____,,Ejerlejlighed,Fri handel,19-11-2015,2.990.000,1,False
a778bb24-5839-4b7a-b932-2c6854a1eb1d,/adresse/taastrup-hovedgade-105-2-2630-taastrup-01694250_105__2____,,Ejerlejlighed,Familie handel,19-10-2004,328.750,1,False
9bf70abc-e382-4859-bcb6-8b343ca8c943,/adresse/sydvestvej-25-0-th-2600-glostrup-01610473__25_st__th,,Ejerlejlighed,"Sydvestvej 25, st. th.2600 Glostrup",Fri handel,28-02-2025,1,False
9bf70abc-e382-4859-bcb6-8b343ca8c943,/adresse/sydvestvej-25-0-th-2600-glostrup-01610473__25_st__th,,Ejerlejlighed,Fri handel,04-01-2017,3.150.000,1,False
d37ac1dc-369c-4a33-858b-23dcf96eea9f,/adresse/godtgemt-5-1-b-2880-bagsvaerd-01590218___5__1___b,,Ejerlejlighed,"Godtgemt 5, 1. b.2880 Bagsværd",Fri handel,28-02-2025,1,False
d37ac1dc-369c-4a33-858b-23dcf96eea9f,/adresse/godtgemt-5-1-b-2880-bagsvaerd-01590218___5__1___b,,Ejerlejlighed,Fri handel,27-11-2023,2.350.000,1,False
d37ac1dc-369c-4a33-858b-23dcf96eea9f,/adresse/godtgemt-5-1-b-2880-bagsvaerd-01590218___5__1___b,,Ejerlejlighed,Fri handel,11-09-2006,2.150.000,1,False
3a2b6c23-cab6-45a0-b0dc-7428930032e6,/adresse/pilegaardsvej-48-2-th-2860-soeborg-01590651__48__2__th,,Ejerlejlighed,"Pilegårdsvej 48, 2. th.2860 Søborg",Fri handel,28-02-2025,2,False
3a2b6c23-cab6-45a0-b0dc-7428930032e6,/adresse/pilegaardsvej-48-2-th-2860-soeborg-01590651__48__2__th,,Ejerlejlighed,Fri handel,09-07-2017,1.300.000,2,False
3a2b6c23-cab6-45a0-b0dc-7428930032e6,/adresse/pilegaardsvej-48-2-th-2860-soeborg-01590651__48__2__th,,Ejerlejlighed,Fri handel,10-11-2015,1.195.000,2,False
0e02d610-d696-40b4-85fa-cde7522e6b27,/adresse/kildebakken-42-1-tv-2860-soeborg-01590406__42__1__tv,,Ejerlejlighed,"Kildebakken 42, 1. tv.2860 Søborg",Fri handel,28-02-2025,2,False
0e02d610-d696-40b4-85fa-cde7522e6b27,/adresse/kildebakken-42-1-tv-2860-soeborg-01590406__42__1__tv,,Ejerlejlighed,Fri handel,16-08-2021,1.530.000,2,False
0e02d610-d696-40b4-85fa-cde7522e6b27,/adresse/kildebakken-42-1-tv-2860-soeborg-01590406__42__1__tv,,Ejerlejlighed,Fri handel,19-11-2017,1.395.000,2,False
b2af41a1-05c8-4e60-b8cb-1ee9860d3f1b,/adresse/vangedevej-226a-1-th-2870-dyssegaard-01570904226a__1__th,,Ejerlejlighed,"Vangedevej 226A, 1. th.2870 Dyssegård",Fri handel,28-02-2025,2,False
b2af41a1-05c8-4e60-b8cb-1ee9860d3f1b,/adresse/vangedevej-226a-1-th-2870-dyssegaard-01570904226a__1__th,,Ejerlejlighed,Fri handel,08-07-2002,931.488,2,False
b2af41a1-05c8-4e60-b8cb-1ee9860d3f1b,/adresse/vangedevej-226a-1-th-2870-dyssegaard-01570904226a__1__th,,Ejerlejlighed,Fri handel,02-11-1999,695.000,2,False
bf0ef376-d651-4117-967a-57f6742731dd,/adresse/topperne-15-0-3-2620-albertslund-01650532__15_st___3,,Ejerlejlighed,"Topperne 15, st. 3.2620 Albertslund",Fri handel,27-02-2025,2,False
bf0ef376-d651-4117-967a-57f6742731dd,/adresse/topperne-15-0-3-2620-albertslund-01650532__15_st___3,,Ejerlejlighed,Fri handel,31-10-1995,508.407,2,False
9e0f6344-4cc0-45ad-b818-55844d539206,/adresse/topperne-24-0-4-2620-albertslund-01650532__24_st___4,,Ejerlejlighed,"Topperne 24, st. 4.2620 Albertslund",Fri handel,27-02-2025,2,False
9e0f6344-4cc0-45ad-b818-55844d539206,/adresse/topperne-24-0-4-2620-albertslund-01650532__24_st___4,,Ejerlejlighed,Fri handel,06-04-2023,1.150.000,2,False
9e0f6344-4cc0-45ad-b818-55844d539206,/adresse/topperne-24-0-4-2620-albertslund-01650532__24_st___4,,Ejerlejlighed,Fri handel,05-08-2021,1.249.000,2,False
f13dd637-86aa-480a-8c2b-499ac6c35301,/adresse/topperne-15-2-22-2620-albertslund-01650532__15__2__22,,Ejerlejlighed,"Topperne 15, 2. 22.2620 Albertslund",Fri handel,26-02-2025,2,False
f13dd637-86aa-480a-8c2b-499ac6c35301,/adresse/topperne-15-2-22-2620-albertslund-01650532__15__2__22,,Ejerlejlighed,Fri handel,09-05-2019,1.295.000,2,False
f13dd637-86aa-480a-8c2b-499ac6c35301,/adresse/topperne-15-2-22-2620-albertslund-01650532__15__2__22,,Ejerlejlighed,Fri handel,29-07-2010,699.000,2,False
28e5fe54-ae8e-4caf-924e-3df3c810dfa2,/adresse/baune-alle-2-2-n-2800-kongens-lyngby-01730050___2__2___n,,Ejerlejlighed,"Baune Alle 2, 2. n.2800 Kongens Lyngby",Fri handel,26-02-2025,2,False
57737297-ed3b-458c-95f7-b58f30ab7bc5,/adresse/gammelgaards-alle-27-5-55-2665-vallensbaek-strand-01871704__27__5__55,,Ejerlejlighed,"Gammelgårds Alle 27, 5. 55.2665 Vallensbæk Strand",Fri handel,25-02-2025,2,False
57737297-ed3b-458c-95f7-b58f30ab7bc5,/adresse/gammelgaards-alle-27-5-55-2665-vallensbaek-strand-01871704__27__5__55,,Ejerlejlighed,Fri handel,25-04-2018,1.195.000,2,False
57737297-ed3b-458c-95f7-b58f30ab7bc5,/adresse/gammelgaards-alle-27-5-55-2665-vallensbaek-strand-01871704__27__5__55,,Ejerlejlighed,Fri handel,10-04-2001,551.050,2,False
98517297-92db-40e5-9fd5-c75906a08790,/adresse/gammelgaards-alle-27-4-44-2665-vallensbaek-strand-01871704__27__4__44,,Ejerlejlighed,"Gammelgårds Alle 27, 4. 44.2665 Vallensbæk Strand",Fri handel,24-02-2025,2,False
98517297-92db-40e5-9fd5-c75906a08790,/adresse/gammelgaards-alle-27-4-44-2665-vallensbaek-strand-01871704__27__4__44,,Ejerlejlighed,Fri handel,29-04-2016,1.465.000,2,False
98517297-92db-40e5-9fd5-c75906a08790,/adresse/gammelgaards-alle-27-4-44-2665-vallensbaek-strand-01871704__27__4__44,,Ejerlejlighed,Fri handel,26-09-2001,926.088,2,False
02334821-1f7e-4510-8df9-64ba976deaa3,/adresse/plantagevej-2a-0-tv-2800-kongens-lyngby-01730660__2a_st__tv,,Ejerlejlighed,"Plantagevej 2A, st. tv.2800 Kongens Lyngby",Fri handel,24-02-2025,2,False
02334821-1f7e-4510-8df9-64ba976deaa3,/adresse/plantagevej-2a-0-tv-2800-kongens-lyngby-01730660__2a_st__tv,,Ejerlejlighed,Fri handel,08-06-2022,1.150.000,2,False
02334821-1f7e-4510-8df9-64ba976deaa3,/adresse/plantagevej-2a-0-tv-2800-kongens-lyngby-01730660__2a_st__tv,,Ejerlejlighed,Fri handel,31-03-2019,1.660.000,2,False
8ce45eae-44d4-4874-8390-c50be665e2f4,/adresse/tinghoejvej-49b-2-mf-2860-soeborg-01590874_49b__2__mf,,Ejerlejlighed,"Tinghøjvej 49B, 2. mf.2860 Søborg",Fri handel,21-02-2025,2,False
8ce45eae-44d4-4874-8390-c50be665e2f4,/adresse/tinghoejvej-49b-2-mf-2860-soeborg-01590874_49b__2__mf,,Ejerlejlighed,Fri handel,17-04-2018,2.320.000,2,False
8ce45eae-44d4-4874-8390-c50be665e2f4,/adresse/tinghoejvej-49b-2-mf-2860-soeborg-01590874_49b__2__mf,,Ejerlejlighed,Fri handel,01-09-2015,1.850.000,2,False
4f26adf9-f5e2-423a-9a5e-b3c19c569147,/adresse/berings-gade-22-0-tv-2630-taastrup-01690370__22_st__tv,,Ejerlejlighed,"Berings Gade 22, st. tv.2630 Taastrup",Fri handel,21-02-2025,2,False
4f26adf9-f5e2-423a-9a5e-b3c19c569147,/adresse/berings-gade-22-0-tv-2630-taastrup-01690370__22_st__tv,,Ejerlejlighed,Fri handel,28-02-2006,1.850.000,2,False
25cfdbb8-6902-4b43-8f9a-97ea71c87200,/adresse/fuglegaardsvaenget-83-1-mf-2820-gentofte-01570262__83__1__mf,,Ejerlejlighed,"Fuglegårdsvænget 83, 1. mf.2820 Gentofte",Andet,21-02-2025,2,False
25cfdbb8-6902-4b43-8f9a-97ea71c87200,/adresse/fuglegaardsvaenget-83-1-mf-2820-gentofte-01570262__83__1__mf,,Ejerlejlighed,Fri handel,08-07-2016,1.330.000,2,False
25cfdbb8-6902-4b43-8f9a-97ea71c87200,/adresse/fuglegaardsvaenget-83-1-mf-2820-gentofte-01570262__83__1__mf,,Ejerlejlighed,Fri handel,28-01-2014,800.000,2,False
43243411-f970-4469-ad22-c4b43b01a6f9,/adresse/noergaardsvej-20-0-tv-2800-kongens-lyngby-01730626__20_st__tv,,Ejerlejlighed,"Nørgaardsvej 20, st. tv.2800 Kongens Lyngby",Fri handel,20-02-2025,2,False
43243411-f970-4469-ad22-c4b43b01a6f9,/adresse/noergaardsvej-20-0-tv-2800-kongens-lyngby-01730626__20_st__tv,,Ejerlejlighed,Fri handel,16-10-2018,1.910.000,2,False
43243411-f970-4469-ad22-c4b43b01a6f9,/adresse/noergaardsvej-20-0-tv-2800-kongens-lyngby-01730626__20_st__tv,,Ejerlejlighed,Fri handel,23-04-2017,1.650.000,2,False
2c377bc1-a100-4d25-8363-e6b1b36f28c8,/adresse/bagsvaerd-hovedgade-77-0-b-2880-bagsvaerd-01590039__77_st___b,,Ejerlejlighed,"Bagsværd Hovedgade 77, st. b.2880 Bagsværd",Fri handel,20-02-2025,2,False
2c377bc1-a100-4d25-8363-e6b1b36f28c8,/adresse/bagsvaerd-hovedgade-77-0-b-2880-bagsvaerd-01590039__77_st___b,,Ejerlejlighed,Fri handel,19-09-2019,1.200.000,2,False
2c377bc1-a100-4d25-8363-e6b1b36f28c8,/adresse/bagsvaerd-hovedgade-77-0-b-2880-bagsvaerd-01590039__77_st___b,,Ejerlejlighed,Fri handel,24-08-2016,830.000,2,False
0b95cd08-d3ea-4ed7-8348-4f9084cda10e,/adresse/herlev-hovedgade-105-1-mf-2730-herlev-01633003_105__1__mf,,Ejerlejlighed,"Herlev Hovedgade 105, 1. mf.2730 Herlev",Fri handel,20-02-2025,2,False
0b95cd08-d3ea-4ed7-8348-4f9084cda10e,/adresse/herlev-hovedgade-105-1-mf-2730-herlev-01633003_105__1__mf,,Ejerlejlighed,Fri handel,06-07-2020,1.300.000,2,False
0b95cd08-d3ea-4ed7-8348-4f9084cda10e,/adresse/herlev-hovedgade-105-1-mf-2730-herlev-01633003_105__1__mf,,Ejerlejlighed,Fri handel,24-03-2017,1.065.000,2,False
b22b44a4-f46a-4e6f-954e-5150d68f7679,/adresse/aldershvilevej-104-0-tv-2880-bagsvaerd-01590009_104_st__tv,,Ejerlejlighed,"Aldershvilevej 104, st. tv.2880 Bagsværd",Fri handel,20-02-2025,2,False
b22b44a4-f46a-4e6f-954e-5150d68f7679,/adresse/aldershvilevej-104-0-tv-2880-bagsvaerd-01590009_104_st__tv,,Ejerlejlighed,Fri handel,20-06-2018,1.160.000,2,False
b22b44a4-f46a-4e6f-954e-5150d68f7679,/adresse/aldershvilevej-104-0-tv-2880-bagsvaerd-01590009_104_st__tv,,Ejerlejlighed,Fri handel,13-11-2014,800.000,2,False
