Property_ID,Address,City,Floor,Floor_Count,Heating_Type,Last_Remodel_Year,Link,Living_Area,Postal_Code,Price,Property_Type,Roof_Type,Rooms,Scrape_Date,Source_Site,URL,Wall_Material,Weighted_Area
platanhaven-91-2600-glostrup-01650362__91_______,Platanhaven 91,Glostrup,N/A,1,Centralvarme med én fyringsenhed,1978,/adresse/platanhaven-91-2600-glostrup-01650362__91_______,202,2600,4770000,Villa,Tegl,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/platanhaven-91-2600-glostrup-01650362__91_______,Mursten,219.6
bagsvaerd-hovedgade-99-9-a-2880-bagsvaerd-01590039__99__9___a,"Bagsværd Hovedgade 99, 9. a.",Bagsværd,N/A,15,Fjernvarme/blokvarme,2014,/adresse/bagsvaerd-hovedgade-99-9-a-2880-bagsvaerd-01590039__99__9___a,50,2880,1316000,Ejerlejlighed,Tagpap med stor hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/bagsvaerd-hovedgade-99-9-a-2880-bagsvaerd-01590039__99__9___a,Betonelementer,Ikke oplyst
roennevangshusene-57-2-tv-2630-taastrup-01696605__57__2__tv,"Rønnevangshusene 57, 2. tv.",Taastrup,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roennevangshusene-57-2-tv-2630-taastrup-01696605__57__2__tv,96,2630,2362000,Ejerlejlighed,Betontagsten,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/roennevangshusene-57-2-tv-2630-taastrup-01696605__57__2__tv,Mursten,Ikke oplyst
exnersvej-48-2930-klampenborg-01570221__48_______,Exnersvej 48,Klampenborg,N/A,2,Centralvarme med én fyringsenhed,1935,/adresse/exnersvej-48-2930-klampenborg-01570221__48_______,288,2930,26953000,Villa,Tegl,9,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/exnersvej-48-2930-klampenborg-01570221__48_______,Mursten,347.2
taastrup-have-5-0-tv-2630-taastrup-01698960___5_st__tv,"Taastrup Have 5, st. tv.",Taastrup,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/taastrup-have-5-0-tv-2630-taastrup-01698960___5_st__tv,57,2630,1558000,Ejerlejlighed,Fibercement herunder asbest,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-5-0-tv-2630-taastrup-01698960___5_st__tv,Mursten,Ikke oplyst
ulrikkenborg-alle-39-2-mf-2800-kongens-lyngby-01730831__39__2__mf,"Ulrikkenborg Alle 39, 2. mf.",Kongens Lyngby,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/ulrikkenborg-alle-39-2-mf-2800-kongens-lyngby-01730831__39__2__mf,45,2800,1826000,Ejerlejlighed,Tagpap med stor hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/ulrikkenborg-alle-39-2-mf-2800-kongens-lyngby-01730831__39__2__mf,Mursten,Ikke oplyst
vibeholms-vaenge-9-2635-ishoej-01830878___9_______,Vibeholms Vænge 9,Ishøj,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/vibeholms-vaenge-9-2635-ishoej-01830878___9_______,177,2635,4110000,Villa,Fibercement herunder asbest,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vibeholms-vaenge-9-2635-ishoej-01830878___9_______,Mursten,179
topperne-3-2-24-2620-albertslund-01650532___3__2__24,"Topperne 3, 2. 24.",Albertslund,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/topperne-3-2-24-2620-albertslund-01650532___3__2__24,49,2620,1219000,Ejerlejlighed,Fibercement herunder asbest,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/topperne-3-2-24-2620-albertslund-01650532___3__2__24,Betonelementer,Ikke oplyst
elverhoejen-1e-1-tv-2730-herlev-01631477__1e__1__tv,"Elverhøjen 1E, 1. tv.",Herlev,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/elverhoejen-1e-1-tv-2730-herlev-01631477__1e__1__tv,56,2730,1866000,Ejerlejlighed,Tegl,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/elverhoejen-1e-1-tv-2730-herlev-01631477__1e__1__tv,Mursten,Ikke oplyst
vejlegaardsparken-50-0-4-2665-vallensbaek-strand-01879267__50_st___4,"Vejlegårdsparken 50, st. 4.",Vallensbæk Strand,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-50-0-4-2665-vallensbaek-strand-01879267__50_st___4,47,2665,1137000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-50-0-4-2665-vallensbaek-strand-01879267__50_st___4,Betonelementer,Ikke oplyst
tukshoejen-61-2730-herlev-01638617__61_______,Tukshøjen 61,Herlev,N/A,1,Centralvarme med to fyringsenheder,Ikke oplyst,/adresse/tukshoejen-61-2730-herlev-01638617__61_______,143,2730,3975000,Villa,Andet materiale,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/tukshoejen-61-2730-herlev-01638617__61_______,Mursten,179.9
riggervej-15-2660-broendby-strand-01530536__15_______,Riggervej 15,Brøndby Strand,N/A,1,Centralvarme med én fyringsenhed,2004,/adresse/riggervej-15-2660-broendby-strand-01530536__15_______,132,2660,3851000,Villa,Fibercement herunder asbest,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/riggervej-15-2660-broendby-strand-01530536__15_______,Letbetonsten,149.25
aldershvilevej-123-0-th-2880-bagsvaerd-01590009_123_st__th,"Aldershvilevej 123, st. th.",Bagsværd,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/aldershvilevej-123-0-th-2880-bagsvaerd-01590009_123_st__th,37,2880,1313000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/aldershvilevej-123-0-th-2880-bagsvaerd-01590009_123_st__th,Mursten,Ikke oplyst
medelbyvej-60-2610-roedovre-01750555__60_______,Medelbyvej 60,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1985,/adresse/medelbyvej-60-2610-roedovre-01750555__60_______,202,2610,6884000,Villa,Fibercement herunder asbest,6,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/medelbyvej-60-2610-roedovre-01750555__60_______,Mursten,202.1
randvolden-11-2730-herlev-01636330__11_______,Randvolden 11,Herlev,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/randvolden-11-2730-herlev-01636330__11_______,153,2730,5509000,Villa,Betontagsten,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/randvolden-11-2730-herlev-01636330__11_______,Mursten,156.45
skjeberg-alle-33-0-tv-2630-taastrup-01696800__33_st__tv,"Skjeberg Alle 33, st. tv.",Taastrup,N/A,7,Fjernvarme/blokvarme,Ikke oplyst,/adresse/skjeberg-alle-33-0-tv-2630-taastrup-01696800__33_st__tv,75,2630,2081000,Ejerlejlighed,Metal,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/skjeberg-alle-33-0-tv-2630-taastrup-01696800__33_st__tv,Mursten,Ikke oplyst
mosebyvej-48-0-2730-herlev-01635859__48_st____,"Mosebyvej 48, st.",Herlev,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/mosebyvej-48-0-2730-herlev-01635859__48_st____,175,2730,7646000,Villa,Betontagsten,6,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/mosebyvej-48-0-2730-herlev-01635859__48_st____,Mursten,175
roedovrevej-321-1-th-2610-roedovre-01750705_321__1__th,"Rødovrevej 321, 1. th.",Rødovre,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roedovrevej-321-1-th-2610-roedovre-01750705_321__1__th,83,2610,2845000,Ejerlejlighed,Fibercement uden asbest,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/roedovrevej-321-1-th-2610-roedovre-01750705_321__1__th,Mursten,Ikke oplyst
vibeholms-alle-14-2605-broendby-01530791__14_______,Vibeholms Allé 14,Brøndby,N/A,1,Varmepumpe,Ikke oplyst,/adresse/vibeholms-alle-14-2605-broendby-01530791__14_______,152,2605,3706000,Villa,Tegl,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vibeholms-alle-14-2605-broendby-01530791__14_______,Mursten,182.8
leen-b-1-0-4-2630-taastrup-01694316___1_st___4,"Leen B 1, st. 4.",Taastrup,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/leen-b-1-0-4-2630-taastrup-01694316___1_st___4,36,2630,813000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/leen-b-1-0-4-2630-taastrup-01694316___1_st___4,Betonelementer,Ikke oplyst
tvaervej-14a-2640-hedehusene-01698878_14a_______,Tværvej 14A,Hedehusene,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/tvaervej-14a-2640-hedehusene-01698878_14a_______,100,2640,4598000,Rækkehus,Tegl,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/tvaervej-14a-2640-hedehusene-01698878_14a_______,Mursten,204.35
roedovrevej-311-1-mf-2610-roedovre-01750705_311__1__mf,"Rødovrevej 311, 1. mf.",Rødovre,N/A,3,Fjernvarme/blokvarme,2001,/adresse/roedovrevej-311-1-mf-2610-roedovre-01750705_311__1__mf,45,2610,1364000,Ejerlejlighed,Fibercement uden asbest,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/roedovrevej-311-1-mf-2610-roedovre-01750705_311__1__mf,Mursten,Ikke oplyst
vejlegaardsparken-2-3-37-2665-vallensbaek-strand-01879267___2__3__37,"Vejlegårdsparken 2, 3. 37.",Vallensbæk Strand,N/A,6,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-2-3-37-2665-vallensbaek-strand-01879267___2__3__37,49,2665,1293000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-2-3-37-2665-vallensbaek-strand-01879267___2__3__37,Betonelementer,Ikke oplyst
kanaltorvet-8-3-33-2620-albertslund-01650257___8__3__33,"Kanaltorvet 8, 3. 33.",Albertslund,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/kanaltorvet-8-3-33-2620-albertslund-01650257___8__3__33,59,2620,1343000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/kanaltorvet-8-3-33-2620-albertslund-01650257___8__3__33,Betonelementer,Ikke oplyst
hvidovrevej-180-1-102-2650-hvidovre-01674032_180__1_102,"Hvidovrevej 180, 1. 102.",Hvidovre,N/A,3,Fjernvarme/blokvarme,2007,/adresse/hvidovrevej-180-1-102-2650-hvidovre-01674032_180__1_102,47,2650,1847000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hvidovrevej-180-1-102-2650-hvidovre-01674032_180__1_102,Mursten,Ikke oplyst
moelleaaparken-57-1-b-2800-kongens-lyngby-01730601__57__1___b,"Mølleåparken 57, 1. b.",Kongens Lyngby,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/moelleaaparken-57-1-b-2800-kongens-lyngby-01730601__57__1___b,61,2800,2327000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/moelleaaparken-57-1-b-2800-kongens-lyngby-01730601__57__1___b,Betonelementer,Ikke oplyst
brannersvej-25-1-59-2920-charlottenlund-01570078__25__1__59,"Brannersvej 25, 1. 59.",Charlottenlund,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/brannersvej-25-1-59-2920-charlottenlund-01570078__25__1__59,54,2920,2659000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/brannersvej-25-1-59-2920-charlottenlund-01570078__25__1__59,Betonelementer,Ikke oplyst
multebaervaenget-15-2650-hvidovre-01675764__15_______,Multebærvænget 15,Hvidovre,N/A,1,Varmepumpe,1973,/adresse/multebaervaenget-15-2650-hvidovre-01675764__15_______,109,2650,3393000,Rækkehus,Fibercement uden asbest,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/multebaervaenget-15-2650-hvidovre-01675764__15_______,Letbetonsten,115.15
vejlebrovej-86-2-2-2635-ishoej-01830850__86__2___2,"Vejlebrovej 86, 2. 2.",Ishøj,N/A,5,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-86-2-2-2635-ishoej-01830850__86__2___2,35,2635,904000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-86-2-2-2635-ishoej-01830850__86__2___2,Betonelementer,Ikke oplyst
gammel-klausdalsbrovej-565-2730-herlev-01632030_565_______,Gammel Klausdalsbrovej 565,Herlev,N/A,1,Elvarme,Ikke oplyst,/adresse/gammel-klausdalsbrovej-565-2730-herlev-01632030_565_______,186,2730,7244000,Villa,Betontagsten,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/gammel-klausdalsbrovej-565-2730-herlev-01632030_565_______,Træ,195.4
horsbred-123-2625-vallensbaek-01872449_123_______,Horsbred 123,Vallensbæk,N/A,1,Fjernvarme/blokvarme,1983,/adresse/horsbred-123-2625-vallensbaek-01872449_123_______,147,2625,3745000,Rækkehus,Fibercement herunder asbest,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/horsbred-123-2625-vallensbaek-01872449_123_______,Betonelementer,148.3
bovang-18-2660-broendby-strand-01530036__18_______,Bovang 18,Brøndby Strand,N/A,1,Centralvarme med én fyringsenhed,1989,/adresse/bovang-18-2660-broendby-strand-01530036__18_______,143,2660,4294000,Villa,Betontagsten,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/bovang-18-2660-broendby-strand-01530036__18_______,Betonelementer,152.9
h-p-olsens-vaenge-32-2630-taastrup-01692950__32_______,H P Olsens Vænge 32,Taastrup,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/h-p-olsens-vaenge-32-2630-taastrup-01692950__32_______,80,2630,2629000,Rækkehus,Fibercement herunder asbest,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/h-p-olsens-vaenge-32-2630-taastrup-01692950__32_______,Mursten,82.8
augustvej-2-2860-soeborg-01590033___2_______,Augustvej 2,Søborg,N/A,1,Centralvarme med én fyringsenhed,1976,/adresse/augustvej-2-2860-soeborg-01590033___2_______,160,2860,5636000,Villa,Metal,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/augustvej-2-2860-soeborg-01590033___2_______,Mursten,171.75
loenborgvej-1-2650-hvidovre-01675555___1_______,Lønborgvej 1,Hvidovre,N/A,1,Centralvarme med én fyringsenhed,2018,/adresse/loenborgvej-1-2650-hvidovre-01675555___1_______,113,2650,4632000,Villa,Fibercement herunder asbest,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/loenborgvej-1-2650-hvidovre-01675555___1_______,Mursten,116
gammel-koege-landevej-266-1-d-2650-hvidovre-01672807_266__1___d,"Gammel Køge Landevej 266, 1. d.",Hvidovre,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/gammel-koege-landevej-266-1-d-2650-hvidovre-01672807_266__1___d,52,2650,1796000,Ejerlejlighed,Fibercement herunder asbest,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/gammel-koege-landevej-266-1-d-2650-hvidovre-01672807_266__1___d,Mursten,Ikke oplyst
lindebo-21-1-126-2630-taastrup-01694470__21__1_126,"Lindebo 21, 1. 126.",Taastrup,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/lindebo-21-1-126-2630-taastrup-01694470__21__1_126,42,2630,1080000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/lindebo-21-1-126-2630-taastrup-01694470__21__1_126,Mursten,Ikke oplyst
malervangen-14-2600-glostrup-01610001__14_______,Malervangen 14,Glostrup,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/malervangen-14-2600-glostrup-01610001__14_______,117,2600,3702000,Villa,Tegl,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/malervangen-14-2600-glostrup-01610001__14_______,Mursten,143.3
gammelgaards-alle-7-4-43-2665-vallensbaek-strand-01871704___7__4__43,"Gammelgårds Alle 7, 4. 43.",Vallensbæk Strand,N/A,6,Fjernvarme/blokvarme,Ikke oplyst,/adresse/gammelgaards-alle-7-4-43-2665-vallensbaek-strand-01871704___7__4__43,49,2665,1400000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/gammelgaards-alle-7-4-43-2665-vallensbaek-strand-01871704___7__4__43,Betonelementer,Ikke oplyst
mosehusvej-4-2610-roedovre-01750580___4_______,Mosehusvej 4,Rødovre,N/A,1,Varmepumpe,Ikke oplyst,/adresse/mosehusvej-4-2610-roedovre-01750580___4_______,148,2610,4840000,Villa,Tagpap med lille hældning,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/mosehusvej-4-2610-roedovre-01750580___4_______,Mursten,153.75
margrethevej-33-1-2900-hellerup-01570547__33__1____,"Margrethevej 33, 1.",Hellerup,N/A,2,Fjernvarme/blokvarme,1992,/adresse/margrethevej-33-1-2900-hellerup-01570547__33__1____,169,2900,20834000,Villalejlighed,Fibercement herunder asbest,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/margrethevej-33-1-2900-hellerup-01570547__33__1____,Mursten,Ikke oplyst
margrethevej-33-0-2900-hellerup-01570547__33_st____,"Margrethevej 33, st.",Hellerup,N/A,2,Fjernvarme/blokvarme,1992,/adresse/margrethevej-33-0-2900-hellerup-01570547__33_st____,169,2900,20834000,Villalejlighed,Fibercement herunder asbest,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/margrethevej-33-0-2900-hellerup-01570547__33_st____,Mursten,Ikke oplyst
h-c-bojsensvej-15-2650-hvidovre-01673315__15_______,H C Bojsensvej 15,Hvidovre,N/A,1,Centralvarme med én fyringsenhed,2023,/adresse/h-c-bojsensvej-15-2650-hvidovre-01673315__15_______,180,2650,5887000,Villa,Fibercement herunder asbest,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/h-c-bojsensvej-15-2650-hvidovre-01673315__15_______,Mursten,220.65
hortensiavej-9-0-2600-glostrup-01610208___9_st____,"Hortensiavej 9, st.",Glostrup,N/A,2,Centralvarme med én fyringsenhed,2007,/adresse/hortensiavej-9-0-2600-glostrup-01610208___9_st____,75,2600,2439000,Ejerlejlighed,Tegl,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hortensiavej-9-0-2600-glostrup-01610208___9_st____,Mursten,Ikke oplyst
vildtbaneparken-75-2635-ishoej-01830889__75_______,Vildtbaneparken 75,Ishøj,N/A,2,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/vildtbaneparken-75-2635-ishoej-01830889__75_______,134,2635,2802000,Rækkehus,Tagpap med lille hældning,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vildtbaneparken-75-2635-ishoej-01830889__75_______,Mursten,139
porsager-35-2620-albertslund-01650365__35_______,Porsager 35,Albertslund,N/A,1,Fjernvarme/blokvarme,2019,/adresse/porsager-35-2620-albertslund-01650365__35_______,110,2620,3528000,Villa,Fibercement herunder asbest,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/porsager-35-2620-albertslund-01650365__35_______,Mursten,124.1
strandvangen-3-2650-hvidovre-01678154___3_______,Strandvangen 3,Hvidovre,N/A,1,Centralvarme med én fyringsenhed,2013,/adresse/strandvangen-3-2650-hvidovre-01678154___3_______,208,2650,5851000,Villa,Betontagsten,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/strandvangen-3-2650-hvidovre-01678154___3_______,Mursten,210
kaerbyvej-137-2610-roedovre-01750485_137_______,Kærbyvej 137,Rødovre,N/A,1,Varmepumpe,1968,/adresse/kaerbyvej-137-2610-roedovre-01750485_137_______,215,2610,5461000,Villa,Tegl,7,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/kaerbyvej-137-2610-roedovre-01750485_137_______,Mursten,214.25
vejlegaardsparken-12-1-16-2665-vallensbaek-strand-01879267__12__1__16,"Vejlegårdsparken 12, 1. 16.",Vallensbæk Strand,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-12-1-16-2665-vallensbaek-strand-01879267__12__1__16,47,2665,1261000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-12-1-16-2665-vallensbaek-strand-01879267__12__1__16,Betonelementer,Ikke oplyst
jaegersborg-alle-137c-1-2820-gentofte-01570423137c__1____,"Jægersborg Alle 137C, 1.",Gentofte,N/A,2,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/jaegersborg-alle-137c-1-2820-gentofte-01570423137c__1____,168,2820,10266000,Ejerlejlighed,Tegl,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/jaegersborg-alle-137c-1-2820-gentofte-01570423137c__1____,Mursten,Ikke oplyst
bagsvaerd-hovedgade-99-2-j-2880-bagsvaerd-01590039__99__2___j,"Bagsværd Hovedgade 99, 2. j.",Bagsværd,N/A,15,Fjernvarme/blokvarme,2014,/adresse/bagsvaerd-hovedgade-99-2-j-2880-bagsvaerd-01590039__99__2___j,48,2880,1151000,Ejerlejlighed,Tagpap med stor hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/bagsvaerd-hovedgade-99-2-j-2880-bagsvaerd-01590039__99__2___j,Betonelementer,Ikke oplyst
snogegaardsvej-8k-1-tv-2820-gentofte-01570761__8k__1__tv,"Snogegårdsvej 8K, 1. tv.",Gentofte,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/snogegaardsvej-8k-1-tv-2820-gentofte-01570761__8k__1__tv,61,2820,2311000,Ejerlejlighed,Tagpap med stor hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/snogegaardsvej-8k-1-tv-2820-gentofte-01570761__8k__1__tv,Mursten,Ikke oplyst
brogaardsvej-69-0-tv-2820-gentofte-01570087__69_st__tv,"Brogårdsvej 69, st. tv.",Gentofte,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/brogaardsvej-69-0-tv-2820-gentofte-01570087__69_st__tv,71,2820,2832000,Ejerlejlighed,Tegl,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/brogaardsvej-69-0-tv-2820-gentofte-01570087__69_st__tv,Mursten,Ikke oplyst
vejlebrovej-124-3-mf-2635-ishoej-01830850_124__3__mf,"Vejlebrovej 124, 3. mf.",Ishøj,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-124-3-mf-2635-ishoej-01830850_124__3__mf,35,2635,920000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-124-3-mf-2635-ishoej-01830850_124__3__mf,Betonelementer,Ikke oplyst
vejlegaardsparken-2-4-43-2665-vallensbaek-strand-01879267___2__4__43,"Vejlegårdsparken 2, 4. 43.",Vallensbæk Strand,N/A,6,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-2-4-43-2665-vallensbaek-strand-01879267___2__4__43,49,2665,1320000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-2-4-43-2665-vallensbaek-strand-01879267___2__4__43,Betonelementer,Ikke oplyst
eremitageparken-201-2-c-2800-kongens-lyngby-01730209_201__2___c,"Eremitageparken 201, 2. c.",Kongens Lyngby,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/eremitageparken-201-2-c-2800-kongens-lyngby-01730209_201__2___c,62,2800,2159000,Ejerlejlighed,Tagpap med stor hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/eremitageparken-201-2-c-2800-kongens-lyngby-01730209_201__2___c,Betonelementer,Ikke oplyst
lyngbyvej-343d-0-mf-2820-gentofte-01570527343d_st__mf,"Lyngbyvej 343D, st. mf.",Gentofte,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/lyngbyvej-343d-0-mf-2820-gentofte-01570527343d_st__mf,41,2820,1481000,Ejerlejlighed,Tegl,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/lyngbyvej-343d-0-mf-2820-gentofte-01570527343d_st__mf,Mursten,Ikke oplyst
lystoftevej-18a-1-th-2800-kongens-lyngby-01730550_18a__1__th,"Lystoftevej 18A, 1. th.",Kongens Lyngby,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/lystoftevej-18a-1-th-2800-kongens-lyngby-01730550_18a__1__th,70,2800,2587000,Ejerlejlighed,Tegl,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/lystoftevej-18a-1-th-2800-kongens-lyngby-01730550_18a__1__th,Mursten,Ikke oplyst
