Property ID,Address,Postal_Code,Property_Type,Sale Type,Sale Date,Price,Sale Index,Total Sales
lundtoftevej-293-0-tv-2800-kongens-lyngby-01730527_293_st__tv,"Lundtoftevej 293, st. tv.",2800,Ejerlejlighed,Fri handel,13-12-2006,2800000.0,2,2
saksen-d-2-0-1-2630-taastrup-01696642___2_st___1,"Saksen D 2, st. 1.",2630,Ejerlejlighed,Tvangsauktion,21-02-2017,1316296.0,1,3
saksen-d-2-0-1-2630-taastrup-01696642___2_st___1,"Saksen D 2, st. 1.",2630,Ejerlejlighed,Fri handel,13-07-1992,480000.0,2,3
saksen-d-2-0-1-2630-taastrup-01696642___2_st___1,"Saksen D 2, st. 1.",2630,Ejerlejlighed,Fri handel,18-02-1992,480000.0,3,3
smedevaenget-28-2640-hedehusene-01697065__28_______,Smedevænget 28,2640,Villa,Tvangsauktion,18-01-2017,2631275.0,1,3
smedevaenget-28-2640-hedehusene-01697065__28_______,Smedevænget 28,2640,Villa,Fri handel,12-10-1995,157000.0,2,3
smedevaenget-28-2640-hedehusene-01697065__28_______,Smedevænget 28,2640,Villa,Fri handel,29-09-1995,1584300.0,3,3
ordrupvej-37a-1-th-2920-charlottenlund-01570622_37a__1__th,"Ordrupvej 37A, 1. th.",2920,Ejerlejlighed,Tvangsauktion,18-01-2017,1234835.0,1,2
ordrupvej-37a-1-th-2920-charlottenlund-01570622_37a__1__th,"Ordrupvej 37A, 1. th.",2920,Ejerlejlighed,Fri handel,29-01-2007,1550000.0,2,2
vangede-bygade-103-0-tv-2820-gentofte-01570903_103_st__tv,"Vangede Bygade 103, st. tv.",2820,Ejerlejlighed,Tvangsauktion,04-01-2017,1131800.0,1,3
vangede-bygade-103-0-tv-2820-gentofte-01570903_103_st__tv,"Vangede Bygade 103, st. tv.",2820,Ejerlejlighed,Fri handel,25-02-2007,1200000.0,2,3
vangede-bygade-103-0-tv-2820-gentofte-01570903_103_st__tv,"Vangede Bygade 103, st. tv.",2820,Ejerlejlighed,Fri handel,25-04-1994,398000.0,3,3
moerkager-53-2620-albertslund-01650329__53_______,Mørkager 53,2620,Villa,Tvangsauktion,03-01-2017,3450000.0,1,2
moerkager-53-2620-albertslund-01650329__53_______,Mørkager 53,2620,Villa,Fri handel,11-08-2006,3295000.0,2,2
fyrmestervej-16-2660-broendby-strand-01530168__16_______,Fyrmestervej 16,2660,Villa,Tvangsauktion,25-10-2016,2134000.0,1,2
fyrmestervej-16-2660-broendby-strand-01530168__16_______,Fyrmestervej 16,2660,Villa,Fri handel,27-11-1996,885000.0,2,2
baekgaardsvej-6-2640-hedehusene-01690974___6_______,Bækgårdsvej 6,2640,Villa,Tvangsauktion,15-10-2016,1100000.0,1,2
baekgaardsvej-6-2640-hedehusene-01690974___6_______,Bækgårdsvej 6,2640,Villa,Familie handel,18-12-2006,1041250.0,2,2
stengaards-alle-6-0-1-2800-kongens-lyngby-01730776___6_st___1,"Stengårds Alle 6, st. 1.",2800,Ejerlejlighed,Tvangsauktion,30-09-2016,699310.0,1,3
stengaards-alle-6-0-1-2800-kongens-lyngby-01730776___6_st___1,"Stengårds Alle 6, st. 1.",2800,Ejerlejlighed,Fri handel,02-11-1994,291000.0,2,3
stengaards-alle-6-0-1-2800-kongens-lyngby-01730776___6_st___1,"Stengårds Alle 6, st. 1.",2800,Ejerlejlighed,Fri handel,27-01-1992,245000.0,3,3
hollandsvej-21-1-tv-2800-kongens-lyngby-01730344__21__1__tv,"Hollandsvej 21, 1. tv.",2800,Ejerlejlighed,Tvangsauktion,06-07-2016,1186385.0,1,3
hollandsvej-21-1-tv-2800-kongens-lyngby-01730344__21__1__tv,"Hollandsvej 21, 1. tv.",2800,Ejerlejlighed,Fri handel,05-06-2007,1600000.0,2,3
hollandsvej-21-1-tv-2800-kongens-lyngby-01730344__21__1__tv,"Hollandsvej 21, 1. tv.",2800,Ejerlejlighed,Fri handel,23-03-2000,689931.0,3,3
i.h.mundts-vej-24-2830-virum-01730375__24_______,I.H.Mundts Vej 24,2830,Villa,Tvangsauktion,15-06-2016,5500000.0,1,3
i.h.mundts-vej-24-2830-virum-01730375__24_______,I.H.Mundts Vej 24,2830,Villa,Tvangsauktion,15-06-2016,5500000.0,2,3
i.h.mundts-vej-24-2830-virum-01730375__24_______,I.H.Mundts Vej 24,2830,Villa,Fri handel,08-02-2001,5500000.0,3,3
ellebaekvej-68-0-tv-2820-gentofte-01570177__68_st__tv,"Ellebækvej 68, st. tv.",2820,Ejerlejlighed,Tvangsauktion,18-05-2016,1245000.0,1,3
ellebaekvej-68-0-tv-2820-gentofte-01570177__68_st__tv,"Ellebækvej 68, st. tv.",2820,Ejerlejlighed,Fri handel,29-06-2012,795000.0,2,3
ellebaekvej-68-0-tv-2820-gentofte-01570177__68_st__tv,"Ellebækvej 68, st. tv.",2820,Ejerlejlighed,Fri handel,30-03-2009,795000.0,3,3
vejledalen-362-2635-ishoej-01830854_362_______,Vejledalen 362,2635,Rækkehus,Tvangsauktion,10-05-2016,1695000.0,1,3
vejledalen-362-2635-ishoej-01830854_362_______,Vejledalen 362,2635,Rækkehus,Fri handel,18-12-1994,405000.0,2,3
vejledalen-362-2635-ishoej-01830854_362_______,Vejledalen 362,2635,Rækkehus,Tvangsauktion,29-03-1993,195000.0,3,3
leen-a-3-3-1-2630-taastrup-01694314___3__3___1,"Leen A 3, 3. 1.",2630,Ejerlejlighed,Tvangsauktion,11-04-2016,550000.0,1,2
leen-a-3-3-1-2630-taastrup-01694314___3__3___1,"Leen A 3, 3. 1.",2630,Ejerlejlighed,Fri handel,15-07-2005,600000.0,2,2
ordrupvej-75a-1-th-2920-charlottenlund-01570622_75a__1__th,"Ordrupvej 75A, 1. th.",2920,Ejerlejlighed,Tvangsauktion,06-04-2016,975000.0,1,3
ordrupvej-75a-1-th-2920-charlottenlund-01570622_75a__1__th,"Ordrupvej 75A, 1. th.",2920,Ejerlejlighed,Fri handel,20-12-2005,1995000.0,2,3
ordrupvej-75a-1-th-2920-charlottenlund-01570622_75a__1__th,"Ordrupvej 75A, 1. th.",2920,Ejerlejlighed,Fri handel,22-10-2003,1235000.0,3,3
lille-strandvej-5-2900-hellerup-01570510___5_______,Lille Strandvej 5,2900,Villa,Tvangsauktion,09-03-2016,6000000.0,1,3
lille-strandvej-5-2900-hellerup-01570510___5_______,Lille Strandvej 5,2900,Villa,Fri handel,09-09-2008,3500000.0,2,3
lille-strandvej-5-2900-hellerup-01570510___5_______,Lille Strandvej 5,2900,Villa,Fri handel,26-03-2007,6000000.0,3,3
roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,"Rødovre Parkvej 229, 1.",2610,Ejerlejlighed,Tvangsauktion,22-02-2016,1173000.0,1,3
roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,"Rødovre Parkvej 229, 1.",2610,Ejerlejlighed,Fri handel,13-03-2002,861551.0,2,3
roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,"Rødovre Parkvej 229, 1.",2610,Ejerlejlighed,Tvangsauktion,15-09-1998,362000.0,3,3
leen-b-2-3-1-2630-taastrup-01694316___2__3___1,"Leen B 2, 3. 1.",2630,Ejerlejlighed,Tvangsauktion,09-02-2016,534700.0,1,3
leen-b-2-3-1-2630-taastrup-01694316___2__3___1,"Leen B 2, 3. 1.",2630,Ejerlejlighed,Fri handel,15-08-2005,695000.0,2,3
leen-b-2-3-1-2630-taastrup-01694316___2__3___1,"Leen B 2, 3. 1.",2630,Ejerlejlighed,Fri handel,31-03-2003,668814.0,3,3
skelvej-10-2640-hedehusene-01696794__10_______,Skelvej 10,2640,Villa,Tvangsauktion,16-12-2015,1240000.0,1,3
skelvej-10-2640-hedehusene-01696794__10_______,Skelvej 10,2640,Villa,Fri handel,10-08-1999,1308000.0,2,3
skelvej-10-2640-hedehusene-01696794__10_______,Skelvej 10,2640,Villa,Fri handel,04-03-1998,1068000.0,3,3
gammel-koege-landevej-220b-1-th-2650-hvidovre-01672807220b__1__th,"Gammel Køge Landevej 220B, 1. th.",2650,Ejerlejlighed,Tvangsauktion,15-12-2015,910000.0,1,2
gammel-koege-landevej-220b-1-th-2650-hvidovre-01672807220b__1__th,"Gammel Køge Landevej 220B, 1. th.",2650,Ejerlejlighed,Fri handel,09-10-1995,260000.0,2,2
kratager-5-2620-albertslund-01650283___5_______,Kratager 5,2620,Villa,Tvangsauktion,25-11-2015,2241000.0,1,3
kratager-5-2620-albertslund-01650283___5_______,Kratager 5,2620,Villa,Fri handel,04-10-2010,2495000.0,2,3
kratager-5-2620-albertslund-01650283___5_______,Kratager 5,2620,Villa,Fri handel,17-03-2004,1680000.0,3,3
sofielundsvej-19-2600-glostrup-01610427__19_______,Sofielundsvej 19,2600,Villa,Tvangsauktion,25-11-2015,3700000.0,1,2
sofielundsvej-19-2600-glostrup-01610427__19_______,Sofielundsvej 19,2600,Villa,Fri handel,26-06-2004,2000000.0,2,2
bygaden-44-2605-broendby-01530096__44_______,Bygaden 44,2605,Villa,Tvangsauktion,23-11-2015,1518900.0,1,3
bygaden-44-2605-broendby-01530096__44_______,Bygaden 44,2605,Villa,Fri handel,12-02-2007,2645000.0,2,3
bygaden-44-2605-broendby-01530096__44_______,Bygaden 44,2605,Villa,Fri handel,12-01-2004,1570000.0,3,3
vejlebrovej-70-3-3-2635-ishoej-01830850__70__3___3,"Vejlebrovej 70, 3. 3.",2635,Ejerlejlighed,Tvangsauktion,16-11-2015,463500.0,1,3
vejlebrovej-70-3-3-2635-ishoej-01830850__70__3___3,"Vejlebrovej 70, 3. 3.",2635,Ejerlejlighed,Fri handel,23-10-2006,1042000.0,2,3
vejlebrovej-70-3-3-2635-ishoej-01830850__70__3___3,"Vejlebrovej 70, 3. 3.",2635,Ejerlejlighed,Fri handel,26-09-2006,760000.0,3,3
ibstrupvej-7a-2820-gentofte-01570395__7a_______,Ibstrupvej 7A,2820,Villa,Tvangsauktion,04-11-2015,6425000.0,1,3
ibstrupvej-7a-2820-gentofte-01570395__7a_______,Ibstrupvej 7A,2820,Villa,Fri handel,25-05-2000,2375000.0,2,3
ibstrupvej-7a-2820-gentofte-01570395__7a_______,Ibstrupvej 7A,2820,Villa,Fri handel,02-10-1995,1604000.0,3,3
strandloebervej-10-2650-hvidovre-01678035__10_______,Strandløbervej 10,2650,Villa,Tvangsauktion,03-11-2015,2600000.0,1,3
strandloebervej-10-2650-hvidovre-01678035__10_______,Strandløbervej 10,2650,Villa,Fri handel,26-03-1997,1040000.0,2,3
strandloebervej-10-2650-hvidovre-01678035__10_______,Strandløbervej 10,2650,Villa,Fri handel,27-07-1996,712300.0,3,3
broager-4-2600-glostrup-01610603___4_______,Broager 4,2600,Villa,Tvangsauktion,02-11-2015,3575000.0,1,2
broager-4-2600-glostrup-01610603___4_______,Broager 4,2600,Villa,Fri handel,01-07-2001,1921115.0,2,2
hyldager-8-2640-hedehusene-01693140___8_______,Hyldager 8,2640,Villa,Tvangsauktion,14-09-2015,1200000.0,1,1
vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,"Vejlebrovej 85, 2. 146.",2635,Ejerlejlighed,Tvangsauktion,10-08-2015,835000.0,1,3
vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,"Vejlebrovej 85, 2. 146.",2635,Ejerlejlighed,Fri handel,05-10-2006,1517743.0,2,3
vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,"Vejlebrovej 85, 2. 146.",2635,Ejerlejlighed,Fri handel,07-09-2005,1102295.0,3,3
hovmarken-6-2640-hedehusene-01692900___6_______,Hovmarken 6,2640,Villa,Tvangsauktion,20-07-2015,1760000.0,1,2
hovmarken-6-2640-hedehusene-01692900___6_______,Hovmarken 6,2640,Villa,Fri handel,29-01-2007,2800000.0,2,2
vaerebrovej-65-2880-bagsvaerd-01590971__65_______,Værebrovej 65,2880,Villa,Tvangsauktion,15-07-2015,4630000.0,1,1
magnoliavej-27-2640-hedehusene-01694926__27_______,Magnoliavej 27,2640,Villa,Tvangsauktion,29-06-2015,1923139.0,1,3
magnoliavej-27-2640-hedehusene-01694926__27_______,Magnoliavej 27,2640,Villa,Fri handel,24-01-2008,4300000.0,2,3
magnoliavej-27-2640-hedehusene-01694926__27_______,Magnoliavej 27,2640,Villa,Familie handel,12-09-2007,1020000.0,3,3
helmsvej-6a-2880-bagsvaerd-01590302__6a_______,Helmsvej 6A,2880,Villa,Tvangsauktion,08-06-2015,4400000.0,1,2
helmsvej-6a-2880-bagsvaerd-01590302__6a_______,Helmsvej 6A,2880,Villa,Fri handel,17-05-1999,2915780.0,2,2
digterparken-14-2750-ballerup-01510080__14_______,Digterparken 14,2750,Villa,Tvangsauktion,08-06-2015,3475000.0,1,2
digterparken-14-2750-ballerup-01510080__14_______,Digterparken 14,2750,Villa,Fri handel,14-02-1995,1255000.0,2,2
magnoliavej-25-2640-hedehusene-01694926__25_______,Magnoliavej 25,2640,Villa,Tvangsauktion,01-06-2015,2193014.0,1,2
magnoliavej-25-2640-hedehusene-01694926__25_______,Magnoliavej 25,2640,Villa,Fri handel,06-01-2003,3296166.0,2,2
haekmosen-38-2730-herlev-01633594__38_______,Hækmosen 38,2730,Villa,Tvangsauktion,01-06-2015,2312500.0,1,3
haekmosen-38-2730-herlev-01633594__38_______,Hækmosen 38,2730,Villa,Fri handel,02-04-2008,2400000.0,2,3
haekmosen-38-2730-herlev-01633594__38_______,Hækmosen 38,2730,Villa,Fri handel,15-03-2002,1500000.0,3,3
kingosvej-8b-2630-taastrup-01693708__8b_______,Kingosvej 8B,2630,Rækkehus,Tvangsauktion,07-04-2015,1996000.0,1,2
kingosvej-8b-2630-taastrup-01693708__8b_______,Kingosvej 8B,2630,Rækkehus,Fri handel,04-02-1994,815000.0,2,2
roedager-alle-65-2-mf-2610-roedovre-01750699__65__2__mf,"Rødager Alle 65, 2. mf.",2610,Ejerlejlighed,Tvangsauktion,07-04-2015,500000.0,1,3
roedager-alle-65-2-mf-2610-roedovre-01750699__65__2__mf,"Rødager Alle 65, 2. mf.",2610,Ejerlejlighed,Fri handel,25-05-2007,790000.0,2,3
roedager-alle-65-2-mf-2610-roedovre-01750699__65__2__mf,"Rødager Alle 65, 2. mf.",2610,Ejerlejlighed,Fri handel,09-06-1995,231400.0,3,3
kratager-29-2620-albertslund-01650283__29_______,Kratager 29,2620,Villa,Tvangsauktion,04-03-2015,2089000.0,1,3
kratager-29-2620-albertslund-01650283__29_______,Kratager 29,2620,Villa,Fri handel,15-10-2007,2820000.0,2,3
kratager-29-2620-albertslund-01650283__29_______,Kratager 29,2620,Villa,Fri handel,11-07-2006,3095000.0,3,3
christoffers-alle-88a-1-th-2800-kongens-lyngby-01590111_88a__1__th,"Christoffers Alle 88A, 1. th.",2800,Ejerlejlighed,Tvangsauktion,18-02-2015,674000.0,1,3
christoffers-alle-88a-1-th-2800-kongens-lyngby-01590111_88a__1__th,"Christoffers Alle 88A, 1. th.",2800,Ejerlejlighed,Fri handel,10-12-1999,559807.0,2,3
christoffers-alle-88a-1-th-2800-kongens-lyngby-01590111_88a__1__th,"Christoffers Alle 88A, 1. th.",2800,Ejerlejlighed,Fri handel,28-07-1997,369760.0,3,3
elverhoejen-16-1-2730-herlev-01631477__16__1____,"Elverhøjen 16, 1.",2730,Villalejlighed,Tvangsauktion,09-02-2015,1380000.0,1,3
elverhoejen-16-1-2730-herlev-01631477__16__1____,"Elverhøjen 16, 1.",2730,Villalejlighed,Fri handel,17-07-2008,2200000.0,2,3
elverhoejen-16-1-2730-herlev-01631477__16__1____,"Elverhøjen 16, 1.",2730,Villalejlighed,Andet,25-01-2003,400000.0,3,3
elverhoejen-16-0-2730-herlev-01631477__16_st____,"Elverhøjen 16, st.",2730,Villalejlighed,Tvangsauktion,09-02-2015,1380000.0,1,3
elverhoejen-16-0-2730-herlev-01631477__16_st____,"Elverhøjen 16, st.",2730,Villalejlighed,Fri handel,17-07-2008,2200000.0,2,3
elverhoejen-16-0-2730-herlev-01631477__16_st____,"Elverhøjen 16, st.",2730,Villalejlighed,Andet,25-01-2003,400000.0,3,3
taastrup-have-10-1-th-2630-taastrup-01698960__10__1__th,"Taastrup Have 10, 1. th.",2630,Ejerlejlighed,Tvangsauktion,27-01-2015,980000.0,1,3
taastrup-have-10-1-th-2630-taastrup-01698960__10__1__th,"Taastrup Have 10, 1. th.",2630,Ejerlejlighed,Fri handel,23-08-2005,910000.0,2,3
taastrup-have-10-1-th-2630-taastrup-01698960__10__1__th,"Taastrup Have 10, 1. th.",2630,Ejerlejlighed,Fri handel,24-06-2001,672326.0,3,3
gentoftegade-46-1-th-2820-gentofte-01570278__46__1__th,"Gentoftegade 46, 1. th.",2820,Ejerlejlighed,Tvangsauktion,17-12-2014,1139000.0,1,3
gentoftegade-46-1-th-2820-gentofte-01570278__46__1__th,"Gentoftegade 46, 1. th.",2820,Ejerlejlighed,Fri handel,14-11-2014,1250000.0,2,3
gentoftegade-46-1-th-2820-gentofte-01570278__46__1__th,"Gentoftegade 46, 1. th.",2820,Ejerlejlighed,Fri handel,04-11-2005,1295000.0,3,3
ved-vandloebet-9-1-2610-roedovre-01750941___9__1____,"Ved Vandløbet 9, 1.",2610,Villalejlighed,Tvangsauktion,16-12-2014,960000.0,1,3
ved-vandloebet-9-1-2610-roedovre-01750941___9__1____,"Ved Vandløbet 9, 1.",2610,Villalejlighed,Fri handel,26-11-2006,1650000.0,2,3
ved-vandloebet-9-1-2610-roedovre-01750941___9__1____,"Ved Vandløbet 9, 1.",2610,Villalejlighed,Fri handel,29-05-2005,1950000.0,3,3
ved-vandloebet-9-0-2610-roedovre-01750941___9_st____,"Ved Vandløbet 9, st.",2610,Villalejlighed,Tvangsauktion,16-12-2014,960000.0,1,3
ved-vandloebet-9-0-2610-roedovre-01750941___9_st____,"Ved Vandløbet 9, st.",2610,Villalejlighed,Fri handel,26-11-2006,1650000.0,2,3
ved-vandloebet-9-0-2610-roedovre-01750941___9_st____,"Ved Vandløbet 9, st.",2610,Villalejlighed,Fri handel,29-05-2005,1950000.0,3,3
gildbrovej-51-2-196-2635-ishoej-01830205__51__2_196,"Gildbrovej 51, 2. 196.",2635,Ejerlejlighed,Tvangsauktion,02-12-2014,1254596.0,1,3
gildbrovej-51-2-196-2635-ishoej-01830205__51__2_196,"Gildbrovej 51, 2. 196.",2635,Ejerlejlighed,Fri handel,16-04-2008,1900000.0,2,3
gildbrovej-51-2-196-2635-ishoej-01830205__51__2_196,"Gildbrovej 51, 2. 196.",2635,Ejerlejlighed,Fri handel,16-04-2008,1900000.0,3,3
vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,"Vesterkøb 45, 1. 4.",2640,Ejerlejlighed,Tvangsauktion,01-12-2014,654000.0,1,3
vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,"Vesterkøb 45, 1. 4.",2640,Ejerlejlighed,Fri handel,25-10-2005,1125000.0,2,3
vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,"Vesterkøb 45, 1. 4.",2640,Ejerlejlighed,Fri handel,20-01-2004,870000.0,3,3
tvaerdiget-32-2740-skovlunde-01510686__32_______,Tværdiget 32,2740,Rækkehus,Tvangsauktion,26-11-2014,2750000.0,1,2
tvaerdiget-32-2740-skovlunde-01510686__32_______,Tværdiget 32,2740,Rækkehus,Fri handel,19-10-2006,2450000.0,2,2
broendbyvestervej-10-2-m-2600-glostrup-01610044__10__2___m,"Brøndbyvestervej 10, 2. m.",2600,Ejerlejlighed,Tvangsauktion,25-11-2014,976000.0,1,3
broendbyvestervej-10-2-m-2600-glostrup-01610044__10__2___m,"Brøndbyvestervej 10, 2. m.",2600,Ejerlejlighed,Fri handel,01-06-2006,1650000.0,2,3
broendbyvestervej-10-2-m-2600-glostrup-01610044__10__2___m,"Brøndbyvestervej 10, 2. m.",2600,Ejerlejlighed,Fri handel,02-11-2003,926000.0,3,3
sommerfuglevej-9-2610-roedovre-01750800___9_______,Sommerfuglevej 9,2610,Villa,Tvangsauktion,22-10-2014,1650000.0,1,2
sommerfuglevej-9-2610-roedovre-01750800___9_______,Sommerfuglevej 9,2610,Villa,Fri handel,09-07-1997,895000.0,2,2
hedevej-7-2640-hedehusene-01692707___7_______,Hedevej 7,2640,Villa,Tvangsauktion,30-09-2014,1000000.0,1,3
hedevej-7-2640-hedehusene-01692707___7_______,Hedevej 7,2640,Villa,Fri handel,07-03-2011,1600000.0,2,3
hedevej-7-2640-hedehusene-01692707___7_______,Hedevej 7,2640,Villa,Fri handel,30-07-2004,1800000.0,3,3
hedekaeret-44-2-th-2640-hedehusene-01692652__44__2__th,"Hedekæret 44, 2. th.",2640,Ejerlejlighed,Tvangsauktion,03-09-2014,883000.0,1,3
hedekaeret-44-2-th-2640-hedehusene-01692652__44__2__th,"Hedekæret 44, 2. th.",2640,Ejerlejlighed,Fri handel,23-04-2006,1695000.0,2,3
hedekaeret-44-2-th-2640-hedehusene-01692652__44__2__th,"Hedekæret 44, 2. th.",2640,Ejerlejlighed,Fri handel,19-02-2001,765000.0,3,3
vejledalen-78-1-th-2635-ishoej-01830854__78__1__th,"Vejledalen 78, 1. th.",2635,Ejerlejlighed,Tvangsauktion,02-09-2014,684000.0,1,3
vejledalen-78-1-th-2635-ishoej-01830854__78__1__th,"Vejledalen 78, 1. th.",2635,Ejerlejlighed,Fri handel,16-04-2003,863816.0,2,3
vejledalen-78-1-th-2635-ishoej-01830854__78__1__th,"Vejledalen 78, 1. th.",2635,Ejerlejlighed,Fri handel,09-05-1999,566180.0,3,3
ordrupvej-75b-1-th-2920-charlottenlund-01570622_75b__1__th,"Ordrupvej 75B, 1. th.",2920,Ejerlejlighed,Tvangsauktion,13-08-2014,790000.0,1,2
ordrupvej-75b-1-th-2920-charlottenlund-01570622_75b__1__th,"Ordrupvej 75B, 1. th.",2920,Ejerlejlighed,Fri handel,23-04-2003,1011594.0,2,2
vejlegaardsparken-60-2-23-2665-vallensbaek-strand-01879267__60__2__23,"Vejlegårdsparken 60, 2. 23.",2665,Ejerlejlighed,Tvangsauktion,18-07-2014,931500.0,1,2
vejlegaardsparken-60-2-23-2665-vallensbaek-strand-01879267__60__2__23,"Vejlegårdsparken 60, 2. 23.",2665,Ejerlejlighed,Fri handel,17-01-2008,1380000.0,2,2
lindetoften-5-2630-taastrup-01694493___5_______,Lindetoften 5,2630,Villa,Tvangsauktion,16-07-2014,2429500.0,1,3
lindetoften-5-2630-taastrup-01694493___5_______,Lindetoften 5,2630,Villa,Familie handel,01-08-2007,1859159.0,2,3
lindetoften-5-2630-taastrup-01694493___5_______,Lindetoften 5,2630,Villa,Fri handel,16-03-1995,1458000.0,3,3
broksoevej-47-2665-vallensbaek-strand-01870639__47_______,Broksøvej 47,2665,Rækkehus,Tvangsauktion,01-07-2014,2260000.0,1,3
broksoevej-47-2665-vallensbaek-strand-01870639__47_______,Broksøvej 47,2665,Rækkehus,Fri handel,22-05-2002,1565000.0,2,3
broksoevej-47-2665-vallensbaek-strand-01870639__47_______,Broksøvej 47,2665,Rækkehus,Fri handel,25-01-1997,1048500.0,3,3
vejledalen-60-3-tv-2635-ishoej-01830854__60__3__tv,"Vejledalen 60, 3. tv.",2635,Ejerlejlighed,Tvangsauktion,17-06-2014,730980.0,1,3
vejledalen-60-3-tv-2635-ishoej-01830854__60__3__tv,"Vejledalen 60, 3. tv.",2635,Ejerlejlighed,Fri handel,20-08-2006,1667341.0,2,3
vejledalen-60-3-tv-2635-ishoej-01830854__60__3__tv,"Vejledalen 60, 3. tv.",2635,Ejerlejlighed,Fri handel,24-03-2004,831000.0,3,3
lyngmosevej-10-2620-albertslund-01650314__10_______,Lyngmosevej 10,2620,Villa,Tvangsauktion,16-06-2014,1750000.0,1,3
lyngmosevej-10-2620-albertslund-01650314__10_______,Lyngmosevej 10,2620,Villa,Fri handel,22-01-2006,2049000.0,2,3
lyngmosevej-10-2620-albertslund-01650314__10_______,Lyngmosevej 10,2620,Villa,Fri handel,14-05-2001,1411740.0,3,3
berings-gade-20-1-th-2630-taastrup-01690370__20__1__th,"Berings Gade 20, 1. th.",2630,Ejerlejlighed,Tvangsauktion,27-05-2014,1895000.0,1,2
berings-gade-20-1-th-2630-taastrup-01690370__20__1__th,"Berings Gade 20, 1. th.",2630,Ejerlejlighed,Fri handel,23-11-2005,1840000.0,2,2
kirkebakken-8-2605-broendby-01530336___8_______,Kirkebakken 8,2605,Villa,Tvangsauktion,26-05-2014,1559000.0,1,3
kirkebakken-8-2605-broendby-01530336___8_______,Kirkebakken 8,2605,Villa,Familie handel,22-07-2010,2450000.0,2,3
kirkebakken-8-2605-broendby-01530336___8_______,Kirkebakken 8,2605,Villa,Fri handel,04-03-2005,1680000.0,3,3
ericavej-163-0-106-2820-gentofte-01570203_163_st_106,"Ericavej 163, st. 106.",2820,Ejerlejlighed,Tvangsauktion,16-05-2014,765000.0,1,3
ericavej-163-0-106-2820-gentofte-01570203_163_st_106,"Ericavej 163, st. 106.",2820,Ejerlejlighed,Fri handel,29-07-2005,945000.0,2,3
ericavej-163-0-106-2820-gentofte-01570203_163_st_106,"Ericavej 163, st. 106.",2820,Ejerlejlighed,Fri handel,06-03-2003,700000.0,3,3
gammel-koege-landevej-735a-2660-broendby-strand-01530176735a_______,Gammel Køge Landevej 735A,2660,Rækkehus,Tvangsauktion,05-05-2014,1440000.0,1,3
gammel-koege-landevej-735a-2660-broendby-strand-01530176735a_______,Gammel Køge Landevej 735A,2660,Rækkehus,Fri handel,17-02-1996,738000.0,2,3
gammel-koege-landevej-735a-2660-broendby-strand-01530176735a_______,Gammel Køge Landevej 735A,2660,Rækkehus,Fri handel,12-05-1992,595000.0,3,3
marievej-23-2900-hellerup-01570550__23_______,Marievej 23,2900,Villa,Tvangsauktion,30-04-2014,31095000.0,1,3
marievej-23-2900-hellerup-01570550__23_______,Marievej 23,2900,Villa,Andet,09-05-2011,65500000.0,2,3
marievej-23-2900-hellerup-01570550__23_______,Marievej 23,2900,Villa,Fri handel,30-07-2008,65500000.0,3,3
slettebjergvej-2-1-tv-2750-ballerup-01510313___2__1__tv,"Slettebjergvej 2, 1. tv.",2750,Ejerlejlighed,Tvangsauktion,30-04-2014,720000.0,1,3
slettebjergvej-2-1-tv-2750-ballerup-01510313___2__1__tv,"Slettebjergvej 2, 1. tv.",2750,Ejerlejlighed,Fri handel,24-01-2005,1175000.0,2,3
slettebjergvej-2-1-tv-2750-ballerup-01510313___2__1__tv,"Slettebjergvej 2, 1. tv.",2750,Ejerlejlighed,Fri handel,25-06-1999,565000.0,3,3
rebaek-soepark-3-10-1011-2650-hvidovre-01676690___3_101011,"Rebæk Søpark 3, 10. 1011.",1011,Ejerlejlighed,Tvangsauktion,07-04-2014,470000.0,1,2
rebaek-soepark-3-10-1011-2650-hvidovre-01676690___3_101011,"Rebæk Søpark 3, 10. 1011.",1011,Ejerlejlighed,Fri handel,29-08-1999,508540.0,2,2
strandvejen-262a-0-2920-charlottenlund-01570802262a_st____,"Strandvejen 262A, st.",2920,Villalejlighed,Tvangsauktion,31-03-2014,3250000.0,1,3
strandvejen-262a-0-2920-charlottenlund-01570802262a_st____,"Strandvejen 262A, st.",2920,Villalejlighed,Fri handel,27-06-2005,4250000.0,2,3
strandvejen-262a-0-2920-charlottenlund-01570802262a_st____,"Strandvejen 262A, st.",2920,Villalejlighed,Fri handel,08-04-2005,2825001.0,3,3
strandvejen-262a-1-2920-charlottenlund-01570802262a__1____,"Strandvejen 262A, 1.",2920,Villalejlighed,Tvangsauktion,31-03-2014,3250000.0,1,3
strandvejen-262a-1-2920-charlottenlund-01570802262a__1____,"Strandvejen 262A, 1.",2920,Villalejlighed,Fri handel,27-06-2005,4250000.0,2,3
