Property ID,Address,Postal_Code,Property_Type,Sale Type,Sale Date,Price,Sale Index,Total Sales,Address_details,City,Floor,Floor_Count,Heating_Type,Last_Remodel_Year,Link,Living_Area,Postal_Code_details,Price_details,Property_Type_details,Roof_Type,Rooms,Scrape_Date,Source_Site,URL,Wall_Material,Weighted_Area
strandvejen-141-2-tv-2900-hellerup-01570802_141__2__tv,"Strandvejen 141, 2. tv.",2900,Ejerlejlighed,Tvangsauktion,09-11-2011,19000000.0,1,1,"Strandvejen 141, 2. tv.",Hellerup,N/A,3.0,Fjernvarme/blokvarme,1947,/adresse/strandvejen-141-2-tv-2900-hellerup-01570802_141__2__tv,99.0,2900.0,5452000.0,Ejerlejlighed,Tegl,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/strandvejen-141-2-tv-2900-hellerup-01570802_141__2__tv,Mursten,Ikke oplyst
vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,"Vejlegårdsparken 14, 3. 34.",2665,Ejerlejlighed,Tvangsauktion,07-11-2011,590000.0,1,3,"Vejlegårdsparken 14, 3. 34.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,88.0,2665.0,2157000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,Betonelementer,Ikke oplyst
vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,"Vejlegårdsparken 14, 3. 34.",2665,Ejerlejlighed,Fri handel,05-01-2006,1595000.0,2,3,"Vejlegårdsparken 14, 3. 34.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,88.0,2665.0,2157000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,Betonelementer,Ikke oplyst
vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,"Vejlegårdsparken 14, 3. 34.",2665,Ejerlejlighed,Fri handel,23-02-2004,1095000.0,3,3,"Vejlegårdsparken 14, 3. 34.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,88.0,2665.0,2157000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-14-3-34-2665-vallensbaek-strand-01879267__14__3__34,Betonelementer,Ikke oplyst
egebjergvej-57a-2750-ballerup-01510093_57a_______,Egebjergvej 57A,2750,Villa,Tvangsauktion,05-11-2011,3075000.0,1,3,Egebjergvej 57A,Ballerup,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/egebjergvej-57a-2750-ballerup-01510093_57a_______,155.0,2750.0,5895000.0,Villa,Betontagsten,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/egebjergvej-57a-2750-ballerup-01510093_57a_______,Mursten,164
egebjergvej-57a-2750-ballerup-01510093_57a_______,Egebjergvej 57A,2750,Villa,Fri handel,16-06-2004,2875000.0,2,3,Egebjergvej 57A,Ballerup,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/egebjergvej-57a-2750-ballerup-01510093_57a_______,155.0,2750.0,5895000.0,Villa,Betontagsten,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/egebjergvej-57a-2750-ballerup-01510093_57a_______,Mursten,164
egebjergvej-57a-2750-ballerup-01510093_57a_______,Egebjergvej 57A,2750,Villa,Familie handel,14-10-1998,2317000.0,3,3,Egebjergvej 57A,Ballerup,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/egebjergvej-57a-2750-ballerup-01510093_57a_______,155.0,2750.0,5895000.0,Villa,Betontagsten,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/egebjergvej-57a-2750-ballerup-01510093_57a_______,Mursten,164
m-bechs-alle-168-2650-hvidovre-01675585_168_______,M Bechs Alle 168,2650,Villa,Tvangsauktion,26-10-2011,1600000.0,1,2,M Bechs Alle 168,Hvidovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/m-bechs-alle-168-2650-hvidovre-01675585_168_______,77.0,2650.0,4636000.0,Villa,Tagpap med stor hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/m-bechs-alle-168-2650-hvidovre-01675585_168_______,Mursten,112.05
m-bechs-alle-168-2650-hvidovre-01675585_168_______,M Bechs Alle 168,2650,Villa,Fri handel,28-07-2008,2575000.0,2,2,M Bechs Alle 168,Hvidovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/m-bechs-alle-168-2650-hvidovre-01675585_168_______,77.0,2650.0,4636000.0,Villa,Tagpap med stor hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/m-bechs-alle-168-2650-hvidovre-01675585_168_______,Mursten,112.05
virumvej-28-1-2-2830-virum-01730873__28__1___2,"Virumvej 28, 1. 2.",2830,Ejerlejlighed,Tvangsauktion,26-10-2011,10459700.0,1,1,"Virumvej 28, 1. 2.",Virum,N/A,1.0,Centralvarme med én fyringsenhed,2005,/adresse/virumvej-28-1-2-2830-virum-01730873__28__1___2,184.0,2830.0,7181000.0,Ejerlejlighed,Tegl,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/virumvej-28-1-2-2830-virum-01730873__28__1___2,Mursten,Ikke oplyst
virumvej-28-0-5-2830-virum-01730873__28_st___5,"Virumvej 28, st. 5.",2830,Ejerlejlighed,Tvangsauktion,26-10-2011,10459700.0,1,1,"Virumvej 28, st. 5.",Virum,N/A,1.0,Centralvarme med én fyringsenhed,2005,/adresse/virumvej-28-0-5-2830-virum-01730873__28_st___5,106.0,2830.0,3991000.0,Ejerlejlighed,Tegl,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/virumvej-28-0-5-2830-virum-01730873__28_st___5,Mursten,Ikke oplyst
virumvej-28-0-4-2830-virum-01730873__28_st___4,"Virumvej 28, st. 4.",2830,Ejerlejlighed,Tvangsauktion,26-10-2011,10459700.0,1,1,"Virumvej 28, st. 4.",Virum,N/A,1.0,Centralvarme med én fyringsenhed,2005,/adresse/virumvej-28-0-4-2830-virum-01730873__28_st___4,144.0,2830.0,5550000.0,Ejerlejlighed,Tegl,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/virumvej-28-0-4-2830-virum-01730873__28_st___4,Mursten,Ikke oplyst
virumvej-28-0-1-2830-virum-01730873__28_st___1,"Virumvej 28, st. 1.",2830,Ejerlejlighed,Tvangsauktion,26-10-2011,10459700.0,1,1,"Virumvej 28, st. 1.",Virum,N/A,1.0,Centralvarme med én fyringsenhed,2005,/adresse/virumvej-28-0-1-2830-virum-01730873__28_st___1,132.0,2830.0,5040000.0,Ejerlejlighed,Tegl,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/virumvej-28-0-1-2830-virum-01730873__28_st___1,Mursten,Ikke oplyst
roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,"Rødovre Parkvej 315, 2.",2610,Ejerlejlighed,Tvangsauktion,24-10-2011,440000.0,1,3,"Rødovre Parkvej 315, 2.",Rødovre,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,50.0,2610.0,1613000.0,Ejerlejlighed,Tagpap med stor hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,Mursten,Ikke oplyst
roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,"Rødovre Parkvej 315, 2.",2610,Ejerlejlighed,Fri handel,26-05-2006,1166482.0,2,3,"Rødovre Parkvej 315, 2.",Rødovre,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,50.0,2610.0,1613000.0,Ejerlejlighed,Tagpap med stor hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,Mursten,Ikke oplyst
roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,"Rødovre Parkvej 315, 2.",2610,Ejerlejlighed,Fri handel,31-08-1997,247300.0,3,3,"Rødovre Parkvej 315, 2.",Rødovre,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,50.0,2610.0,1613000.0,Ejerlejlighed,Tagpap med stor hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,Mursten,Ikke oplyst
hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,"Hedekæret 51, 2. 1.",2640,Ejerlejlighed,Tvangsauktion,11-10-2011,275000.0,1,3,"Hedekæret 51, 2. 1.",Hedehusene,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,49.0,2640.0,1377000.0,Ejerlejlighed,Fibercement herunder asbest,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,Mursten,Ikke oplyst
hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,"Hedekæret 51, 2. 1.",2640,Ejerlejlighed,Fri handel,10-05-2006,929000.0,2,3,"Hedekæret 51, 2. 1.",Hedehusene,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,49.0,2640.0,1377000.0,Ejerlejlighed,Fibercement herunder asbest,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,Mursten,Ikke oplyst
hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,"Hedekæret 51, 2. 1.",2640,Ejerlejlighed,Fri handel,20-09-2002,570000.0,3,3,"Hedekæret 51, 2. 1.",Hedehusene,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,49.0,2640.0,1377000.0,Ejerlejlighed,Fibercement herunder asbest,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,Mursten,Ikke oplyst
vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,"Vejlegårdsparken 66, 2. th.",2665,Ejerlejlighed,Tvangsauktion,10-10-2011,1150000.0,1,3,"Vejlegårdsparken 66, 2. th.",Vallensbæk Strand,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,87.0,2665.0,2176000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,Betonelementer,Ikke oplyst
vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,"Vejlegårdsparken 66, 2. th.",2665,Ejerlejlighed,Fri handel,10-10-2008,1375000.0,2,3,"Vejlegårdsparken 66, 2. th.",Vallensbæk Strand,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,87.0,2665.0,2176000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,Betonelementer,Ikke oplyst
vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,"Vejlegårdsparken 66, 2. th.",2665,Ejerlejlighed,Fri handel,06-03-2006,1710000.0,3,3,"Vejlegårdsparken 66, 2. th.",Vallensbæk Strand,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,87.0,2665.0,2176000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,Betonelementer,Ikke oplyst
brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,"Brandholms Alle 22H, 1. 2.",2610,Ejerlejlighed,Tvangsauktion,03-10-2011,425000.0,1,2,"Brandholms Alle 22H, 1. 2.",Rødovre,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,53.0,2610.0,1939000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,Mursten,Ikke oplyst
brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,"Brandholms Alle 22H, 1. 2.",2610,Ejerlejlighed,Fri handel,03-10-2002,715000.0,2,2,"Brandholms Alle 22H, 1. 2.",Rødovre,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,53.0,2610.0,1939000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,Mursten,Ikke oplyst
vigerslev-alle-362-2650-hvidovre-01679379_362_______,Vigerslev Alle 362,2650,Villa,Tvangsauktion,21-09-2011,810000.0,1,2,Vigerslev Alle 362,Hvidovre,N/A,1.0,Varmepumpe,Ikke oplyst,/adresse/vigerslev-alle-362-2650-hvidovre-01679379_362_______,161.0,2650.0,6469000.0,Villa,Tegl,6.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vigerslev-alle-362-2650-hvidovre-01679379_362_______,Mursten,198.85
vigerslev-alle-362-2650-hvidovre-01679379_362_______,Vigerslev Alle 362,2650,Villa,Fri handel,09-09-1996,675000.0,2,2,Vigerslev Alle 362,Hvidovre,N/A,1.0,Varmepumpe,Ikke oplyst,/adresse/vigerslev-alle-362-2650-hvidovre-01679379_362_______,161.0,2650.0,6469000.0,Villa,Tegl,6.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vigerslev-alle-362-2650-hvidovre-01679379_362_______,Mursten,198.85
vejlebrovej-76-3-1-2635-ishoej-01830850__76__3___1,"Vejlebrovej 76, 3. 1.",2635,Ejerlejlighed,Tvangsauktion,20-09-2011,2310000.0,1,1,"Vejlebrovej 76, 3. 1.",Ishøj,N/A,5.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-76-3-1-2635-ishoej-01830850__76__3___1,75.0,2635.0,1877000.0,Ejerlejlighed,Tagpap med lille hældning,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-76-3-1-2635-ishoej-01830850__76__3___1,Betonelementer,Ikke oplyst
vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,"Vejlegårdsparken 2, st. 8.",2665,Ejerlejlighed,Tvangsauktion,20-09-2011,890000.0,1,3,"Vejlegårdsparken 2, st. 8.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,88.0,2665.0,2132000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,Betonelementer,Ikke oplyst
vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,"Vejlegårdsparken 2, st. 8.",2665,Ejerlejlighed,Fri handel,29-05-1996,356000.0,2,3,"Vejlegårdsparken 2, st. 8.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,88.0,2665.0,2132000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,Betonelementer,Ikke oplyst
vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,"Vejlegårdsparken 2, st. 8.",2665,Ejerlejlighed,Fri handel,08-02-1996,326193.0,3,3,"Vejlegårdsparken 2, st. 8.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,88.0,2665.0,2132000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,Betonelementer,Ikke oplyst
hoejagerparken-7-0-2750-ballerup-01510158___7_st____,"Højagerparken 7, st.",2750,Ejerlejlighed,Tvangsauktion,12-09-2011,390000.0,1,3,"Højagerparken 7, st.",Ballerup,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hoejagerparken-7-0-2750-ballerup-01510158___7_st____,46.0,2750.0,1197000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hoejagerparken-7-0-2750-ballerup-01510158___7_st____,Mursten,Ikke oplyst
hoejagerparken-7-0-2750-ballerup-01510158___7_st____,"Højagerparken 7, st.",2750,Ejerlejlighed,Fri handel,25-07-2005,825000.0,2,3,"Højagerparken 7, st.",Ballerup,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hoejagerparken-7-0-2750-ballerup-01510158___7_st____,46.0,2750.0,1197000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hoejagerparken-7-0-2750-ballerup-01510158___7_st____,Mursten,Ikke oplyst
hoejagerparken-7-0-2750-ballerup-01510158___7_st____,"Højagerparken 7, st.",2750,Ejerlejlighed,Fri handel,12-02-1997,371000.0,3,3,"Højagerparken 7, st.",Ballerup,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hoejagerparken-7-0-2750-ballerup-01510158___7_st____,46.0,2750.0,1197000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hoejagerparken-7-0-2750-ballerup-01510158___7_st____,Mursten,Ikke oplyst
nellikevaenget-13-2625-vallensbaek-01875525__13_______,Nellikevænget 13,2625,Villa,Tvangsauktion,30-08-2011,2620000.0,1,3,Nellikevænget 13,Vallensbæk,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/nellikevaenget-13-2625-vallensbaek-01875525__13_______,126.0,2625.0,4346000.0,Villa,Tegl,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/nellikevaenget-13-2625-vallensbaek-01875525__13_______,Mursten,129.15
nellikevaenget-13-2625-vallensbaek-01875525__13_______,Nellikevænget 13,2625,Villa,Fri handel,12-04-2006,3895000.0,2,3,Nellikevænget 13,Vallensbæk,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/nellikevaenget-13-2625-vallensbaek-01875525__13_______,126.0,2625.0,4346000.0,Villa,Tegl,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/nellikevaenget-13-2625-vallensbaek-01875525__13_______,Mursten,129.15
nellikevaenget-13-2625-vallensbaek-01875525__13_______,Nellikevænget 13,2625,Villa,Fri handel,10-11-2004,1322850.0,3,3,Nellikevænget 13,Vallensbæk,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/nellikevaenget-13-2625-vallensbaek-01875525__13_______,126.0,2625.0,4346000.0,Villa,Tegl,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/nellikevaenget-13-2625-vallensbaek-01875525__13_______,Mursten,129.15
c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,"C L Ibsens Vej 10, 2.",2820,Villalejlighed,Tvangsauktion,24-08-2011,4700000.0,1,3,"C L Ibsens Vej 10, 2.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,85.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,"C L Ibsens Vej 10, 2.",2820,Villalejlighed,Fri handel,08-11-2004,1492150.0,2,3,"C L Ibsens Vej 10, 2.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,85.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,"C L Ibsens Vej 10, 2.",2820,Villalejlighed,Fri handel,02-06-2003,1400000.0,3,3,"C L Ibsens Vej 10, 2.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,85.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,"C L Ibsens Vej 10, 1.",2820,Villalejlighed,Tvangsauktion,24-08-2011,4700000.0,1,3,"C L Ibsens Vej 10, 1.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,113.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,"C L Ibsens Vej 10, 1.",2820,Villalejlighed,Fri handel,08-11-2004,1492150.0,2,3,"C L Ibsens Vej 10, 1.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,113.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,"C L Ibsens Vej 10, 1.",2820,Villalejlighed,Fri handel,02-06-2003,1400000.0,3,3,"C L Ibsens Vej 10, 1.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,113.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,"C L Ibsens Vej 10, st.",2820,Villalejlighed,Tvangsauktion,24-08-2011,4700000.0,1,3,"C L Ibsens Vej 10, st.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,118.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,"C L Ibsens Vej 10, st.",2820,Villalejlighed,Fri handel,08-11-2004,1492150.0,2,3,"C L Ibsens Vej 10, st.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,118.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,"C L Ibsens Vej 10, st.",2820,Villalejlighed,Fri handel,02-06-2003,1400000.0,3,3,"C L Ibsens Vej 10, st.",Gentofte,N/A,2.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,118.0,2820.0,18927000.0,Villalejlighed,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,Mursten,Ikke oplyst
jyllingevej-255-2610-roedovre-01750415_255_______,Jyllingevej 255,2610,Villa,Tvangsauktion,11-08-2011,1000000.0,1,3,Jyllingevej 255,Rødovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/jyllingevej-255-2610-roedovre-01750415_255_______,100.0,2610.0,2765000.0,Villa,Fibercement herunder asbest,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/jyllingevej-255-2610-roedovre-01750415_255_______,Mursten,106.15
jyllingevej-255-2610-roedovre-01750415_255_______,Jyllingevej 255,2610,Villa,Fri handel,28-03-2011,1750000.0,2,3,Jyllingevej 255,Rødovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/jyllingevej-255-2610-roedovre-01750415_255_______,100.0,2610.0,2765000.0,Villa,Fibercement herunder asbest,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/jyllingevej-255-2610-roedovre-01750415_255_______,Mursten,106.15
jyllingevej-255-2610-roedovre-01750415_255_______,Jyllingevej 255,2610,Villa,Fri handel,27-09-2001,1085000.0,3,3,Jyllingevej 255,Rødovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/jyllingevej-255-2610-roedovre-01750415_255_______,100.0,2610.0,2765000.0,Villa,Fibercement herunder asbest,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/jyllingevej-255-2610-roedovre-01750415_255_______,Mursten,106.15
